year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,unemployed,below_poverty,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_home_value,med_gross_rent,med_year_built,household_size,occupied_housing,renter_occupied,owner_occupied,mortgaged_housing,predominant_heat,gas_heat,electric_heat,no_heat
2018,Idaho,ID,Mountain,West,1754208,882158,872050,36.8,some college or associate's degree,316262,55583,33438,203264,56753,0.4454,258884,1474600,194365,314451,286543,735703,233100,848,1986,2.74,0.8702832528887336,0.29261717712839896,0.707382822871601,0.3948617852584535,utility gas,0.5229418838927328,0.3315726178018648,0.00243647211332719
2018,Illinois,IL,East North Central,North Central,12741080,6266062,6475018,38.3,bachelor's degree or higher,3052684,65030,368739,1509247,599358,0.4852,1845221,10718687,1405331,2086580,2418070,5376176,203400,995,1969,2.619,0.9048929945745824,0.34014332158103494,0.659856678418965,0.372462508667871,utility gas,0.7685178866254021,0.17304553631920647,0.00640223447150835
2018,Indiana,IN,East North Central,North Central,6691878,3295973,3395905,37.8,high school graduate (includes equivalency),1211066,55746,149266,852638,230522,0.4511,1022496,5570008,774744,1162591,1186628,2903576,147300,820,1974,2.575,0.8951613458714358,0.31064544090822876,0.6893545590917712,0.4016736603415926,utility gas,0.5957811900649784,0.29924333508132794,0.0037535073710097343
2018,Iowa,IA,West North Central,North Central,3156145,1564888,1591257,38.1,some college or associate's degree,610540,59955,60717,343504,122222,0.4413,441921,2671108,328084,565650,596596,1409568,152000,777,1970,2.489,0.8994762934459352,0.28719122498862265,0.7128087750113773,0.3853010284001907,utility gas,0.6144337800394835,0.2261803824200058,0.004782024698057298
2018,Kansas,KS,West North Central,North Central,2911510,1449745,1461765,37.1,bachelor's degree or higher,646143,58218,57197,338175,82465,0.4633,405212,2449562,308123,497399,397017,1280553,159400,840,1974,2.569,0.8850926123323283,0.3384368206329936,0.6615631793670064,0.34559834696416314,utility gas,0.647213536519947,0.249926769530478,0.002817167339563511
2018,Kentucky,KY,East South Central,South,4468402,2199021,2269381,39.1,high school graduate (includes equivalency),753785,50247,109879,730408,229058,0.4787,643743,3744461,459644,865673,1180988,1995187,148100,779,1980,2.579,0.868446416300828,0.32606900277195355,0.6739309972280464,0.33155789407208447,electricity,0.36761137014612344,0.5262885428804424,0.0036145628271964255
2018,Louisiana,LA,West South Central,South,4659978,2276530,2383448,37.3,high school graduate (includes equivalency),758653,47905,137130,843626,260842,0.4936,607116,3948962,447458,826735,1339254,2076136,167300,854,1979,2.682,0.8367563589283168,0.3452044070411347,0.6547955929588654,0.2859798202044567,electricity,0.3296139809580825,0.6436997041249813,0.0028384430296680904
2018,Maine,ME,New England,Northeast,1338404,655734,682670,45.1,bachelor's degree or higher,310050,55602,24865,151541,73727,0.4516,198601,1124688,141753,305799,245326,746592,197500,839,1975,2.347,0.7638804058977327,0.28770644582654603,0.712293554173454,0.3312974154558313,"fuel oil, kerosene, etc.",0.07772655780132455,0.07322196641458022,0.0023215566352859074
2018,Maryland,MD,South Atlantic,South,6042718,2930350,3112368,38.8,bachelor's degree or higher,1700695,83242,160777,528203,208654,0.4543,959008,4984056,668416,985743,1115193,2458779,324800,1371,1977,2.727,0.9012339051212004,0.33090591556160265,0.6690940844383974,0.4366533145109829,utility gas,0.43179244878572703,0.42637035833632303,0.005362070638353562
2018,Massachusetts,MA,New England,Northeast,6902149,3350887,3551262,39.5,bachelor's degree or higher,2152010,79835,180720,663918,301025,0.4875,1199732,5631064,905940,1187722,1570110,2915043,400700,1295,1961,2.63,0.9002591042396287,0.38241980509805684,0.6175801949019432,0.3792393456974734,utility gas,0.5237446719003283,0.16562397353345318,0.0043569813443158426
2018,Michigan,MI,East North Central,North Central,9995915,4926816,5069099,39.8,some college or associate's degree,2031893,56697,265532,1373349,498793,0.4679,1491376,8397153,992199,1939429,2226447,4614552,162500,861,1971,2.526,0.8576056787311097,0.2880585708127372,0.7119414291872628,0.36231014408332596,utility gas,0.7604664196735992,0.10286304418029113,0.004809137968588991
2018,Minnesota,MN,West North Central,North Central,5611179,2793980,2817199,38.2,bachelor's degree or higher,1398128,70315,104622,529077,160758,0.4536,818619,4734945,619394,928689,999370,2455637,235400,969,1977,2.557,0.8936385956067611,0.28549861195414616,0.7145013880458538,0.4173963822828863,utility gas,0.6521805899605004,0.1811445408694289,0.00875799516234577
2018,Mississippi,MS,East South Central,South,2986530,1446829,1539701,37.7,some college or associate's degree,458694,44717,94796,567645,164100,0.4828,374306,2545367,280982,568738,684553,1332631,123300,777,1984,2.694,0.8319107089659478,0.3179013737676231,0.6820986262323769,0.27404735444395334,electricity,0.29752036297051315,0.5722305909095009,0.0034258499228777863
2018,Missouri,MO,West North Central,North Central,6126452,3003165,3123287,38.8,some college or associate's degree,1235894,54478,127857,786330,260185,0.4657,830465,5184277,615487,1166663,911558,2806296,162600,830,1976,2.516,0.8676226599047285,0.33224495093243567,0.6677550490675643,0.35149820261298165,utility gas,0.5005092808215521,0.3705178153824165,0.0027636698776001044
2018,Montana,MT,Mountain,West,1062305,534782,527523,40.1,some college or associate's degree,233405,55328,19003,135114,38358,0.4535,161950,885125,121869,216502,222701,515161,249200,811,1978,2.462,0.8374488752060035,0.32544312863768804,0.674556871362312,0.31872948456890177,utility gas,0.5220793609954082,0.2434165235350157,0.004037819206760914
