year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2007,Ohio,OH,East North Central,North Central,11466917,5589500,5877417,37.8,high school graduate (includes equivalency),1835304,46597,137800,643,NA,1464133,2174637,422394,0.448,NA,NA,NA,NA,NA,5065254,1965,2.545,4505995,3139659,1366336,utility gas,3079544,890364,10176
2007,Oklahoma,OK,West South Central,South,3617316,1792726,1824590,36.1,high school graduate (includes equivalency),533110,41567,103000,588,NA,557030,587290,140480,0.463,NA,NA,NA,NA,NA,1623100,1974,2.584,1399932,955146,444786,utility gas,807314,432776,2042
2007,Oregon,OR,Pacific,West,3747455,1857248,1890207,37.9,some college or associate's degree,720822,48730,257300,743,NA,474189,670855,153862,0.442,NA,NA,NA,NA,NA,1609764,1976,2.546,1471965,950773,521192,electricity,558560,706073,3499
2007,Pennsylvania,PA,Middle Atlantic,Northeast,12432792,6052038,6380754,39.7,high school graduate (includes equivalency),2179259,48576,155000,685,NA,1393026,2210618,386575,0.46,NA,NA,NA,NA,NA,5478158,1959,2.551,4873482,3491156,1382326,utility gas,2507212,897536,7946
2007,Rhode Island,RI,New England,Northeast,1057832,511071,546761,38.3,bachelor's degree or higher,211634,53568,292800,830,NA,122128,186148,28232,0.457,NA,NA,NA,NA,NA,450877,1956,2.628,402538,256033,146505,utility gas,193138,30221,344
2007,South Carolina,SC,South Atlantic,South,4407709,2139763,2267946,37.4,high school graduate (includes equivalency),682349,43329,133900,645,NA,641758,774384,161373,0.459,NA,NA,NA,NA,NA,2022033,1983,2.589,1702564,1192466,510098,electricity,428393,1109402,6717
2007,South Dakota,SD,West North Central,North Central,796215,397797,398418,37.1,high school graduate (includes equivalency),128107,43424,118700,526,NA,100699,125138,22145,0.423,NA,NA,NA,NA,NA,356264,1972,2.545,312912,213029,99883,utility gas,152966,74167,1815
2007,Tennessee,TN,East South Central,South,6156719,3006762,3149957,37.5,high school graduate (includes equivalency),899287,42367,130800,634,NA,953865,1076518,290188,0.471,NA,NA,NA,NA,NA,2724929,1979,2.557,2407765,1683930,723835,electricity,876560,1321271,4361
2007,Texas,TX,West South Central,South,23904380,11915131,11989249,33.2,high school graduate (includes equivalency),3732925,47548,120900,734,NA,3791183,3431383,735491,0.473,NA,NA,NA,NA,NA,9433119,1981,2.9,8244022,5373524,2870498,electricity,3311516,4501714,35660
2007,Utah,UT,Mountain,West,2645330,1334664,1310666,28.4,some college or associate's degree,429400,55109,218700,733,NA,251084,445502,40935,0.409,NA,NA,NA,NA,NA,925295,1980,3.167,835320,599201,236119,utility gas,717474,77882,694
2007,Vermont,VT,New England,Northeast,621254,304942,316312,40.6,bachelor's degree or higher,143741,49907,205400,756,NA,60589,122016,20471,0.428,NA,NA,NA,NA,NA,311420,1971,2.46,252580,183920,68660,"fuel oil, kerosene, etc.",35144,10106,732
2007,Virginia,VA,South Atlantic,South,7712091,3788043,3924048,37,bachelor's degree or higher,1713247,59562,262100,892,NA,742680,1490034,174936,0.456,NA,NA,NA,NA,NA,3273206,1978,2.63,2932234,2038098,894136,electricity,1025385,1388757,6309
2007,Washington,WA,Pacific,West,6468424,3226432,3241992,37.1,some college or associate's degree,1310012,55591,300800,816,NA,725172,1216661,193544,0.444,NA,NA,NA,NA,NA,2744324,1977,2.586,2501509,1652733,848776,electricity,893050,1293198,6062
2007,West Virginia,WV,South Atlantic,South,1812035,888822,923213,40.4,high school graduate (includes equivalency),218395,37060,96000,525,NA,298172,278234,92059,0.454,NA,NA,NA,NA,NA,882631,1971,2.469,733849,549401,184448,utility gas,329156,272404,2101
2007,Wisconsin,WI,East North Central,North Central,5601640,2785178,2816462,38,high school graduate (includes equivalency),946625,50578,168800,673,NA,588287,1079723,135627,0.428,NA,NA,NA,NA,NA,2558278,1970,2.499,2241597,1570851,670746,utility gas,1487091,281838,5374
2007,Wyoming,WY,Mountain,West,522830,266763,256067,36.9,some college or associate's degree,79926,51731,172300,636,NA,44064,88697,8795,0.437,NA,NA,NA,NA,NA,242344,1975,2.536,206136,142770,63366,utility gas,125090,42412,430
