year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2015,Idaho,ID,Mountain,West,1654930,826819,828111,35.8,some college or associate's degree,276912,48275,176300,770,42149,245551,269192,68443,0.4525,215699,1416548,162525,273459,283915,692482,1986,2.77,597421,411958,185463,utility gas,307083,201596,1901
2015,Illinois,IL,East North Central,North Central,12859995,6310435,6549560,37.7,bachelor's degree or higher,2853540,59588,180300,936,460831,1703258,2013018,648931,0.4817,1613379,11066481,1210524,1948739,2569015,5317618,1968,2.682,4794523,3129641,1664882,utility gas,3764432,749605,31029
2015,Indiana,IN,East North Central,North Central,6619680,3253089,3366591,37.5,high school graduate (includes equivalency),1088120,50532,131000,758,192637,933181,1136967,290205,0.4519,854185,5666082,631200,1091160,1096192,2841450,1973,2.632,2515143,1714880,800263,utility gas,1517830,726852,7908
2015,Iowa,IA,West North Central,North Central,3123899,1549289,1574610,38.1,some college or associate's degree,556591,54736,136100,718,69428,367414,527408,140748,0.4393,450171,2630240,343588,535749,565844,1369379,1968,2.505,1247249,881480,365769,utility gas,758106,283022,7420
2015,Kansas,KS,West North Central,North Central,2911641,1449224,1462417,36.2,some college or associate's degree,599063,53906,141200,782,69132,368879,444283,94062,0.4596,369290,2480869,279905,457964,396208,1253889,1973,2.619,1111582,738336,373246,utility gas,731194,265326,2311
2015,Kentucky,KY,East South Central,South,4425092,2174892,2250200,38.8,high school graduate (includes equivalency),696174,45215,130000,702,133812,794055,659302,283701,0.4781,599765,3742946,438430,826296,1135703,1957133,1979,2.578,1716168,1138253,577915,electricity,643384,889890,5215
2015,Louisiana,LA,West South Central,South,4670724,2286299,2384425,36.4,high school graduate (includes equivalency),718058,45727,155600,800,155558,889946,587929,259119,0.4909,550385,4017046,406201,766296,1033554,2024737,1979,2.688,1737908,1122294,615614,electricity,599691,1081439,5215
2015,Maine,ME,New England,Northeast,1329328,651030,678298,44.6,high school graduate (includes equivalency),289553,51494,180300,792,36802,172620,240701,86238,0.4523,165561,1149288,117849,288341,264472,729392,1974,2.438,545226,387101,158125,"fuel oil, kerosene, etc.",37624,35138,1526
2015,Maryland,MD,South Atlantic,South,6006401,2912348,3094053,38.3,bachelor's degree or higher,1591614,75847,299800,1278,175802,570776,1061376,242975,0.4524,868120,5040402,630780,903929,1058099,2434465,1977,2.758,2177934,1436159,741775,utility gas,968764,883862,10941
2015,Massachusetts,MA,New England,Northeast,6794422,3297384,3497038,39.4,bachelor's degree or higher,1951689,70628,352100,1164,217480,752071,1105274,312390,0.4848,1044011,5674079,788360,1105145,1588582,2845805,1959,2.654,2559951,1579953,979998,utility gas,1306073,403279,16482
2015,Michigan,MI,East North Central,North Central,9922576,4877067,5045509,39.7,some college or associate's degree,1870473,51084,137500,803,349396,1529645,1648618,580043,0.4667,1341333,8469467,896430,1820177,2209107,4550324,1970,2.572,3858532,2717217,1141315,utility gas,2958300,356677,18976
2015,Minnesota,MN,West North Central,North Central,5489594,2730030,2759564,37.9,bachelor's degree or higher,1284007,63488,200000,888,126360,546431,1011325,186638,0.4492,725009,4706885,545592,859882,987625,2397081,1976,2.557,2147262,1523273,623989,utility gas,1420349,366326,16564
2015,Mississippi,MS,East South Central,South,2992333,1448495,1543838,37,some college or associate's degree,406599,40593,112700,724,117629,637128,368624,201103,0.4759,353038,2574530,265304,542534,750863,1300932,1982,2.71,1104371,744203,360168,electricity,338181,614013,3481
2015,Missouri,MO,West North Central,North Central,6083672,2983645,3100027,38.4,high school graduate (includes equivalency),1140860,50238,147800,763,162229,875495,978669,287436,0.4634,797788,5171604,604000,1080293,886711,2746644,1976,2.562,2374180,1570137,804043,utility gas,1212347,840114,7634
2015,Montana,MT,Mountain,West,1032949,519026,513923,39.9,high school graduate (includes equivalency),216174,49509,209500,763,23334,147287,156863,37798,0.4623,138994,878464,106258,195834,152053,494222,1977,2.49,414804,276490,138314,utility gas,224376,98131,1609
2015,Nebraska,NE,West North Central,North Central,1896190,942589,953601,36.1,some college or associate's degree,372288,54996,141600,750,32754,231321,302527,64374,0.4473,242972,1623516,188490,296217,238263,820925,1972,2.548,744159,490394,253765,utility gas,440046,224922,3106
2015,Nevada,NV,Mountain,West,2890845,1447456,1443389,37.8,some college or associate's degree,463681,52431,221400,980,115018,418243,383713,136603,0.4548,366150,2489824,275497,464377,532581,1209864,1994,2.774,1042065,562960,479105,utility gas,622936,361369,4323
2015,New Hampshire,NH,New England,Northeast,1330608,657716,672892,42.8,bachelor's degree or higher,334313,70303,244500,1017,31658,106046,245829,40201,0.4347,170763,1143486,120070,239242,168411,622604,1977,2.571,517615,366739,150876,"fuel oil, kerosene, etc.",103292,46002,3075
2015,New Jersey,NJ,Middle Atlantic,Northeast,8958013,4374892,4583121,39.6,bachelor's degree or higher,2318073,72222,322600,1214,309500,946114,1355695,301208,0.4832,1144804,7705611,828472,1419936,1540479,3593722,1967,2.81,3187963,2009034,1178929,utility gas,2398744,385792,13402
2015,New Mexico,NM,Mountain,West,2085109,1035143,1049966,37.4,some college or associate's degree,364462,45382,164100,783,70505,417834,287452,133347,0.4795,247378,1802800,183486,377255,637216,914979,1982,2.737,761797,513843,247954,utility gas,507367,134640,1579
2015,New York,NY,Middle Atlantic,Northeast,19795791,9616592,10179199,38.3,bachelor's degree or higher,4778463,60850,293500,1173,654885,2970032,2384448,1108303,0.5138,2882422,16674030,2202339,3202195,5040049,8207161,1956,2.737,7233694,3838902,3394792,utility gas,4202413,808370,66585
2015,North Carolina,NC,South Atlantic,South,10042802,4896006,5146796,38.4,some college or associate's degree,1991057,47830,160100,827,335787,1607835,1565959,547385,0.4776,1306872,8548740,968963,1742402,1851499,4491090,1987,2.613,3843745,2455141,1388604,electricity,934170,2407444,13552
2015,North Dakota,ND,West North Central,North Central,756928,388152,368776,34.9,some college or associate's degree,143403,60557,180900,775,10886,80170,101178,21614,0.4664,104529,636018,82341,113885,73639,362889,1978,2.415,313475,193342,120133,utility gas,130987,123653,3593
2015,Ohio,OH,East North Central,North Central,11613423,5683951,5929472,39.3,high school graduate (includes equivalency),2115116,51075,136400,746,373897,1674415,1918802,660784,0.4637,1397761,10044268,958737,2037039,2365660,5156546,1968,2.521,4606655,3013093,1593562,utility gas,3040522,1071606,18086
2015,Oklahoma,OK,West South Central,South,3911338,1939555,1971783,36.3,high school graduate (includes equivalency),630004,48568,126800,759,101088,610828,532396,191054,0.4702,582161,3248168,451707,674906,670024,1711515,1977,2.668,1465951,957858,508093,utility gas,770876,555238,3543
2015,Oregon,OR,Pacific,West,4028977,1992162,2036815,39.1,some college or associate's degree,901667,54148,264100,943,137739,607029,626571,288816,0.4622,601678,3389455,452758,730541,959357,1718509,1978,2.594,1553205,948891,604314,electricity,595662,774393,6742
2015,Pennsylvania,PA,Middle Atlantic,Northeast,12802503,6262246,6540257,40.7,high school graduate (includes equivalency),2641023,55702,170600,868,408542,1629995,2063338,658030,0.4685,1824051,10775366,1351545,2375223,2334093,5603051,1962,2.583,4956037,3405756,1550281,utility gas,2549385,1103995,18609
2015,Rhode Island,RI,New England,Northeast,1056298,511773,544525,39.7,bachelor's degree or higher,238818,58073,241000,938,34758,141035,166697,66173,0.4732,142137,899131,105060,185366,231021,462555,1959,2.592,407484,240618,166866,utility gas,216129,43085,1453
2015,South Carolina,SC,South Atlantic,South,4896146,2385096,2511050,39,some college or associate's degree,890241,47238,148600,819,170589,790715,742852,267132,0.4698,677661,4123640,501672,917926,942024,2210150,1986,2.635,1857768,1265627,592141,electricity,410455,1322225,7722
2015,South Dakota,SD,West North Central,North Central,858469,431540,426929,36.9,some college or associate's degree,154885,53017,152800,675,18144,114071,127098,36111,0.4436,100628,740735,76178,144047,121406,380307,1976,2.529,339437,231452,107985,utility gas,162018,101989,2385
2015,Tennessee,TN,East South Central,South,6600299,3214689,3385610,38.7,high school graduate (includes equivalency),1151080,47275,150600,785,199471,1077900,992453,405730,0.4789,864409,5631891,645728,1184277,1313292,2892407,1982,2.609,2530260,1665498,864762,electricity,825190,1533971,8060
2015,Texas,TX,West South Central,South,27469114,13625413,13843701,34.4,some college or associate's degree,4955374,55653,152000,932,743232,4255517,3334400,1176485,0.4823,3186331,23804104,2473761,3536449,4731762,10588236,1986,2.916,9421412,5752826,3668586,electricity,3390924,5637227,39592
2015,Utah,UT,Mountain,West,2995919,1506383,1489536,30.6,some college or associate's degree,554712,62912,234600,925,58198,331854,451431,70588,0.4252,351307,2619696,269980,336762,328742,1038065,1986,3.218,930980,641215,289765,utility gas,780746,111094,2061
2015,Vermont,VT,New England,Northeast,626042,308552,317490,43.1,bachelor's degree or higher,162072,56990,223700,923,12848,61314,113269,30145,0.4452,81888,538219,55946,124369,160307,326874,1973,2.456,254865,180212,74653,"fuel oil, kerosene, etc.",45256,12610,620
2015,Virginia,VA,South Atlantic,South,8382993,4126326,4256667,37.8,bachelor's degree or higher,2102044,66262,257800,1144,236298,909346,1398239,285778,0.4681,1264409,6898108,950451,1297840,979013,3468952,1981,2.698,3106895,2019869,1087026,electricity,1029797,1687103,11857
2015,Washington,WA,Pacific,West,7170351,3585221,3585130,37.5,bachelor's degree or higher,1670893,64129,284000,1080,215453,857801,1170191,366175,0.4561,987507,6079305,733398,1146575,1470248,2991584,1981,2.628,2728573,1703269,1025304,electricity,947344,1502485,12990
2015,West Virginia,WV,South Atlantic,South,1844128,908559,935569,42.2,high school graduate (includes equivalency),254414,42019,112100,675,58270,321583,246761,123212,0.4581,210481,1605024,141624,403416,486989,885539,1974,2.511,734536,531151,203385,electricity,305996,319204,1300
2015,Wisconsin,WI,East North Central,North Central,5771337,2868297,2903040,39.4,some college or associate's degree,1112458,55638,168300,792,131766,677964,1003999,282870,0.441,725640,4973355,525669,985843,991741,2656669,1972,2.488,2319538,1549143,770395,utility gas,1515108,361243,11660
2015,Wyoming,WY,Mountain,West,586107,295102,291005,36.5,some college or associate's degree,102034,60214,212500,815,15041,63425,90726,10666,0.4374,78169,498388,61698,89168,68938,269469,1979,2.56,228937,155575,73362,utility gas,135634,53623,761
