year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2012,Illinois,IL,East North Central,North Central,12875255,6316653,6558602,37,bachelor's degree or higher,2707353,55137,170600,868,682518,1850562,2153509,613928,0.4716,1199661,11498710,788579,1813880,2274387,5290149,1967,2.699,4770194,3177104,1593090,utility gas,3807461,699492,18721
2012,Indiana,IN,East North Central,North Central,6537334,3217145,3320189,37.3,high school graduate (includes equivalency),1002109,46974,122700,715,288609,990325,1170188,316634,0.4417,652438,5784704,430474,1007393,987795,2808430,1972,2.636,2480077,1720780,759297,utility gas,1510771,690543,5456
2012,Iowa,IA,West North Central,North Central,3074186,1524107,1550079,38,some college or associate's degree,536320,50957,126300,661,87916,377484,545782,152621,0.4328,316589,2712275,211584,504709,482696,1345711,1966,2.505,1227048,882584,344464,utility gas,784644,233255,5192
2012,Kansas,KS,West North Central,North Central,2885905,1434617,1451288,36,some college or associate's degree,566242,50241,130100,711,97003,391734,461942,110536,0.4496,253787,2571629,165963,433408,370656,1238703,1972,2.591,1113911,739191,374720,utility gas,760179,244889,1351
2012,Kentucky,KY,East South Central,South,4380415,2154939,2225476,38.4,high school graduate (includes equivalency),639145,41724,120800,636,191844,823197,696216,310680,0.4667,429103,3863615,272746,750673,800940,1937321,1978,2.566,1707004,1144309,562695,electricity,655998,860605,3131
2012,Louisiana,LA,West South Central,South,4601893,2248888,2353005,36,high school graduate (includes equivalency),660068,42944,139500,747,193512,891981,626821,302676,0.4859,418285,4080599,269926,693125,992829,1987059,1978,2.676,1719473,1130134,589339,electricity,601692,1061773,4057
2012,Maine,ME,New England,Northeast,1329192,650714,678478,43.5,high school graduate (includes equivalency),264729,46709,172300,744,53326,189786,252865,98551,0.445,137850,1177853,88063,262009,310660,724187,1973,2.397,554543,396014,158529,"fuel oil, kerosene, etc.",28621,23260,942
2012,Maryland,MD,South Atlantic,South,5884563,2849291,3035272,38.1,bachelor's degree or higher,1466987,71122,279900,1170,264281,590803,1077903,239685,0.4473,607067,5181129,378542,809350,874695,2395635,1975,2.727,2157717,1433937,723780,utility gas,964693,860277,5526
2012,Massachusetts,MA,New England,Northeast,6646144,3219753,3426391,39.5,bachelor's degree or higher,1789945,65339,323800,1036,308598,762645,1121921,325306,0.4813,759870,5806981,503222,1024696,1413336,2810394,1958,2.635,2522394,1570055,952339,utility gas,1249253,365060,4985
2012,Michigan,MI,East North Central,North Central,9883360,4851429,5031931,39.5,some college or associate's degree,1723403,46859,115700,748,544045,1685178,1726769,679475,0.4624,1067137,8705413,622704,1683264,1917637,4525081,1969,2.588,3819068,2713964,1105104,utility gas,2942881,321209,12634
2012,Minnesota,MN,West North Central,North Central,5379139,2670741,2708398,37.6,bachelor's degree or higher,1195340,58906,178400,813,186027,598371,1036410,193271,0.4441,515940,4803843,351104,787735,773412,2361074,1975,2.547,2111943,1508810,603133,utility gas,1402952,346867,11343
2012,Mississippi,MS,East South Central,South,2984926,1442072,1542854,36.2,some college or associate's degree,395016,37095,99800,666,152580,698252,393597,211144,0.487,275577,2642828,186699,505639,708038,1283897,1982,2.737,1090521,743611,346910,electricity,331549,600806,2546
2012,Missouri,MO,West North Central,North Central,6021988,2953591,3068397,38.2,high school graduate (includes equivalency),1062670,45321,135000,706,259942,947792,1021044,346528,0.4608,615343,5293426,410149,1012530,914151,2720087,1975,2.553,2359135,1591686,767449,utility gas,1221514,808932,4064
2012,Montana,MT,Mountain,West,1005141,503458,501683,40.2,some college or associate's degree,201929,45076,184800,681,37280,152199,158858,48819,0.4502,105010,884813,71786,176203,147053,486161,1976,2.458,408938,274196,134742,utility gas,221497,86337,1246
2012,Nebraska,NE,West North Central,North Central,1855525,923099,932426,36.3,some college or associate's degree,349662,50723,128300,692,53727,233973,307101,67983,0.4339,171497,1655335,116844,275142,238549,804274,1970,2.529,733570,486642,246928,utility gas,462920,190063,1459
2012,Nevada,NV,Mountain,West,2758931,1391864,1367067,36.8,some college or associate's degree,411797,49760,150700,944,172282,446840,395852,126482,0.4516,230415,2493550,155167,389445,341554,1182842,1993,2.741,1006605,552324,454281,utility gas,627705,321747,3472
2012,New Hampshire,NH,New England,Northeast,1320718,648288,672430,41.9,bachelor's degree or higher,317891,63280,236000,967,47922,128466,252163,42991,0.4298,121698,1184328,76994,213376,151644,617005,1976,2.544,519137,367863,151274,"fuel oil, kerosene, etc.",104858,39257,4603
2012,New Jersey,NJ,Middle Atlantic,Northeast,8864590,4321436,4543154,39.4,bachelor's degree or higher,2192183,69667,311600,1148,471538,934943,1459810,296880,0.4718,880105,7876437,563331,1333720,1240399,3574763,1966,2.771,3198799,2081481,1117318,utility gas,2368222,377997,8240
2012,New Mexico,NM,Mountain,West,2085538,1034877,1050661,36.8,some college or associate's degree,355288,42558,157500,753,99454,426245,302540,126168,0.4713,210654,1841151,142003,339163,483051,906838,1981,2.726,764996,518106,246890,utility gas,514107,123471,1197
2012,New York,NY,Middle Atlantic,Northeast,19570261,9485872,10084389,38.1,bachelor's degree or higher,4443762,56448,280900,1079,927351,3025016,2500901,1125632,0.5009,2054358,17262370,1376725,3003220,4348454,8123585,1955,2.703,7238922,3883893,3355029,utility gas,4044389,775390,42097
2012,North Carolina,NC,South Atlantic,South,9752073,4751047,5001026,37.8,some college or associate's degree,1775858,45150,150100,756,516566,1713132,1611485,572468,0.4691,944448,8608081,608742,1562379,1706109,4375400,1985,2.614,3731325,2441626,1289699,electricity,919136,2266804,11158
2012,North Dakota,ND,West North Central,North Central,699628,357591,342037,36.2,some college or associate's degree,127875,53585,142500,644,13065,75703,101259,22396,0.4597,69088,615688,46699,104367,63849,329249,1975,2.405,290944,189193,101751,utility gas,119677,111749,2008
2012,Ohio,OH,East North Central,North Central,11544225,5642634,5901591,39.3,high school graduate (includes equivalency),1961312,46829,127600,700,527315,1824628,1990839,713830,0.4615,1108844,10262922,652739,1899646,1980816,5128846,1966,2.535,4554672,3019382,1535290,utility gas,3034608,1015239,14905
2012,Oklahoma,OK,West South Central,South,3814820,1889807,1925013,36.3,high school graduate (includes equivalency),591307,44312,114300,686,123635,637429,554903,205425,0.4643,379953,3353105,249996,620791,641791,1677646,1976,2.637,1446667,960369,486298,utility gas,781022,521871,1762
2012,Oregon,OR,Pacific,West,3899353,1932789,1966564,38.9,some college or associate's degree,799454,49161,223900,862,215292,658359,637990,304161,0.4565,424769,3435683,284261,645481,672232,1682531,1977,2.571,1516957,933775,583182,electricity,588282,741186,3928
2012,Pennsylvania,PA,Middle Atlantic,Northeast,12763536,6229333,6534203,40.5,high school graduate (includes equivalency),2435534,51230,163800,798,576117,1693285,2122249,650665,0.4642,1426612,11132703,960202,2223237,2137234,5572765,1961,2.574,4958249,3416499,1541750,utility gas,2530063,1046982,11269
2012,Rhode Island,RI,New England,Northeast,1050292,506835,543457,39.8,bachelor's degree or higher,223743,54554,234600,878,52997,138907,177131,63753,0.4647,106725,928170,74373,177073,181849,462618,1959,2.543,413083,247790,165293,utility gas,208173,38606,1361
2012,South Carolina,SC,South Atlantic,South,4723723,2295781,2427942,38.3,some college or associate's degree,791022,43107,135500,754,253703,837770,744020,290507,0.4684,527192,4095979,345720,815678,839733,2156768,1985,2.643,1787340,1217692,569648,electricity,413800,1241285,6395
2012,South Dakota,SD,West North Central,North Central,833354,417803,415551,36.7,high school graduate (includes equivalency),142951,48362,134300,651,20915,107846,124577,33587,0.4335,80101,736324,55640,131331,115765,368247,1974,2.574,323765,217200,106565,utility gas,156813,92135,1935
2012,Tennessee,TN,East South Central,South,6456243,3144756,3311487,38.2,high school graduate (includes equivalency),1052804,42764,137800,730,296484,1129330,1023082,439997,0.4732,663509,5691120,433291,1088779,1194899,2834808,1981,2.603,2480090,1654001,826089,electricity,813213,1485761,5413
2012,Texas,TX,West South Central,South,26059203,12945218,13113985,33.9,some college or associate's degree,4384080,50740,129200,831,1015391,4562352,3412384,1278792,0.4767,2145871,23438628,1448248,3130939,4556421,10154835,1984,2.905,8970959,5586856,3384103,electricity,3323361,5240726,38378
2012,Utah,UT,Mountain,West,2855287,1435028,1420259,29.9,some college or associate's degree,504521,57049,199700,851,95806,360017,454508,87948,0.4244,227603,2601398,148314,300580,319643,996777,1984,3.188,895691,623589,272102,utility gas,754905,105231,991
2012,Vermont,VT,New England,Northeast,626011,309184,316827,42.4,bachelor's degree or higher,155505,52977,216900,860,22400,71084,120388,37934,0.4392,58368,561560,35956,112876,147972,324052,1973,2.422,258520,183563,74957,"fuel oil, kerosene, etc.",41601,12532,460
2012,Virginia,VA,South Atlantic,South,8185867,4015045,4170822,37.5,bachelor's degree or higher,1951504,61741,237800,1068,294111,931805,1436421,295261,0.4661,819529,7153937,520142,1178866,865281,3398389,1980,2.694,3038967,2010442,1028525,electricity,1016029,1604379,7005
2012,Washington,WA,Pacific,West,6897012,3441429,3455583,37.5,some college or associate's degree,1471515,57573,243000,954,306984,915278,1163103,397413,0.4498,686591,6106487,452124,1009592,1070674,2914775,1980,2.616,2636817,1643637,993180,electricity,916691,1433146,7658
2012,West Virginia,WV,South Atlantic,South,1855413,911681,943732,41.5,high school graduate (includes equivalency),241684,40196,100400,607,65787,320055,257959,116622,0.4638,170421,1656091,95095,378606,336931,882800,1973,2.502,741544,533758,207786,electricity,305035,323747,1369
2012,Wisconsin,WI,East North Central,North Central,5726398,2842737,2883661,38.8,high school graduate (includes equivalency),1046153,51059,165200,743,223879,737356,1022766,304523,0.4401,537880,5114205,348073,909400,974576,2632625,1972,2.502,2288362,1539778,748584,utility gas,1495819,343453,8228
2012,Wyoming,WY,Mountain,West,576412,292736,283676,36.9,some college or associate's degree,94278,54901,187400,742,17113,71019,88744,15615,0.4166,61662,505420,44015,84030,78874,265207,1977,2.579,223513,154329,69184,utility gas,134357,50489,399
