year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2013,Idaho,ID,Mountain,West,1612136,810879,801257,35.7,some college or associate's degree,269406,46783,159000,725,55466,246550,271460,76343,0.4376,207465,1384707,151441,250377,241415,676192,1983,2.739,588489,408174,180315,utility gas,296247,196590,2479
2013,Illinois,IL,East North Central,North Central,12882135,6326778,6555357,37.2,bachelor's degree or higher,2760102,56210,169600,885,638222,1845393,2070243,645686,0.4824,1506090,11198526,1076518,1862296,2301355,5289653,1967,2.693,4783421,3154027,1629394,utility gas,3757212,734516,27318
2013,Indiana,IN,East North Central,North Central,6570902,3228884,3342018,37.3,high school graduate (includes equivalency),1027219,47529,122200,730,257007,1015127,1144762,326546,0.4554,768715,5702836,539922,1039650,1013318,2809640,1973,2.63,2498395,1712020,786375,utility gas,1504232,717335,8885
2013,Iowa,IA,West North Central,North Central,3090416,1528770,1561646,38,high school graduate (includes equivalency),541509,52229,126900,679,79913,379127,535434,150086,0.4429,378590,2666694,272122,515858,496082,1349607,1966,2.5,1236209,875362,360847,utility gas,775699,249151,7041
2013,Kansas,KS,West North Central,North Central,2893957,1440481,1453476,36,some college or associate's degree,581416,50972,129700,745,87504,393358,444794,113599,0.4589,328746,2507987,243113,441599,388375,1239755,1972,2.598,1113729,735737,377992,utility gas,735134,259854,4363
2013,Kentucky,KY,East South Central,South,4395295,2163067,2232228,38.5,high school graduate (includes equivalency),667026,43399,120900,668,173010,800635,676847,297015,0.4721,554712,3757388,390233,769884,790497,1936634,1978,2.577,1705623,1149308,556315,electricity,645906,868659,6042
2013,Louisiana,LA,West South Central,South,4625470,2256464,2369006,36,high school graduate (includes equivalency),684227,44164,140300,763,174830,888019,615525,297204,0.4914,495775,4027135,355081,710010,986950,1990967,1978,2.677,1728149,1140052,588097,electricity,603059,1068524,6008
2013,Maine,ME,New England,Northeast,1328302,649994,678308,44,high school graduate (includes equivalency),269188,46974,172800,760,47974,180639,236223,98315,0.4532,159150,1155041,110331,269953,295577,723140,1973,2.425,547686,384237,163449,"fuel oil, kerosene, etc.",31836,28747,730
2013,Maryland,MD,South Atlantic,South,5928814,2875157,3053657,38.2,bachelor's degree or higher,1503805,72483,280200,1210,239933,585571,1064385,239645,0.4555,857548,4976491,614831,839026,892239,2404177,1976,2.743,2161680,1436907,724773,utility gas,955665,865922,9990
2013,Massachusetts,MA,New England,Northeast,6692824,3245774,3447050,39.4,bachelor's degree or higher,1855376,66768,327200,1077,286768,770513,1096091,328341,0.4837,974049,5639605,711028,1049367,1431882,2813641,1959,2.639,2536321,1560809,975512,utility gas,1265878,371400,8493
2013,Michigan,MI,East North Central,North Central,9895622,4858138,5037484,39.6,some college or associate's degree,1787387,48273,117500,768,476509,1648436,1668979,646039,0.4641,1275795,8508656,827565,1717407,1922099,4525266,1969,2.582,3832466,2703957,1128509,utility gas,2931318,341965,17868
2013,Minnesota,MN,West North Central,North Central,5420380,2690694,2729686,37.7,bachelor's degree or higher,1216883,60702,180100,832,162880,592422,1024416,195586,0.4462,651502,4711179,472540,800817,779201,2368754,1975,2.557,2119954,1516900,603054,utility gas,1399587,356763,15567
2013,Mississippi,MS,East South Central,South,2991207,1451232,1539975,36.6,some college or associate's degree,393406,37963,97500,708,141506,695915,380070,211825,0.4791,323610,2601601,233551,510856,701236,1283192,1982,2.742,1091002,733101,357901,electricity,338085,602503,3852
2013,Missouri,MO,West North Central,North Central,6044171,2960402,3083769,38.1,high school graduate (includes equivalency),1091005,46931,133200,734,226716,931066,997093,324821,0.4605,741546,5189131,537245,1032371,879277,2719109,1975,2.558,2362853,1582412,780441,utility gas,1205979,822051,6872
2013,Montana,MT,Mountain,West,1015165,507018,508147,39.6,some college or associate's degree,199788,46972,190100,690,33601,163637,153850,43452,0.462,126034,873356,93694,180734,148372,485767,1976,2.499,406288,271719,134569,utility gas,217689,89434,2045
2013,Nebraska,NE,West North Central,North Central,1868516,925274,943242,36.3,some college or associate's degree,356792,51440,132700,714,46652,239433,298441,66301,0.4445,220802,1619857,161172,279401,239516,806888,1971,2.558,730579,482452,248127,utility gas,453769,199699,2301
2013,Nevada,NV,Mountain,West,2790136,1403068,1387068,37.1,some college or associate's degree,422100,51230,165300,952,155437,433576,380750,118435,0.4543,311387,2445820,230334,412184,350778,1186936,1993,2.783,1002571,544455,458116,utility gas,621978,323768,4151
2013,New Hampshire,NH,New England,Northeast,1323459,652662,670797,42.3,bachelor's degree or higher,319445,64230,233300,995,44644,111495,247501,44416,0.4387,146928,1161730,99022,221973,147618,616496,1976,2.549,519246,364255,154991,"fuel oil, kerosene, etc.",101529,42038,4612
2013,New Jersey,NJ,Middle Atlantic,Northeast,8899339,4343749,4555590,39.4,bachelor's degree or higher,2225869,70165,307700,1171,424406,998549,1404337,304679,0.48,1072129,7719523,738037,1356942,1238368,3578260,1966,2.802,3176139,2034223,1141916,utility gas,2354824,388226,12169
2013,New Mexico,NM,Mountain,West,2085287,1034144,1051143,36.9,some college or associate's degree,359368,43872,159200,772,88129,448461,290754,125837,0.4759,231460,1820440,167774,355952,504346,905134,1981,2.767,753507,511693,241814,utility gas,503091,127124,1848
2013,New York,NY,Middle Atlantic,Northeast,19651127,9536179,10114948,38.2,bachelor's degree or higher,4573878,57369,277600,1109,872645,3055645,2425130,1140999,0.5098,2595933,16804136,1908885,3075386,4416161,8126399,1956,2.722,7219356,3873299,3346057,utility gas,4074510,764400,66852
2013,North Carolina,NC,South Atlantic,South,9848060,4795976,5052084,37.9,some college or associate's degree,1864989,45906,154300,778,465380,1715397,1575578,552763,0.4765,1187710,8457610,836452,1619153,1728787,4394515,1986,2.621,3757480,2414717,1342763,electricity,922927,2308910,15576
2013,North Dakota,ND,West North Central,North Central,723393,369155,354238,35.5,some college or associate's degree,126938,55759,155400,690,10399,82398,102470,22804,0.455,86802,621379,63898,105436,72378,339293,1975,2.425,298298,193389,104909,utility gas,123757,114846,2521
2013,Ohio,OH,East North Central,North Central,11570808,5658223,5912585,39.3,high school graduate (includes equivalency),2040566,48081,127000,709,473028,1796942,1950671,703718,0.4652,1327634,10070664,875683,1920962,1976499,5124126,1967,2.535,4564745,3015795,1548950,utility gas,3021993,1049033,17429
2013,Oklahoma,OK,West South Central,South,3850568,1906922,1943646,36.2,high school graduate (includes equivalency),596461,45690,116500,705,113878,626906,545484,207384,0.4619,465453,3304801,339026,632080,666429,1682358,1977,2.661,1447277,948540,498737,utility gas,768448,530472,3074
2013,Oregon,OR,Pacific,West,3930065,1946196,1983869,39.1,some college or associate's degree,831120,50251,229700,887,181042,642138,625278,301792,0.46,490541,3402551,356132,677264,662038,1684107,1977,2.579,1523799,926930,596869,electricity,572046,761368,6429
2013,Pennsylvania,PA,Middle Atlantic,Northeast,12773801,6243308,6530493,40.6,high school graduate (includes equivalency),2527174,52007,164200,828,539153,1690405,2078019,618259,0.4696,1680621,10888754,1190672,2276939,2086242,5565354,1962,2.586,4938894,3405170,1533724,utility gas,2516052,1086074,19185
2013,Rhode Island,RI,New England,Northeast,1051511,512999,538512,39.9,bachelor's degree or higher,233115,55902,232300,918,52282,144446,169107,64824,0.4769,126030,910016,89070,179391,183978,461658,1960,2.588,406366,245409,160957,utility gas,212545,39215,739
2013,South Carolina,SC,South Atlantic,South,4774839,2321179,2453660,38.6,some college or associate's degree,834542,44163,139200,766,217153,860380,732079,278940,0.4665,654689,4023433,470919,844520,869054,2158784,1986,2.66,1794989,1223614,571375,electricity,408997,1254816,8074
2013,South Dakota,SD,West North Central,North Central,844877,424160,420717,36.6,some college or associate's degree,146306,48947,138400,637,18111,115454,126067,41495,0.4427,97026,730013,71092,134411,125267,370207,1975,2.549,331406,222809,108597,utility gas,156501,99973,2288
2013,Tennessee,TN,East South Central,South,6495978,3174148,3321830,38.5,high school graduate (includes equivalency),1082373,44297,140300,748,275941,1126772,1003052,427578,0.4783,790565,5604079,564164,1111273,1242661,2840998,1982,2.609,2490249,1652976,837273,electricity,803897,1503502,8752
2013,Texas,TX,West South Central,South,26448193,13145494,13302699,34,some college or associate's degree,4592151,51704,132000,857,917139,4530039,3334646,1280310,0.4807,2820896,23155666,2098312,3274749,4514127,10256203,1984,2.903,9110853,5634317,3476536,electricity,3320609,5387263,44649
2013,Utah,UT,Mountain,West,2900872,1458758,1442114,30.2,some college or associate's degree,523495,59770,211400,881,77882,361181,442912,80598,0.4259,297517,2576696,215214,312237,320921,1006164,1985,3.225,899475,622572,276903,utility gas,758978,102457,1387
2013,Vermont,VT,New England,Northeast,626630,308672,317958,42.5,bachelor's degree or higher,155817,52578,218300,865,19796,74058,112832,37409,0.4537,72120,548776,48268,117899,151732,323936,1973,2.475,253234,179791,73443,"fuel oil, kerosene, etc.",42192,11779,967
2013,Virginia,VA,South Atlantic,South,8260405,4060533,4199872,37.6,bachelor's degree or higher,2010335,62666,239300,1086,282457,938733,1413887,304551,0.4672,1058268,6995923,746437,1235733,895945,3412577,1981,2.703,3055863,2005192,1050671,electricity,1020268,1625037,10441
2013,Washington,WA,Pacific,West,6971406,3475830,3495576,37.4,some college or associate's degree,1540468,58405,250800,989,277682,967282,1136878,390879,0.4572,877212,5986937,630629,1050356,1075157,2928300,1980,2.636,2644557,1638028,1006529,electricity,923298,1436251,12987
2013,West Virginia,WV,South Atlantic,South,1854304,916834,937470,41.7,high school graduate (includes equivalency),244955,41253,103200,620,69927,332347,257534,119413,0.4647,183542,1641279,117600,389542,357427,879424,1974,2.51,738653,534266,204387,electricity,299536,326536,1811
2013,Wisconsin,WI,East North Central,North Central,5742713,2855502,2887211,39,high school graduate (includes equivalency),1074631,51467,163000,758,199318,755551,1000484,304542,0.4446,690686,4978580,484792,940405,998617,2633420,1972,2.508,2289424,1537926,751498,utility gas,1473766,347831,12355
2013,Wyoming,WY,Mountain,West,582658,297497,285161,36.6,some college or associate's degree,102003,58752,195500,780,15775,62039,91945,13168,0.4183,67252,505958,48699,83814,62780,265471,1977,2.601,224003,154699,69304,utility gas,133356,50094,620
