year,state,total,male 5 to 17,male 18 to 34,male 35 to 64,male 65 to 74,male 75 and older,female 5 to 17,female 18 to 34,female 35 to 64,female 65 to 74,female 75 and older
2014,Missouri,338343,32648,34202,71824,12720,18250,17347,29561,77874,13663,30254
2014,Montana,45221,2618,4313,8993,2975,2448,2575,4066,11075,1803,4355
2014,Nebraska,75154,9115,8429,12812,2805,5455,4297,6439,15118,2952,7732
2014,Nevada,125822,11078,12742,23938,7428,8498,4977,9767,27383,8565,11446
2014,New Hampshire,58988,6549,6940,11622,2239,3877,3337,4905,11868,1880,5771
2014,New Jersey,323581,35768,31274,56473,15205,23373,18443,19602,58214,15413,49816
2014,New Mexico,119272,7131,9929,27777,7331,8891,3267,9244,25075,6861,13766
2014,New York,804312,74830,80050,145789,36093,57783,36659,62188,153104,40987,116829
2014,North Carolina,502868,49669,49622,101271,24286,25947,25022,38498,106942,23449,58162
2014,North Dakota,24424,2711,2427,4671,1678,1444,978,2451,4630,621,2813
2014,Ohio,626460,68690,61229,131202,25090,33644,34280,52304,136213,25000,58808
2014,Oklahoma,212407,21061,21633,40800,9741,13379,13293,16587,45255,10129,20529
2014,Oregon,240500,20435,26311,47051,11080,14916,11577,21965,50160,10616,26389
2014,Pennsylvania,677919,75152,72244,127195,25425,40113,39710,57353,139184,25336,76207
2014,Rhode Island,58150,4209,8023,11816,2590,3536,2557,5995,12952,1853,4619
2014,South Carolina,267640,23864,25712,53324,17183,13673,11626,19002,58012,14693,30551
2014,South Dakota,37657,3804,4404,7706,1401,3501,1031,4150,6543,1513,3604
2014,Tennessee,394498,33231,36041,83863,19265,21557,17755,31083,93149,19873,38681
2014,Texas,1144453,131736,116768,206303,56567,71251,73992,91446,221209,56706,118475
2014,Utah,107116,15887,12805,18752,3984,5562,6865,10677,19312,4293,8979
2014,Vermont,37992,3864,4643,6189,1958,1894,1756,3649,9058,1624,3357
2014,Virginia,342772,34743,35886,65053,13534,22699,16375,28156,71383,16070,38873
2014,Washington,363149,30606,44077,72032,17588,21601,14255,29306,73845,18443,41396
2014,West Virginia,137492,11930,13020,32083,7513,6990,5106,10400,29351,7307,13792
2014,Wisconsin,255249,29653,28312,49965,7941,14232,14467,24274,52936,8607,24862
2014,Wyoming,24143,1926,3528,5156,1233,1699,1237,1425,4587,1289,2063
2015,Alabama,304256,24753,32505,60700,16977,16931,14201,22467,68661,15582,31479
2015,Alaska,30354,2789,4998,4832,1125,2205,1740,2947,5602,1564,2552
2015,Arizona,306601,25804,35178,57124,15978,23743,13294,22948,59216,14192,39124
2015,Arkansas,189009,20300,15394,34497,9293,10960,10751,13823,42533,9611,21847
2015,California,1561544,126521,173384,289139,80045,126790,61556,110195,289653,83893,220368
2015,Colorado,200452,18587,26171,39813,9438,13206,7451,16179,39416,10031,20160
2015,Connecticut,155203,14759,16400,30633,6987,10524,7475,9938,32091,7389,19007
2015,Delaware,41504,4568,4002,8895,1824,2093,2629,3428,8496,1549,4020
2015,Florida,970081,91665,85369,182718,50533,85333,41244,55560,177806,50179,149674
2015,Georgia,473943,47570,43976,94829,21709,24700,26526,34784,100461,25073,54315
2015,Hawaii,54621,3138,4171,9679,2907,6378,1969,3837,7894,2714,11934
2015,Idaho,90706,8990,10428,17706,3571,5911,6080,8766,18294,3528,7432
2015,Illinois,466619,43308,51392,96894,21091,30000,20655,33302,88924,21039,60014
2015,Indiana,336990,36018,36569,65185,14783,19126,17741,31105,69608,15881,30974
2015,Iowa,132818,15013,17076,22156,5830,8208,7749,11879,26363,4948,13596
2015,Kansas,136198,16992,16253,25471,5624,7660,7789,12414,25502,5499,12994
2015,Kentucky,291749,25968,26564,67474,16072,13865,13521,22788,67250,14465,23782
2015,Louisiana,268770,28518,31252,52712,13370,12515,13549,22257,55123,13414,26060
2015,Maine,89070,9600,9022,19266,3269,4037,4283,7666,20859,3524,7544
2015,Maryland,246976,27657,26833,44060,9321,16390,12728,20622,48952,10391,30022
2015,Massachusetts,320924,31994,35608,62489,13401,17036,13713,27657,65825,16444,36757
2015,Michigan,569323,55888,63158,114577,23395,30892,29032,47914,125101,21717,57649
2015,Minnesota,227249,24314,25816,44745,9635,13471,12668,19249,47012,9569,20770
2015,Mississippi,179101,15507,14402,39827,8604,10138,8151,11615,37798,12378,20681
2015,Missouri,333367,33491,36214,68803,15404,16880,15728,23480,74932,15478,32957
2015,Montana,49477,3626,6217,10552,2816,2821,2252,4979,10055,2090,4069
2015,Nebraska,73465,8378,8326,13504,2981,4397,3636,5918,14794,3686,7845
2015,Nevada,144951,13277,14440,29615,7651,9379,8734,11954,30673,7713,11515
2015,New Hampshire,67608,5789,7762,14005,2433,4211,3856,7112,14640,2258,5542
2015,New Jersey,325774,30569,34850,61272,14522,24190,16941,22471,54944,16531,49484
2015,New Mexico,117381,7809,11222,22185,7156,9938,4680,9194,25211,6388,13598
2015,New York,824139,82496,84681,152235,36684,54875,38623,61302,157539,39159,116545
2015,North Carolina,527838,48092,53124,103360,27992,31999,24910,39781,113214,28742,56624
2015,North Dakota,26040,2214,2817,4397,1554,2108,980,3328,4318,855,3469
2015,Ohio,620250,68204,61333,119927,24885,35221,35282,49767,142726,24307,58598
2015,Oklahoma,208732,20080,18363,44069,10860,11600,11278,17429,45641,9139,20273
2015,Oregon,251816,19561,24487,48457,14549,14509,9139,26006,58936,12392,23780
2015,Pennsylvania,684334,74557,70255,125366,26464,40661,35052,58907,145608,31638,75826
2015,Rhode Island,59610,5246,7189,11907,1974,3273,2036,5993,12626,2948,6418
2015,South Carolina,275859,25745,27022,55585,16718,16531,13137,20775,54379,15357,30610
2015,South Dakota,35703,4545,4307,5364,1335,2066,1886,4264,5886,1659,4391
2015,Tennessee,381630,31470,34161,77497,19569,21931,13976,29589,88926,22103,42408
2015,Texas,1153217,133177,122519,204132,56672,71765,73798,92381,220286,58253,120234
2015,Utah,117561,14757,18087,19362,4353,6422,6882,11702,22654,4401,8941
2015,Vermont,38428,4519,4918,6176,1571,2221,1984,4291,7529,1556,3663
2015,Virginia,354068,37000,38625,63722,14230,23802,17207,30548,71834,15825,41275
2015,Washington,362519,29125,39082,76462,17080,23054,14394,33521,72287,18917,38597
2015,West Virginia,135931,12421,12062,29096,8349,9202,4543,9172,30532,5949,14605
2015,Wisconsin,251625,25437,30890,47255,9440,15981,14409,23859,50058,9900,24396
2015,Wyoming,21535,1667,2759,2928,1129,1156,697,3385,4070,845,2899
2016,Alabama,308336,26637,28551,61760,17639,17822,12889,25779,65801,17576,33882
2016,Alaska,32630,3760,3614,5293,1712,1522,1586,3966,6681,1984,2512
2016,Arizona,316978,30495,34351,54638,17315,20666,15748,24917,66773,17222,34853
2016,Arkansas,189645,19853,20266,36228,9016,10520,8475,15708,38379,12388,18812
2016,California,1623974,147628,175696,284054,88094,128279,70092,117652,290259,89659,232561
2016,Colorado,209914,17319,27410,43704,8875,12711,7751,20815,42822,8157,20350
2016,Connecticut,151325,13179,15994,28147,6259,11148,5742,11197,31975,6457,21227
2016,Delaware,44182,4778,5599,7496,2927,2484,1863,3257,7934,2713,5131
2016,Florida,1012049,88266,94010,182012,45428,85942,45230,69110,192316,60553,149182
2016,Georgia,502564,54809,49763,97567,23914,28029,30701,40080,101366,25853,50482
2016,Hawaii,58790,3673,4044,10593,3879,6732,2424,3262,8647,3432,12104
2016,Idaho,89433,9007,10747,15682,4030,5084,5433,9916,17642,2647,9245
2016,Illinois,491726,45295,50290,93355,25085,33188,22647,36686,93910,27469,63801
2016,Indiana,352913,34489,39636,67072,15717,19429,17994,29888,76332,18130,34226
2016,Iowa,132626,14859,14686,24193,7090,8179,8560,13053,24252,4946,12808
2016,Kansas,132541,15221,16122,23727,6578,6727,6605,11926,27372,6439,11824
2016,Kentucky,316440,30881,30702,70923,14633,15178,13293,25267,73045,16326,26192
2016,Louisiana,277108,29461,29727,54160,14192,13442,14714,21313,59939,13752,26408
2016,Maine,84822,9316,7496,17075,3862,4824,4368,8594,18018,3665,7604
2016,Maryland,246212,28873,30683,41860,10273,13780,12926,20114,51301,10588,25814
2016,Massachusetts,329072,33000,36663,60625,15359,18111,17024,33652,66536,14264,33838
2016,Michigan,564379,54695,64015,113861,24369,32807,28425,52422,115382,23642,54761
2016,Minnesota,230294,24727,27981,44239,10047,12516,12830,22045,48781,8572,18556
2016,Mississippi,189526,18033,17170,37218,12464,8881,10722,13719,38946,10789,21584
2016,Missouri,334188,31428,32740,70525,16876,19800,15205,26775,76713,14949,29177
2016,Montana,51806,4479,6556,10578,3215,3365,1956,3942,11483,1726,4506
2016,Nebraska,77864,7367,10529,13797,3871,4807,3597,6780,15928,3301,7887
2016,Nevada,138594,12624,14274,25211,9432,7473,6827,13628,28910,6930,13285
2016,New Hampshire,63046,7511,6866,12696,4108,4119,2916,4773,12890,2618,4549
2016,New Jersey,331320,33560,32978,58485,14924,25003,11960,25428,62789,17367,48826
2016,New Mexico,122276,9998,12835,26784,7476,8087,3712,7225,24303,7763,14093
2016,New York,827992,77653,90042,147861,37457,55673,37863,66542,162448,42545,109908
2016,North Carolina,518085,50067,49660,99103,26692,32626,24047,40056,109543,27595,58696
2016,North Dakota,30069,3289,3836,6420,910,1736,1458,3425,4857,951,3187
2016,Ohio,628840,65587,65677,122590,26854,32436,34068,56422,137170,25337,62699
2016,Oklahoma,224918,19882,22443,42827,11273,11674,10905,18307,53321,12504,21782
2016,Oregon,236786,20048,28386,43521,14157,16639,9575,18737,46448,12478,26797
2016,Pennsylvania,701429,79001,77252,131667,29988,39907,34709,64201,144835,31002,68867
2016,Rhode Island,64084,7655,6767,11874,2054,2669,3124,4937,16396,2416,6192
2016,South Carolina,267956,25884,27015,54837,15995,14229,11760,18057,54235,14430,31514
2016,South Dakota,32545,4175,3649,5634,1551,1879,2084,2889,6748,846,3090
2016,Tennessee,392403,31808,41423,79261,20583,20783,17896,28875,90406,22015,39353
2016,Texas,1196178,141002,132506,207881,64234,71258,75828,98154,218898,61564,124853
2016,Utah,124516,16625,20179,20187,5009,5120,5922,14177,21608,4360,11329
2016,Vermont,36367,3245,5625,8157,1618,1682,1489,3122,7785,869,2775
2016,Virginia,357860,38150,40718,66683,16715,23030,19175,31089,67163,16712,38425
2016,Washington,364324,30758,41253,72752,15461,23860,15233,30935,75754,18858,39460
2016,West Virginia,141320,10770,12995,29226,7971,9161,6616,8909,33651,8026,13995
2016,Wisconsin,255174,27086,30556,46894,10934,14523,14335,21575,52509,10946,25816
2016,Wyoming,26986,3064,2861,5154,1385,1155,1905,2687,4663,1757,2355
2017,Alabama,298127,25585,29759,61787,16159,17823,10231,24757,62128,16291,33607
2017,Alaska,31586,2832,5502,6774,1156,1485,1137,3058,6015,1344,2283
2017,Arizona,321327,31322,38256,57081,18080,23357,14958,23010,61152,17232,36879
2017,Arkansas,207540,19805,23185,39921,9958,11209,12068,17480,44519,10679,18716
2017,California,1584333,144315,173005,274497,79595,123217,66660,125182,268771,99028,230063
2017,Colorado,226361,21132,25588,42785,11120,14054,11319,22032,46711,10185,21435
2017,Connecticut,152364,15115,16693,26472,5403,10399,7778,15178,29608,6583,19135
2017,Delaware,40573,2710,3891,7039,1613,2464,2442,4251,8511,2418,5234
2017,Florida,1040622,94897,103150,177701,54516,88092,47806,71155,192745,62973,147587
2017,Georgia,471103,49081,48061,88813,23944,25896,22694,37582,98120,26744,50168
2017,Hawaii,51069,2876,3766,8977,3739,5989,1325,3573,7948,2665,10211
2017,Idaho,97044,11823,11843,22629,4171,4834,5007,7721,18402,3352,7262
2017,Illinois,488613,43809,56710,89600,27683,32092,22004,42950,90134,28874,54757
2017,Indiana,350409,36733,41872,67436,12699,17973,20955,30547,70575,17485,34134
2017,Iowa,125338,13396,15150,24186,4827,6070,6995,11750,25314,4230,13420
2017,Kansas,135037,12592,16701,23330,6226,7575,6850,13448,26982,7216,14117
2017,Kentucky,297064,26812,33702,63263,14361,15486,12550,25445,66227,12280,26938
2017,Louisiana,266153,28349,27640,49329,12703,13421,15091,24439,50758,17775,26648
2017,Maine,95068,10094,10260,19195,4355,5137,3641,9527,20924,3964,7971
2017,Maryland,248214,23888,30319,42923,10340,14279,15047,23723,47877,11371,28447
2017,Massachusetts,319399,29921,38709,55903,14476,19640,13522,32940,65077,14984,34227
2017,Michigan,544056,48021,59915,104395,24480,30930,28405,48456,117579,25522,56353
2017,Minnesota,244734,27969,31262,46147,9821,12840,13102,23574,45980,11332,22707
2017,Mississippi,188768,14357,20468,36674,12246,10436,8473,15737,38307,11598,20472
2017,Missouri,338913,31250,35588,71485,14977,18546,19058,29075,70806,15734,32394
2017,Montana,50586,4685,5161,10701,3311,3879,1756,4437,9368,2193,5095
2017,Nebraska,80894,9402,10626,13277,4341,4870,4107,8492,15221,3437,7121
2017,Nevada,125434,10899,12954,22319,6275,9251,4639,10334,27239,7307,14217
2017,New Hampshire,66106,7747,7805,11044,2809,3596,3022,7914,12765,3477,5927
2017,New Jersey,334209,35136,33906,62701,15558,23130,15919,26023,61095,14739,46002
2017,New Mexico,122167,9507,15302,27223,5342,8010,4599,10317,21648,7069,13150
2017,New York,831391,84885,91626,147338,37167,56946,39050,69469,150352,45625,108933
2017,North Carolina,507927,49246,53800,97172,25552,33273,22371,41071,99039,29947,56456
2017,North Dakota,27136,3663,2368,5009,1369,1580,1016,2804,5091,1046,3190
2017,Ohio,634608,65402,75330,117880,25768,33317,38134,55051,133563,27739,62424
2017,Oklahoma,234304,25226,25780,45721,12300,13923,11248,21794,46414,10868,21030
2017,Oregon,227306,18378,24374,43280,14117,14570,12021,20898,46756,12591,20321
2017,Pennsylvania,701138,74768,69916,126615,30715,40786,37448,62630,149482,30845,77933
2017,Rhode Island,62713,5953,6888,10146,3615,2197,3081,7247,14648,3206,5732
2017,South Carolina,270222,27282,24535,53958,16747,17826,13330,19216,54780,15823,26725
2017,South Dakota,32960,2887,4976,6733,1467,1494,1796,3804,4795,1215,3793
2017,Tennessee,397334,36399,34209,82814,20726,21427,20550,25884,89598,24457,41270
2017,Texas,1179318,139403,134651,207202,58236,71115,66992,96701,210965,66334,127719
2017,Utah,120822,18150,12860,19136,4564,6111,8685,13442,22157,5011,10706
2017,Vermont,35262,2985,5923,5416,1727,1628,1395,4936,6064,1908,3280
2017,Virginia,353430,35383,39266,61903,16985,21834,16781,32082,73941,16117,39138
2017,Washington,371475,32586,43716,68752,18636,23946,18516,28251,77335,20056,39681
2017,West Virginia,133057,9897,13327,31796,9055,8133,4989,8107,28227,7907,11619
2017,Wisconsin,258194,26454,28513,49629,11895,14975,13835,26133,50438,10165,26157
2017,Wyoming,30511,3235,2851,6346,1300,2005,1664,2947,6121,1482,2560
2018,Alabama,292544,26323,31517,55944,13466,16810,11219,22487,62355,17107,35316
2018,Alaska,31662,1989,3091,6695,1761,2370,1263,3884,6553,1440,2616
2018,Arizona,339050,33378,38447,58292,19519,24227,17113,30607,64118,16541,36808
2018,Arkansas,197938,21602,18644,37941,9440,12177,10529,16398,44752,9824,16631
2018,California,1572424,145764,175136,269403,78327,123311,65691,126687,268078,89510,230517
2018,Colorado,217176,20680,27411,40014,9356,12661,10427,19203,47637,9429,20358
2018,Connecticut,147752,13052,17177,26237,8172,11459,5987,10774,30267,5239,19388
2018,Delaware,49992,4823,6190,8613,2196,2686,2844,4101,10974,2763,4802
2018,Florida,1033779,98842,110584,175521,50152,90309,44874,67676,185614,59051,151156
2018,Georgia,469602,45675,52669,92046,22965,24578,25524,38789,95967,26461,44928
2018,Hawaii,61198,5533,5569,11975,4508,6336,1690,3124,8270,2384,11809
2018,Idaho,94467,9600,13978,17071,5090,6357,4208,8180,17585,3111,9287
2018,Illinois,495195,49219,57355,89890,23454,28279,22542,46101,94072,26533,57750
2018,Indiana,337078,33574,36696,60847,16021,17738,19733,33812,73318,14270,31069
2018,Iowa,136126,15324,15252,24959,5692,7268,6944,13354,28704,5836,12793
2018,Kansas,146489,16582,16204,23822,6825,10464,8675,15853,28823,6946,12295
2018,Kentucky,304359,30768,28555,60043,14157,12720,17084,24745,70249,16131,29907
2018,Louisiana,267843,29206,30121,53041,11519,15682,14340,21671,55030,14232,23001
2018,Maine,90824,8636,10472,17867,4374,4801,4195,8297,20011,4365,7806
2018,Maryland,265976,28772,33946,46286,11119,16566,12153,25777,47328,12920,31109
2018,Massachusetts,320835,33494,42574,52398,12943,17527,15747,29812,63643,15876,36821
2018,Michigan,556185,54984,60950,107622,26864,33217,27064,50943,118255,22933,53353
2018,Minnesota,228538,24691,26623,44242,11709,12820,10748,23126,46468,9147,18964
2018,Mississippi,183211,14196,17830,36659,8943,9388,10223,14041,42951,9422,19558
2018,Missouri,337575,33435,34559,66151,19109,17309,15849,29366,73119,17745,30933
2018,Montana,50979,4730,5224,9239,3075,3903,3057,4635,10213,2011,4892
2018,Nebraska,78833,8380,10555,13862,3239,4666,4684,8872,13128,3006,8441
2018,Nevada,128072,12226,11956,23566,7886,9703,7146,9453,25415,7011,13710
2018,New Hampshire,66704,5632,8486,12959,3116,3468,3461,6444,14974,2393,5771
2018,New Jersey,329406,32405,37959,58744,15428,23685,13345,27057,59084,16190,45509
2018,New Mexico,120425,11233,11438,21162,6472,9167,4584,10905,23924,5998,15542
2018,New York,820267,79563,87873,138331,36673,57589,40325,71805,151959,41729,114420
2018,North Carolina,499752,50189,49738,89639,29379,31441,26174,38498,102668,26290,55736
2018,North Dakota,28082,2853,2948,5927,973,1869,1356,3667,4415,1382,2692
2018,Ohio,638578,64034,71872,119708,28358,34127,36291,59725,135360,28577,60526
2018,Oklahoma,224938,19535,23667,43746,13715,13215,11749,18676,46214,12135,22286
2018,Oregon,231797,22556,29364,44080,10976,12754,7806,21740,47415,11486,23620
2018,Pennsylvania,700777,73789,76200,126199,29644,38217,38980,66361,143150,32618,75619
2018,Rhode Island,64153,4303,7909,12205,3474,2917,2734,9224,13975,2145,5267
2018,South Carolina,255769,22084,24325,51301,15866,15850,9018,19195,51801,14575,31754
2018,South Dakota,32997,3510,3502,7245,1711,1524,1382,4544,5589,1206,2784
2018,Tennessee,401787,35866,38324,77662,19678,21802,18165,32328,94637,22111,41214
2018,Texas,1221455,142882,131149,211694,62813,73807,76634,102383,218035,63296,138762
2018,Utah,120530,13840,15891,21616,4202,5954,8986,13941,21955,4702,9443
2018,Vermont,36703,3990,4213,6273,2413,2092,1753,2609,7849,2509,3002
2018,Virginia,370666,41019,42769,60378,18677,27016,18462,34992,65414,19237,42702
2018,Washington,351697,32298,38092,67689,18628,21918,15126,34253,69457,18236,36000
2018,West Virginia,123306,8849,12358,28042,8061,8237,4912,6124,26495,7080,13148
2018,Wisconsin,244990,26525,26925,45434,10952,15817,12304,23326,49532,11304,22871
2018,Wyoming,23744,2396,3202,3228,1616,1424,1326,2327,5025,1226,1974
2019,Alabama,284282,23145,28530,53949,16477,18497,9319,24490,61897,17469,30509
2019,Alaska,31831,3398,2752,6152,1553,1369,1809,3882,6314,2075,2527
2019,Arizona,346196,33202,42247,64274,18693,27222,16423,30345,62576,15690,35524
2019,Arkansas,200852,20085,18492,42823,9909,10593,10682,16856,42325,11156,17931
2019,California,1581633,145102,172938,265469,82500,122937,69535,134638,264205,95465,228844
2019,Colorado,225484,22445,28348,42406,12699,13611,11523,22084,43381,10109,18878
2019,Connecticut,172806,16074,18468,32427,7734,11685,7329,17196,34023,7479,20391
2019,Delaware,57424,4623,6604,9646,3811,3679,3067,5280,12123,2715,5876
2019,Florida,1071197,98953,103635,174307,58996,86055,49339,74260,196718,65652,163282
2019,Georgia,515076,53525,61473,92234,25187,26521,26676,44099,102633,28917,53811
2019,Hawaii,57067,4954,4819,9919,2917,5731,2181,3708,7681,3116,12041
2019,Idaho,91088,9669,12637,15666,4233,4761,5145,10606,17156,2985,8230
2019,Illinois,525582,50106,62318,96603,25636,34700,26780,47594,96654,27484,57707
2019,Indiana,347077,34794,39914,66806,14706,18358,18059,34076,72348,14107,33909
2019,Iowa,140016,14865,17661,26447,6558,8378,5983,14022,27352,6250,12500
2019,Kansas,148755,17494,20052,22785,4568,7844,6922,16683,30984,6701,14722
2019,Kentucky,316009,28217,36797,60543,14355,17802,16207,30512,69199,17591,24786
2019,Louisiana,277030,30107,27956,51566,12858,13874,15096,25880,55690,16236,27767
2019,Maine,90130,8284,11353,17891,4199,6271,4075,8681,17720,4623,7033
2019,Maryland,260797,26987,32385,43214,10526,16973,16404,25559,44803,13823,30123
2019,Massachusetts,324784,32575,41207,54638,15373,18283,15242,32144,61153,17444,36725
2019,Michigan,563509,49441,69533,105077,27386,33167,26400,54884,117332,27805,52484
2019,Minnesota,246069,26363,33191,44880,11894,14864,13309,25902,46883,9825,18958
2019,Mississippi,180312,16891,18031,36306,9607,9496,8349,13285,37937,11154,19256
2019,Missouri,345053,34317,40837,62954,18588,20813,15170,28699,76778,18812,28085
2019,Montana,52279,3778,7321,9717,3692,4024,2175,4795,8252,3499,5026
2019,Nebraska,83474,10008,9296,16253,2723,4201,4676,8496,16850,3081,7890
2019,Nevada,130009,11402,12901,22404,8509,9863,6700,9038,27143,7295,14754
2019,New Hampshire,69944,5340,8888,13679,2972,4421,3976,7426,13978,2681,6583
2019,New Jersey,341612,36642,37150,61357,17010,22984,20906,26525,59637,17214,42187
2019,New Mexico,128731,10215,13109,25234,7950,9675,6860,9232,26610,6402,13444
2019,New York,829590,77080,94543,147855,38263,57254,38167,78342,154325,41761,102000
2019,North Carolina,525670,48442,55065,98330,27198,33549,26935,43382,109295,26946,56528
2019,North Dakota,29510,2770,4636,5231,1919,1994,1299,2409,4946,1487,2819
2019,Ohio,633880,69152,69868,115585,28634,36167,31500,66341,132601,28342,55690
2019,Oklahoma,220949,19362,23773,42379,11460,14470,11920,20016,45828,11049,20692
2019,Oregon,255110,23292,29654,49307,13441,14513,10702,26483,49452,11245,27021
2019,Pennsylvania,720157,77151,82388,125557,28913,42416,39519,68220,146605,35100,74288
2019,Rhode Island,56933,5449,7465,9875,2365,3539,1471,5327,13188,2628,5626
2019,South Carolina,256308,22532,26404,50683,13909,17989,11371,19643,48994,15298,29485
2019,South Dakota,39274,2961,5573,7677,1756,2107,1755,4598,8325,1622,2900
2019,Tennessee,404895,35665,40795,82816,21758,24107,21843,32461,80505,22384,42561
2019,Texas,1265485,156652,146988,215129,59050,70641,79980,114312,223131,69894,129708
2019,Utah,125090,15212,18819,20175,3918,5721,7345,15514,22455,5162,10769
2019,Vermont,37009,4405,4584,6029,1592,2132,2648,3782,7864,1296,2677
2019,Virginia,365141,39453,43918,62016,16258,23066,20688,31424,66384,18395,43539
2019,Washington,383919,36238,41694,65607,20860,25721,18298,36751,80010,19148,39592
2019,West Virginia,132275,10489,10267,28609,8686,8964,5490,9651,28857,7800,13462
2019,Wisconsin,254146,26849,33586,42113,13150,15069,12836,24466,50547,11167,24363
2019,Wyoming,25066,3235,2688,6050,1395,1370,703,1749,4898,514,2464
