year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2018,Nebraska,NE,West North Central,North Central,1929268,961213,968055,36.7,some college or associate's degree,410730,59566,161800,830,35872,206341,300417,64082,0.4488,341728,1558437,275683,319216,256669,845011,1973,2.52,765490,505666,259824,utility gas,460086,226898,3227
2018,Nevada,NV,Mountain,West,3034392,1522374,1512018,38.2,some college or associate's degree,521834,58646,292200,1108,85276,387327,435070,126476,0.469,444777,2553808,344746,513960,576954,1268717,1994,2.686,1129810,641551,488259,utility gas,646974,417183,6099
2018,New Hampshire,NH,New England,Northeast,1356458,669442,687016,43.1,bachelor's degree or higher,357579,74991,270000,1090,26906,100220,242076,35405,0.453,194180,1145369,139993,265382,185779,638112,1977,2.554,531212,378742,152470,"fuel oil, kerosene, etc.",113986,50260,3211
2018,New Jersey,NJ,Middle Atlantic,Northeast,8908520,4350386,4558134,40,bachelor's degree or higher,2524992,81740,344000,1336,230383,832133,1377645,265127,0.4836,1353974,7450014,992357,1499940,1477410,3628198,1967,2.741,3249567,2078948,1170619,utility gas,2435183,437888,17677
2018,New Mexico,NM,Mountain,West,2095428,1039641,1055787,38.1,some college or associate's degree,391712,47169,174700,830,56803,399456,279825,137059,0.4891,288702,1772016,211480,412556,678987,943232,1982,2.639,794093,525349,268744,utility gas,501370,165963,3455
2018,New York,NY,Middle Atlantic,Northeast,19542209,9491313,10050896,39,bachelor's degree or higher,5091466,67844,325500,1274,499801,2591391,2366391,1072330,0.513,3391530,15911106,2593097,3433989,5053607,8363847,1957,2.653,7367015,3953785,3413230,utility gas,4397917,890554,84803
2018,North Carolina,NC,South Atlantic,South,10383620,5052244,5331376,38.9,bachelor's degree or higher,2266801,53855,180600,900,254808,1417873,1623735,465045,0.4782,1621411,8562310,1228003,1891335,1853305,4684962,1988,2.588,4011462,2612904,1398558,electricity,992077,2552432,18012
2018,North Dakota,ND,West North Central,North Central,760077,391222,368855,35.4,some college or associate's degree,148610,63837,198700,808,11691,78676,106417,22273,0.4427,107153,636640,83048,121498,84242,377661,1980,2.38,319355,199467,119888,utility gas,129563,128042,3666
2018,Ohio,OH,East North Central,North Central,11689442,5732095,5957347,39.5,high school graduate (includes equivalency),2325610,56111,151100,797,292570,1578673,1924876,574291,0.4667,1565602,9951624,1102727,2171835,2392027,5217617,1968,2.495,4685447,3086226,1599221,utility gas,3067626,1137973,19698
2018,Oklahoma,OK,West South Central,South,3943079,1950076,1993003,36.7,some college or associate's degree,668161,51924,140000,808,81669,596949,522069,185838,0.4687,651555,3210026,504369,703580,682996,1743073,1978,2.655,1485310,971990,513320,utility gas,759085,584523,3350
2018,Oregon,OR,Pacific,West,4190713,2079943,2110770,39.6,some college or associate's degree,1002543,63426,341800,1130,106955,516570,667980,241059,0.4582,644382,3506694,480221,797879,919484,1788743,1979,2.555,1639970,1024853,615117,electricity,617243,845916,6540
2018,Pennsylvania,PA,Middle Atlantic,Northeast,12807060,6271620,6535440,40.8,high school graduate (includes equivalency),2862482,60905,186000,927,321234,1517870,2076151,679656,0.4747,2194209,10410102,1665022,2506616,2553334,5713136,1963,2.526,5070931,3478645,1592286,utility gas,2592386,1198450,24797
2018,Rhode Island,RI,New England,Northeast,1057315,515900,541415,40,bachelor's degree or higher,254661,64340,273800,998,30862,131205,171436,62734,0.47,186200,855109,144940,199087,245391,469153,1960,2.601,406573,251354,155219,utility gas,226173,41491,1645
2018,South Carolina,SC,South Atlantic,South,5084127,2468707,2615420,39.7,some college or associate's degree,989335,52306,170800,892,128847,755215,780604,220112,0.4762,799271,4190969,595099,1016848,982931,2318291,1988,2.637,1927991,1335486,592505,electricity,438188,1382708,6661
2018,South Dakota,SD,West North Central,North Central,882235,445271,436964,37.2,some college or associate's degree,170398,56274,171500,734,13845,111626,129323,28102,0.4445,122801,741797,96642,154928,119166,397506,1977,2.554,345449,234487,110962,utility gas,161455,109872,2497
2018,Tennessee,TN,East South Central,South,6770010,3302191,3467819,38.9,high school graduate (includes equivalency),1275425,52375,177500,861,181951,1011016,1010900,337798,0.4778,1029999,5637785,774208,1263326,1372972,2992412,1984,2.601,2603140,1723984,879156,electricity,825532,1627963,8170
2018,Texas,TX,West South Central,South,28701845,14250184,14451661,34.9,bachelor's degree or higher,5600777,60629,186000,1046,694485,4180675,3408366,1166233,0.4822,3885896,24357295,3034141,3868474,4806792,11101498,1987,2.936,9776083,6034082,3742001,electricity,3472727,5927999,40318
2018,Utah,UT,Mountain,West,3161105,1592457,1568648,31,some college or associate's degree,652445,71414,303300,1043,50175,280773,491897,64722,0.4269,399574,2735999,307286,372833,325342,1108739,1989,3.165,998891,703983,294908,utility gas,820514,134529,2095
2018,Vermont,VT,New England,Northeast,626299,308118,318181,43.1,bachelor's degree or higher,172589,60782,233100,969,13128,66013,116755,27163,0.4473,88661,531405,63020,133825,141068,337133,1974,2.396,261373,188798,72575,"fuel oil, kerosene, etc.",47328,14122,527
2018,Virginia,VA,South Atlantic,South,8517685,4190738,4326947,38.3,bachelor's degree or higher,2290457,72577,281700,1215,183221,884647,1419521,251693,0.4754,1270204,7030834,928097,1430606,1000751,3538985,1982,2.682,3175524,2093205,1082319,electricity,1054657,1757556,12944
2018,Washington,WA,Pacific,West,7535591,3766859,3768732,37.7,bachelor's degree or higher,1913104,74073,373100,1316,166229,759013,1233756,320915,0.4574,1150986,6276613,857437,1259647,1545981,3148084,1983,2.602,2895575,1818988,1076587,electricity,1002191,1617610,11312
2018,West Virginia,WV,South Atlantic,South,1805832,894657,911175,42.8,high school graduate (includes equivalency),273103,44097,121300,735,45639,312188,244953,122014,0.4742,234800,1542165,152572,423915,469449,893742,1975,2.458,734703,532674,202029,electricity,295605,332682,1757
2018,Wisconsin,WI,East North Central,North Central,5813568,2891282,2922286,39.6,some college or associate's degree,1198076,60773,188500,847,98228,625826,1003101,238242,0.4483,796492,4944177,584666,1075136,963081,2710718,1973,2.451,2371960,1592440,779520,utility gas,1565341,369997,13685
2018,Wyoming,WY,Mountain,West,577737,292619,285118,38.5,some college or associate's degree,105583,61584,230500,818,11684,62301,94761,11545,0.4555,75640,491368,55704,102183,58394,278615,1980,2.509,230252,161812,68440,utility gas,141898,51421,979
