year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2009,Hawaii,HI,Pacific,West,1295178,654657,640521,37.9,some college or associate's degree,261095,64098,517600,1293,NA,131007,177529,34900,0.425,118376,1113173,66659,190768,180139,515663,1977,2.903,446136,252881,193255,no fuel used,8670,138795,283930
2009,Idaho,ID,Mountain,West,1545801,776454,769347,34.2,some college or associate's degree,230252,44926,171700,694,NA,216115,278102,49288,0.421,127056,1393507,77765,208242,206766,647537,1980,2.768,558466,399498,158968,utility gas,286405,180108,847
2009,Illinois,IL,East North Central,North Central,12910409,6359111,6551298,36.2,bachelor's degree or higher,2581463,53966,202200,828,NA,1677093,2251649,486801,0.469,1031056,11688519,611219,1695625,2141930,5290878,1965,2.714,4757452,3235065,1522387,utility gas,3825613,657962,14822
2009,Indiana,IN,East North Central,North Central,6423113,3159805,3263308,36.8,high school graduate (includes equivalency),944320,45424,123100,687,NA,896972,1223347,267661,0.434,551948,5764312,318813,905115,891248,2809487,1970,2.593,2477548,1744831,732717,utility gas,1546835,634685,6312
2009,Iowa,IA,West North Central,North Central,3007857,1483357,1524500,38,high school graduate (includes equivalency),496918,48044,122000,611,NA,342934,559814,123219,0.431,269790,2686932,160238,465302,424965,1342052,1964,2.452,1226804,884301,342503,utility gas,805013,208422,4942
2009,Kansas,KS,West North Central,North Central,2818747,1397869,1420878,35.9,some college or associate's degree,533004,47817,125500,671,NA,365033,486683,91291,0.444,228981,2527846,136432,394571,328767,1231995,1971,2.551,1104976,749151,355825,utility gas,771405,215458,1326
2009,Kentucky,KY,East South Central,South,4314113,2111522,2202591,37.7,high school graduate (includes equivalency),603567,40072,117800,613,NA,777295,724517,255794,0.464,350894,3874461,182064,688641,763972,1934995,1977,2.546,1694197,1163029,531168,electricity,683931,814408,2846
2009,Louisiana,LA,West South Central,South,4492076,2181738,2310338,35.6,high school graduate (includes equivalency),620131,42492,135400,715,NA,755460,651071,293164,0.473,363253,4028308,221055,642100,876758,1963337,1976,2.661,1688027,1146560,541467,electricity,648445,972920,3374
2009,Maine,ME,New England,Northeast,1318301,642823,675478,42.2,high school graduate (includes equivalency),249275,45734,177500,722,NA,157685,263918,78873,0.432,108516,1192388,63191,234942,282209,704574,1971,2.42,544855,396341,148514,"fuel oil, kerosene, etc.",24414,25521,1215
2009,Maryland,MD,South Atlantic,South,5699478,2765653,2933825,37.7,bachelor's degree or higher,1355268,69272,318600,1108,NA,505286,1102684,147415,0.448,503586,5086182,272426,733131,703399,2341332,1974,2.72,2095122,1436362,658760,utility gas,943504,799508,3666
2009,Massachusetts,MA,New England,Northeast,6593587,3203980,3389607,39,bachelor's degree or higher,1716578,64081,338500,988,NA,654983,1155696,233115,0.468,668298,5827607,414680,945612,1241652,2748475,1957,2.664,2475492,1589421,886071,utility gas,1188213,325953,5326
2009,Michigan,MI,East North Central,North Central,9969727,4903174,5066553,38.5,some college or associate's degree,1628826,45255,132200,716,NA,1576704,1882846,555220,0.453,931447,8903418,493295,1533461,1811742,4541470,1968,2.61,3819736,2795638,1024098,utility gas,2966895,278240,11638
2009,Minnesota,MN,West North Central,North Central,5266215,2615345,2650870,37.5,some college or associate's degree,1098041,55616,200400,757,NA,563006,1096579,131783,0.439,438706,4758014,274208,710463,697089,2331243,1974,2.525,2085767,1537420,548347,utility gas,1414585,294332,10953
2009,Mississippi,MS,East South Central,South,2951996,1434962,1517034,35.1,high school graduate (includes equivalency),365660,36646,98000,644,NA,624360,427313,164624,0.47,243658,2636147,150904,460574,648273,1282015,1980,2.696,1095026,760954,334072,electricity,357279,561530,2133
2009,Missouri,MO,West North Central,North Central,5987580,2928463,3059117,37.6,high school graduate (includes equivalency),999095,45229,139700,668,NA,849009,1078256,293576,0.45,489207,5382267,288673,937197,867681,2682015,1973,2.559,2339684,1616365,723319,utility gas,1268378,721050,3865
2009,Montana,MT,Mountain,West,974989,485597,489392,39.3,some college or associate's degree,177632,42322,176300,627,NA,143028,150921,32887,0.431,96435,861151,62181,154093,115527,441318,1974,2.598,375287,259779,115508,utility gas,217410,68854,1098
2009,Nebraska,NE,West North Central,North Central,1796622,890892,905730,35.8,some college or associate's degree,315465,47357,123300,644,NA,214765,310747,58665,0.44,149166,1613811,91901,252358,215757,789397,1969,2.526,711223,478209,233014,utility gas,457744,175511,1367
2009,Nevada,NV,Mountain,West,2643085,1346479,1296606,35.5,some college or associate's degree,376423,53341,207600,993,NA,321940,440311,65473,0.433,192122,2417919,115791,330597,250949,1138045,1993,2.737,965715,572214,393501,utility gas,616738,290199,2372
2009,New Hampshire,NH,New England,Northeast,1324575,653759,670816,40.4,bachelor's degree or higher,288873,60567,249700,918,NA,109213,257807,35223,0.431,107156,1201573,59829,194522,143569,600087,1975,2.616,506342,367316,139026,"fuel oil, kerosene, etc.",97958,38419,2426
2009,New Jersey,NJ,Middle Atlantic,Northeast,8707740,4267434,4440306,38.7,bachelor's degree or higher,2037481,68342,348300,1108,NA,799099,1488050,174459,0.465,712100,7870570,395809,1239186,1059423,3524954,1965,2.76,3154926,2086551,1068375,utility gas,2318805,332849,9102
2009,New Mexico,NM,Mountain,West,2009671,989014,1020657,35.5,some college or associate's degree,327130,43028,160900,680,NA,353594,310823,79217,0.453,174268,1801562,107956,301214,429713,878066,1980,2.708,742104,514530,227574,utility gas,500125,112317,1560
2009,New York,NY,Middle Atlantic,Northeast,19541453,9497213,10044240,38.1,bachelor's degree or higher,4275463,54659,306000,984,NA,2691757,2579280,891528,0.502,1732806,17531568,1069271,2827256,3853513,8017978,1954,2.719,7187555,3955096,3232459,utility gas,3914867,615279,44214
2009,North Carolina,NC,South Atlantic,South,9380884,4580153,4800731,36.9,some college or associate's degree,1632573,43674,155500,720,NA,1478214,1661351,401614,0.464,764238,8385051,447111,1371555,1484468,4258573,1984,2.573,3646095,2449917,1196178,electricity,927972,2080834,11041
2009,North Dakota,ND,West North Central,North Central,646844,323783,323061,37,some college or associate's degree,108035,47827,116800,564,NA,72342,101911,21168,0.45,52937,577145,30130,97829,59779,315625,1973,2.318,279014,184159,94855,utility gas,115000,103443,2135
2009,Ohio,OH,East North Central,North Central,11542645,5632221,5910424,38.5,high school graduate (includes equivalency),1866776,45395,134600,670,NA,1709971,2108697,569270,0.453,993044,10358861,507526,1754191,1791472,5094314,1965,2.55,4526404,3080013,1446391,utility gas,3081136,924237,11885
2009,Oklahoma,OK,West South Central,South,3687050,1818767,1868283,35.7,high school graduate (includes equivalency),540276,41664,107700,636,NA,577956,572509,172416,0.46,318939,3271368,192229,561843,595353,1650184,1975,2.578,1430019,960901,469118,utility gas,807300,458214,1717
2009,Oregon,OR,Pacific,West,3825657,1895208,1930449,38,some college or associate's degree,754459,48457,257400,819,NA,534594,655589,215791,0.443,345299,3434561,208461,566619,498251,1639539,1976,2.575,1485919,936919,549000,electricity,571780,715634,3048
2009,Pennsylvania,PA,Middle Atlantic,Northeast,12604767,6136100,6468667,39.9,high school graduate (includes equivalency),2271270,49520,164700,738,NA,1516705,2205428,477892,0.46,1237082,11128744,751055,2079931,1934216,5518579,1960,2.564,4916869,3467285,1449584,utility gas,2533032,948324,11705
2009,Rhode Island,RI,New England,Northeast,1053209,510981,542228,39.4,bachelor's degree or higher,217976,54119,267100,890,NA,116378,186002,40499,0.457,92748,942618,58229,165597,162023,452180,1958,2.592,406343,257680,148663,utility gas,206115,31037,343
2009,South Carolina,SC,South Atlantic,South,4561242,2219149,2342093,37.5,high school graduate (includes equivalency),734662,42442,137500,706,NA,753739,769352,214770,0.462,448337,4006007,275346,732233,757803,2084361,1984,2.636,1730232,1213577,516655,electricity,425890,1150871,3819
2009,South Dakota,SD,West North Central,North Central,812383,404042,408341,36.8,some college or associate's degree,131554,45043,126200,562,NA,111305,126093,30705,0.452,67756,725213,40123,122609,108859,364691,1972,2.566,316638,215033,101605,utility gas,157236,80238,1391
2009,Tennessee,TN,East South Central,South,6296254,3073108,3223146,37.7,high school graduate (includes equivalency),969266,41725,137300,682,NA,1052144,1085291,375597,0.467,558756,5629362,328099,1000263,1136286,2780788,1980,2.573,2447066,1692157,754909,electricity,843833,1410250,5116
2009,Texas,TX,West South Central,South,24782302,12366201,12416101,33.1,some college or associate's degree,3917304,48259,125800,788,NA,4150242,3428275,979499,0.474,1737545,22554016,1051702,2792893,3799154,9724258,1982,2.906,8527938,5430700,3097238,electricity,3301943,4812358,36315
2009,Utah,UT,Mountain,West,2784572,1403669,1380903,28.9,some college or associate's degree,448121,55117,224700,793,NA,316217,455691,62314,0.414,207213,2548071,127393,270053,282471,952860,1982,3.226,863122,617106,246016,utility gas,740416,83651,952
2009,Vermont,VT,New England,Northeast,621760,306311,315449,41.5,bachelor's degree or higher,140634,51618,216300,829,NA,68246,121554,28433,0.428,50333,565043,30108,100453,133629,314259,1971,2.47,251736,179447,72289,"fuel oil, kerosene, etc.",37341,10483,858
2009,Virginia,VA,South Atlantic,South,7882590,3871773,4010817,37,bachelor's degree or higher,1770257,59330,252600,989,NA,802578,1475470,232617,0.456,714930,6928853,421616,1060056,789337,3330481,1979,2.653,2971489,2024529,946960,electricity,1008417,1503169,4739
2009,Washington,WA,Pacific,West,6664195,3328548,3335647,36.9,some college or associate's degree,1379728,56548,287200,911,NA,804237,1195537,282907,0.439,558813,5987336,337764,888421,1027059,2814297,1978,2.604,2559288,1645662,913626,electricity,913897,1333640,5724
2009,West Virginia,WV,South Atlantic,South,1819777,893302,926475,40.8,high school graduate (includes equivalency),218270,37435,94500,552,NA,313419,274517,106391,0.463,148652,1644453,74184,353339,335563,893766,1970,2.431,748517,551063,197454,utility gas,322409,303374,1351
2009,Wisconsin,WI,East North Central,North Central,5654774,2810253,2844521,38.4,high school graduate (includes equivalency),965428,49993,170800,708,NA,683408,1074592,192121,0.432,478307,5087748,273187,816162,882869,2584342,1970,2.489,2272274,1567336,704938,utility gas,1496275,297475,7922
2009,Wyoming,WY,Mountain,West,544270,278987,265283,36.7,some college or associate's degree,84564,52664,184000,700,NA,52144,93297,11089,0.415,40371,493345,23478,73054,64011,249404,1976,2.548,213571,151460,62111,utility gas,129712,42567,308
