year,state,total,male 5 and under,male 6 to 18,male 19 to 25,male 26 to 34,male 35 to 44,male 45 to 54,male 55 to 64,male 65 to 74,male 75 and older,female 5 and under,female 6 to 18,female 19 to 25,female 26 to 34,female 35 to 44,female 45 to 54,female 55 to 64,female 65 to 74,female 75 and older
2012,Wyoming,78874,7531,13384,2608,2451,2033,2054,2214,2391,2770,9052,12165,3388,3929,2548,2393,3664,2048,2251
2013,Alabama,911695,94040,152271,27110,17892,21066,24214,33745,22065,15081,89744,151256,38422,42652,37522,37997,39032,32547,35039
2013,Alaska,112412,11879,19031,2335,4371,3697,3293,4472,1939,1507,13102,19044,5485,6237,3129,4024,3284,2251,3332
2013,Arizona,1241502,113511,195045,39601,48192,39150,44357,36976,25743,22021,104346,193162,64081,85235,65604,52620,41690,37148,33020
2013,Arkansas,626626,72200,120032,15016,14976,12920,17315,20414,12415,10576,64272,112274,20321,27705,21113,21971,21953,21567,19586
2013,California,7678033,710328,1206766,257942,239522,233774,254933,244173,182446,169291,676794,1153447,350801,442384,366828,319506,309454,257610,302034
2013,Colorado,749060,77303,117321,22580,30542,23010,23276,24787,15815,12434,72915,115967,34343,49162,34148,27079,28220,18620,21538
2013,Connecticut,611293,45079,88406,21937,25220,25559,25534,19167,10932,9948,45859,80322,29715,47501,35740,31598,23546,19411,25819
2013,Delaware,180148,15688,23976,6705,6193,6708,7836,6682,3029,3182,12999,24110,11774,14667,9926,10709,6969,4598,4397
2013,Florida,3344172,334707,507954,87697,98440,94689,105092,108831,101466,87893,315606,492462,129669,189468,137926,117324,128851,143475,162622
2013,Georgia,1670855,190587,308170,45204,33087,36538,46260,43927,35404,22800,184444,297070,67199,75291,50997,56457,61241,61559,54620
2013,Hawaii,221131,19268,30469,7787,8946,8556,7739,8472,6375,5634,16417,28906,10826,17058,10835,9826,7457,7907,8653
2013,Idaho,241415,28799,45880,7282,5843,5682,6069,8294,5955,3346,25458,41361,10141,11233,8676,7582,6526,6825,6463
2013,Illinois,2301355,224621,399317,57253,64097,71315,70063,56557,36062,32793,211473,387986,113167,177312,129926,84943,67818,56200,60452
2013,Indiana,1013318,109483,163887,22045,30550,31938,33216,30545,19640,13622,104598,161256,45632,63714,44463,42444,40168,29510,26607
2013,Iowa,496082,46596,80313,13742,16646,15870,17985,16331,9776,9925,44335,73702,25714,29465,21953,19592,21389,13719,19029
2013,Kansas,388375,47633,69236,10539,10733,7822,9789,9833,7434,8283,46161,64498,17478,18937,11501,11921,11147,11751,13679
2013,Kentucky,790497,77764,127286,21230,21057,22030,28123,28680,21692,12985,75187,128474,28993,38743,33104,35087,38759,27377,23926
2013,Louisiana,986950,101973,169186,27771,26000,20298,28396,32824,20782,15951,99267,168845,46729,52804,33870,36178,40841,33762,31473
2013,Maine,295577,19485,36229,10572,13429,13430,14156,13020,8307,6280,15557,34356,13226,21190,21189,16239,13380,12380,13152
2013,Maryland,892239,85289,131521,30383,33473,29864,33993,28633,18532,13815,79355,131001,40416,63212,47355,39424,29244,25829,30900
2013,Massachusetts,1431882,81617,153328,58853,77069,70455,70709,72582,34728,29811,84317,139109,71165,111017,96820,93553,80230,50133,56386
2013,Michigan,1922099,167901,286560,64701,68361,67056,75786,76549,40961,28965,159433,275936,108099,130682,100823,90949,75741,54883,48713
2013,Minnesota,779201,66939,105353,27417,39899,32375,33189,26947,14739,13095,60199,96419,41990,63295,43611,38852,31879,19387,23616
2013,Mississippi,701236,66867,120893,18747,17482,14932,19105,24878,16122,11239,72292,117136,29365,35789,28908,24856,29401,25869,27355
2013,Missouri,879277,92376,147602,19752,26549,25211,29735,29254,16964,14515,90632,136453,39373,52638,37135,36470,32603,28229,23786
2013,Montana,148372,18479,26288,4593,4456,3641,4405,5669,3964,2360,15322,22872,6368,4990,4565,5248,6441,4498,4213
2013,Nebraska,239516,27512,39442,5968,5348,4856,6833,5668,5312,6544,30398,40863,9251,12911,8373,7177,6934,6957,9169
2013,Nevada,350778,37114,57461,6175,8776,9395,11764,11163,10925,7094,37590,53899,12013,17532,14877,13922,12401,13915,14762
2013,New Hampshire,147618,15964,25241,4296,4277,3116,6926,3774,3824,2390,15415,23385,6380,8416,5291,6711,4753,3291,4168
2013,New Jersey,1238368,115613,193151,33828,35545,40669,48824,37302,26806,26615,109767,181843,48864,74311,62357,57780,42831,43928,58334
2013,New Mexico,504346,50182,84674,15217,15129,14049,17989,16768,11760,7990,48960,82769,23938,27976,19609,18833,20743,14330,13430
2013,New York,4416161,315119,552063,201035,192696,169075,204776,168656,101795,83870,305119,527710,241066,310770,256142,249767,210716,153463,172323
2013,North Carolina,1728787,187701,306820,55403,40074,42422,44838,52253,39241,24744,179786,291564,75780,83886,69827,60418,63354,55430,55246
2013,North Dakota,72378,8251,10702,1758,2892,870,2058,2143,2392,2710,6441,9073,5047,4943,2094,2471,2591,2827,3115
2013,Ohio,1976499,183351,302985,56678,75670,68181,68864,58858,35693,29276,174582,288510,106490,162831,110895,78379,67085,53004,55167
2013,Oklahoma,666429,81893,127303,15512,16737,13299,15027,14807,11815,8575,78086,114732,30923,35579,21896,20615,22177,21771,15682
2013,Oregon,662038,65221,100863,22065,24460,19722,23622,24530,17001,13643,55849,97617,31309,42681,25819,27148,26308,22045,22135
2013,Pennsylvania,2086242,176671,317018,72806,63601,65089,82025,71599,43918,41734,172596,289968,110856,128685,105044,102855,95511,64820,81446
2013,Rhode Island,183978,14209,27656,5273,7587,5148,7275,6526,4338,3738,12584,23620,7190,13248,11898,10699,8506,6723,7760
2013,South Carolina,869054,93374,141360,22369,22318,20194,25249,27979,20909,12112,92896,137460,45165,50051,34460,31490,32644,30467,28557
2013,South Dakota,125267,13433,24174,3700,3940,3677,2790,3872,2179,2835,12379,20619,4825,6406,4420,4396,3481,2930,5211
2013,Tennessee,1242661,129831,194778,36022,34205,37772,40615,35370,30301,19079,115641,185724,63832,84799,59058,50187,48216,39869,37362
2013,Texas,4514127,563564,875393,103820,85828,84906,106381,106222,94210,69775,549092,842560,166571,171818,139588,136254,141760,138111,138274
2013,Utah,320921,37136,52955,8146,12519,10413,8865,7417,5716,4788,38701,48890,14848,17137,15276,10040,10345,8712,9017
2013,Vermont,151732,9342,20908,5480,9329,6802,8088,7264,3389,2125,8915,17747,7614,10787,8492,8709,8511,3486,4744
2013,Virginia,895945,100279,144306,23190,22789,21570,25742,21350,21498,15423,96718,145937,41052,52101,34494,33662,29004,32137,34693
2013,Washington,1075157,107383,185692,29112,35713,30463,36988,33104,23497,20887,104408,177737,40841,59670,42641,39523,42163,31346,33989
2013,West Virginia,357427,31551,53876,11687,10406,13642,14740,14720,8031,5263,34173,49925,15297,19377,15136,18392,18770,11560,10881
2013,Wisconsin,998617,82536,146173,28097,40115,40219,36649,33237,21859,21439,80188,136591,46238,80549,60161,44908,36354,27864,35440
2013,Wyoming,62780,8714,10902,1242,1216,925,1251,2257,1894,1497,7150,11365,1991,2922,796,2195,2278,2281,1904
2014,Alabama,934052,93818,160584,24174,21992,20936,28838,28188,22292,15624,88759,155182,39259,49575,34098,40752,41265,34141,34575
2014,Alaska,118594,12295,19220,4287,4437,3312,3369,4388,3029,1731,11855,17624,5971,7029,4187,4246,3691,3600,4323
2014,Arizona,1383631,114611,198271,48257,61581,53802,52881,50896,30434,21911,113390,188896,76583,98303,73145,67139,61235,38993,33303
2014,Arkansas,698344,68696,117159,21576,21725,19543,21660,22380,13041,10226,64642,112665,30132,38815,33375,30816,30941,20102,20850
2014,California,8893603,692928,1259104,368496,375803,321565,347583,334021,199282,178235,672259,1222496,453236,569113,451637,421499,418481,292469,315396
2014,Colorado,923438,83468,139850,32185,46844,34071,32530,31887,15411,13371,77711,128871,46327,70925,47952,40917,39267,21402,20449
2014,Connecticut,680260,49756,86850,25729,30950,26236,33855,23177,12665,11293,44469,83341,36164,55859,43000,40049,30832,20786,25249
2014,Delaware,173722,14009,22772,6958,6961,6048,7554,6511,3899,2591,12371,22444,9092,11699,12014,11525,8749,4038,4487
2014,Florida,3574868,330226,560515,99902,104301,95912,116609,121599,106515,97577,308439,534753,142492,196809,161672,135128,139153,153271,169995
2014,Georgia,1771481,198123,325119,43278,39763,39775,45287,49729,41618,26529,182894,318526,66591,88210,63853,55252,66566,64489,55879
2014,Hawaii,240847,19176,33268,10249,12062,10879,7516,9781,6206,4826,18152,31299,9997,18755,13413,10122,9784,6919,8443
2014,Idaho,257682,31182,50242,5461,7629,5866,6574,6719,5908,3860,26990,46834,9558,13457,8546,6870,9076,6691,6219
2014,Illinois,2445295,213543,384244,72842,84209,81065,86770,75904,41512,31251,212331,379753,130686,184619,142826,107210,93722,61191,61617
2014,Indiana,1033490,105941,176669,26749,26230,30579,37923,32548,16656,12196,105088,164320,46649,65694,48957,43816,40617,27791,25067
2014,Iowa,530289,50274,81653,16438,21944,17346,17885,18739,11255,8668,43582,80472,26421,35769,24332,22347,22161,13710,17293
2014,Kansas,403735,49735,70964,10155,10561,9983,11220,12005,7868,6923,47384,67914,14030,18996,13284,12561,12845,12932,14375
2014,Kentucky,1030312,84495,139447,33139,44697,42717,52255,45473,22112,15158,78951,134453,47751,64959,53807,59867,56013,29629,25389
2014,Louisiana,995134,98899,175704,26362,20873,22744,28185,33886,22869,15636,96104,172941,44281,51975,37924,39797,42815,32494,31645
2014,Maine,275250,17001,34964,8432,12224,12336,12379,12104,7960,5705,17799,31257,12377,22692,15600,13804,13692,11889,13035
2014,Maryland,1026767,86211,145552,36425,41867,37602,39911,36869,18788,16405,82537,141239,57777,78869,54134,54126,41325,26452,30678
2014,Massachusetts,1520501,83700,151154,64194,93049,76674,87643,79798,35460,25772,78642,148825,75723,126246,100202,101707,94130,47142,50440
2014,Michigan,2016477,165374,286480,71830,77832,76732,85268,84595,40960,30281,151593,273802,108008,141042,111858,103695,97982,56850,52295
2014,Minnesota,894631,68358,122456,33890,52720,40113,41498,36079,13196,10824,63171,113515,45021,75812,49631,46390,40984,19643,21330
2014,Mississippi,709227,68875,119694,19772,14541,16956,18519,26686,20319,9884,62341,116658,31567,36783,29050,28053,34208,27933,27388
2014,Missouri,851286,87003,138123,19922,21923,23099,32136,33311,17839,12370,79297,137322,36598,47606,35811,37885,38156,27796,25089
2014,Montana,149941,15819,26635,3250,4503,3632,4508,4834,4314,2405,14983,26034,4941,6789,4481,6192,6884,4893,4844
2014,Nebraska,243448,26297,43694,6942,6050,5081,5526,7006,5571,4966,26537,41786,9843,13594,8855,7712,9142,6329,8517
2014,Nevada,460893,44215,68343,13368,17592,15522,15690,18197,14224,6960,42028,66220,18284,31432,21967,17512,21392,15611,12336
2014,New Hampshire,144129,12953,24385,3873,5347,4467,4931,4079,3825,1962,14005,23565,4860,10201,5470,6329,5238,4390,4249
2014,New Jersey,1358919,117610,198545,42669,45857,46519,52294,46895,31578,26790,114949,189222,56681,88981,75272,72462,59301,40752,52542
2014,New Mexico,569340,52655,89221,19487,24921,21285,20591,18652,11967,6271,47758,88864,28566,36415,29645,23579,22860,14532,12071
2014,New York,4745925,334219,558669,213481,246527,195365,214169,196776,109863,89353,309161,529361,255154,348039,280531,275237,247503,162453,180064
2014,North Carolina,1780517,180921,321812,56451,42151,44794,48802,55337,37810,24710,173367,303484,80906,87510,73206,64474,66618,58007,60157
2014,North Dakota,84676,8610,10728,1587,5251,2507,2109,2203,2522,2059,9667,11261,4834,6763,3103,3173,3000,2227,3072
2014,Ohio,2202314,183090,323987,68008,93175,84339,83532,73342,37217,25133,175094,306612,115477,185935,135331,108583,96883,56539,50037
2014,Oklahoma,662792,80294,123331,17750,15529,14466,15891,16660,12634,8266,74349,118842,29929,33484,23358,20291,22320,18064,17334
2014,Oregon,897812,69111,112815,36539,45950,43593,38832,38199,17907,13237,69116,107682,43369,67955,51922,45363,46953,26568,22701
2014,Pennsylvania,2126553,166488,321169,74024,72059,66815,85470,83027,47809,41111,163621,302732,103956,138176,107367,104990,95166,71205,81368
2014,Rhode Island,225341,14823,27608,8506,11875,7866,10133,9676,4478,3380,15408,24259,11466,18868,12483,15420,12466,6783,9843
2014,South Carolina,922282,95635,159803,26030,22464,22778,25495,32703,21858,12368,86671,153840,42544,53812,35835,35267,38631,30568,25980
2014,South Dakota,118349,14342,18255,3800,3394,2630,3060,3485,3119,2458,12604,20069,5097,6472,3499,2937,4173,4290,4665
2014,Tennessee,1289548,124201,198637,40139,43810,36760,41484,44112,29794,18092,109999,185537,65077,89022,70171,55757,53989,44001,38966
2014,Texas,4587739,557233,895232,115617,97987,92451,116129,116313,89654,69939,527201,851221,169770,181208,150246,136050,152287,135308,133893
2014,Utah,310476,37575,53311,7694,12292,10355,8477,6939,5301,4073,33382,51077,13640,18378,13195,8831,10264,7818,7874
2014,Vermont,160694,11174,20022,5420,7195,7252,8616,8190,3584,2086,8645,18544,7895,12727,10457,9975,9374,4353,5185
2014,Virginia,928396,97714,159803,26092,21602,23044,24510,26120,17410,18747,95770,156029,38149,54305,36461,33847,30254,34750,33789
2014,Washington,1301760,111291,190812,48805,65439,46942,49602,48166,24407,19716,106524,180263,61011,90136,63428,61755,62499,37276,33688
2014,West Virginia,455637,32638,61734,16045,21406,21781,21261,21881,8571,5083,33759,54974,22587,33515,29190,24338,24470,12343,10061
2014,Wisconsin,982694,79917,144891,29284,41399,36837,40399,36522,20386,17129,79394,133702,43597,78585,55293,45606,41151,25760,32842
2014,Wyoming,71757,7612,12557,1942,2168,1298,1861,2814,2420,1584,7367,10191,3201,3272,3087,2112,3313,2178,2780
2015,Alabama,961674,86404,165187,29150,26935,22795,27750,38901,23885,12741,89643,161657,40329,51128,39966,36892,43006,33146,32159
2015,Alaska,129679,13427,20469,4670,6062,3811,4509,4039,3368,1968,12463,19323,5584,8143,5763,4705,4580,3709,3086
2015,Arizona,1492423,108263,206515,61143,77847,60670,63856,58747,27844,23096,109318,198185,76453,110114,90366,73923,70410,39028,36645
2015,Arkansas,746044,62124,126703,22550,28246,24056,28022,29042,12551,9843,64985,111525,30147,44832,34898,34983,39434,21066,21037
2015,California,10272415,741628,1346142,467664,526034,419217,444256,418963,220946,185305,700856,1303288,568173,718096,557870,522334,509664,303856,318123
2015,Colorado,1023768,83268,142598,42643,54721,42068,36859,40520,17891,14412,77427,140688,56955,79512,54535,44703,49066,22305,23597
2015,Connecticut,692582,44619,87227,32970,33862,30038,35288,24562,13637,11643,39241,82518,37881,51383,40761,44521,32844,22577,27010
2015,Delaware,191521,13401,26784,8943,9432,7428,8722,7831,2997,2353,13329,25195,10286,16014,11802,9650,9518,4094,3742
2015,Florida,3793653,353321,585117,108151,111447,100683,128481,135738,107948,100887,333458,548247,148976,216063,163766,146046,161730,162955,180639
2015,Georgia,1804786,190019,335567,42028,37101,42087,44633,53540,40620,23693,189211,335781,71449,83302,70029,58578,70502,62830,53816
2015,Hawaii,244713,22127,30292,9830,14135,7844,11354,10792,5772,5378,20145,29544,9980,17530,11548,10037,10675,8379,9351
2015,Idaho,283915,29602,53823,8341,8849,7221,9242,7491,5244,4408,28582,51105,11642,14992,9986,9534,8489,9077,6287
2015,Illinois,2569015,212360,383826,94609,106503,92393,99202,90412,41970,29897,206224,369374,142187,197273,151229,120966,113777,60446,56367
2015,Indiana,1096192,99551,175904,33003,36916,38408,36787,37048,17867,11549,102764,172200,51482,75200,54489,50877,47960,29854,24333
2015,Iowa,565844,47584,82905,21265,23746,20211,19077,21222,12835,8877,46654,79096,30980,37945,31026,25025,25363,16138,15895
2015,Kansas,396208,43219,74437,10382,10662,10902,10494,13014,7645,6242,41447,69797,16298,18925,12955,13014,12960,12055,11760
2015,Kentucky,1135703,81335,135576,47453,56703,51823,55662,51496,22829,12347,75366,140412,60230,83683,69378,72188,59891,32188,27143
2015,Louisiana,1033554,98943,181612,30112,26404,22400,30899,37943,25703,13665,94934,173774,46653,59781,41456,36978,44456,35117,32724
2015,Maine,264472,16075,35082,7342,10770,10475,11588,14534,9362,6910,15385,27631,10819,17518,14022,15246,15822,13670,12221
2015,Maryland,1058099,80716,145201,41244,45975,32985,44394,44431,20490,14916,85375,141729,54340,78712,57651,55616,53997,29213,31114
2015,Massachusetts,1588582,81412,165888,70673,92438,85423,86441,82475,36760,28787,78534,159256,79260,128469,104509,108182,96951,53224,49900
2015,Michigan,2209107,156727,293236,90817,109888,94179,104711,101614,44996,28464,150334,277549,114640,165661,130955,119742,115120,58004,52470
2015,Minnesota,987625,76873,132649,39876,54855,44548,43345,39263,17247,13284,65996,123196,51673,82886,57733,52329,46997,22732,22143
2015,Mississippi,750863,71304,131239,18611,18439,16942,20350,31163,16798,11504,69851,126376,30380,39598,30941,25359,35304,30775,25929
2015,Missouri,886711,85083,147573,21701,22948,26242,31958,33404,18751,12864,87226,142034,33422,52404,39979,36790,39639,28556,26137
2015,Montana,152053,14550,26492,5059,5048,5000,4984,5610,3294,2696,14979,24572,6973,7083,5210,5193,6391,5123,3796
2015,Nebraska,238263,24913,42685,5859,6355,5977,6208,6098,4530,5005,27239,39402,9600,11328,9051,8414,8372,8024,9203
2015,Nevada,532581,49438,72339,18211,23209,20528,22000,21761,12598,8129,42103,71964,22803,40200,27234,23991,28745,15448,11880
2015,New Hampshire,168411,16776,25031,5126,6625,6495,6833,6208,3193,3452,11695,22888,8309,11549,8528,8899,8148,4310,4346
2015,New Jersey,1540479,116604,213139,59905,67436,60747,65426,58510,33095,27125,115144,195949,68834,103450,89262,85607,74342,49995,55909
2015,New Mexico,637216,50109,88409,30635,30845,25662,26839,24246,9658,7741,48718,90410,37659,46741,28791,31467,29547,15099,14640
2015,New York,5040049,334696,582887,232758,256914,210141,243865,226707,113926,88713,321237,561323,262030,372043,301614,296204,275717,171946,187328
2015,North Carolina,1851499,178447,328168,55430,51452,47675,55131,59139,38535,25413,175629,307206,86501,104144,82905,67051,72267,62749,53657
2015,North Dakota,73639,6358,9205,2649,3708,2464,2747,2680,2207,1822,6075,7533,3446,5854,4548,3339,3023,2810,3171
2015,Ohio,2365660,184236,314379,85283,114597,97300,100797,91755,39971,25462,174899,307945,128507,205939,145642,128492,114377,54231,51848
2015,Oklahoma,670024,77565,126973,15520,15281,16555,16210,18415,12503,9710,74744,121288,28339,34818,21724,19887,22305,20357,17830
2015,Oregon,959357,64186,125300,35125,57070,48364,40653,42209,19313,11922,64978,119739,44448,76795,60708,52029,49867,23619,23032
2015,Pennsylvania,2334093,178315,330014,87261,87671,80461,92143,96145,50972,39910,166238,314190,114688,166367,126872,124739,119870,77044,81193
2015,Rhode Island,231021,14598,26282,9507,12469,10815,11382,10873,5784,4455,11470,25609,11273,21079,13482,13366,16068,5533,6976
2015,South Carolina,942024,89892,156719,26841,26326,24072,28117,31758,22199,12832,81747,150779,47180,60687,42069,36788,42865,33540,27613
2015,South Dakota,121406,13246,22881,4396,2568,3301,2073,3651,3271,2298,11892,21454,4152,5792,4371,3470,5171,4002,3417
2015,Tennessee,1313292,117641,200637,44502,45030,39804,41821,47739,29291,21327,111951,192522,64676,98082,67352,52220,57029,43037,38631
2015,Texas,4731762,568507,931344,113313,103683,95417,105639,121622,105100,73429,545390,894882,171425,187770,136843,134720,159384,147800,135494
2015,Utah,328742,37457,58259,9154,14547,10879,8437,8212,5474,5051,35332,52344,9517,21287,14157,10091,10743,8617,9184
2015,Vermont,160307,9650,20102,5629,8937,8161,9160,8580,4020,2248,9465,17907,7265,11445,10204,9021,8965,4062,5486
2015,Virginia,979013,98177,166508,23427,31675,25704,27035,26859,20433,18527,96543,159335,36107,64659,41636,40102,35946,30976,35364
2015,Washington,1470248,117743,206619,58376,76528,58020,61443,61148,27254,21542,110109,198673,70544,111831,76630,66147,72046,38654,36941
2015,West Virginia,486989,31949,58847,18440,25986,24896,24203,21958,8532,5581,31811,56325,21804,37774,33930,30763,29795,14074,10321
2015,Wisconsin,991741,81169,136216,30208,44233,41124,41118,41218,21353,18033,70933,139201,43029,74520,55041,47638,48389,26913,31405
2015,Wyoming,68938,8261,11802,1957,2009,1825,946,1938,2053,1909,7250,9432,3979,3578,2396,1780,2831,2122,2870
2016,Alabama,962146,87724,162148,23784,24649,23532,26611,36869,26405,16228,89600,158510,42049,51526,32937,41431,44175,38598,35370
2016,Alaska,131300,12958,20063,4642,6421,4944,3859,4675,3694,1764,11608,19364,5073,9520,6535,5131,4711,3315,3023
2016,Arizona,1591794,116781,224336,62541,77347,68394,66051,61187,34586,23406,115688,212608,76418,116928,94879,80461,77591,44286,38306
2016,Arkansas,780490,67561,123602,27982,28215,28196,28321,31687,16305,10494,63406,116749,34817,49320,37636,34952,39225,21359,20663
2016,California,10575754,726069,1366668,508752,553754,436173,457808,437436,232961,196492,698558,1305865,568107,748062,587070,550309,528530,333922,339218
2016,Colorado,1055992,77224,153720,41939,59083,44151,45346,43258,18902,13030,74943,143881,56995,83160,56654,46584,50028,23362,23732
2016,Connecticut,723738,44814,91284,32264,33128,32066,32813,29370,15900,11069,44761,87827,40187,54617,46138,40625,38711,21863,26301
2016,Delaware,190072,14587,23666,7376,9984,7928,6492,7891,4226,3176,13802,24465,8492,15942,12527,8410,9755,6180,5173
2016,Florida,3858378,346286,581564,119633,115453,105745,128462,143056,123261,100116,333693,557415,139127,216343,177178,147722,172687,165611,185026
2016,Georgia,1817886,186009,330890,44196,39751,41343,49367,58493,45205,27488,180850,325425,70027,90983,71291,56974,74921,72505,52168
2016,Hawaii,244003,18503,31715,9369,12548,11453,9238,10440,7386,5317,18293,28402,11591,18063,11139,11301,12765,7898,8582
2016,Idaho,293004,32723,55129,8192,9563,7042,6423,6350,8623,5429,31059,50028,10807,15736,10255,8175,9908,9034,8528
2016,Illinois,2550427,194991,376170,93458,110664,95382,99154,102475,42571,32354,189555,367642,131246,193630,147921,124381,122234,67428,59171
2016,Indiana,1182815,105397,189286,41032,46168,41594,42282,41466,21786,12426,97648,170733,58380,80703,62923,57421,56154,31914,25502
2016,Iowa,591254,50568,84369,20980,28633,24180,22652,24149,12601,9271,47046,80924,31139,42479,29215,25197,27577,13428,16846
2016,Kansas,401412,42388,78003,10005,10248,10164,11438,11127,9985,8357,40295,66093,16749,18248,15103,13187,16296,12326,11400
2016,Kentucky,1164508,79269,148802,47434,58913,53813,58807,54824,20080,13545,79888,137419,62625,87211,70749,72384,67719,27879,23147
2016,Louisiana,1165995,104282,193478,39621,42701,31358,35636,41685,24360,14318,98394,181286,58432,78254,54645,47913,54688,34857,30087
2016,Maine,252731,15110,28939,7886,9449,9688,11376,14930,8512,6220,15664,27711,8814,17275,13185,13735,16665,15258,12314
2016,Maryland,1066801,84331,150142,43411,51663,39669,41077,43741,21591,15614,77323,133702,52020,83567,58042,54548,52534,31710,32116
2016,Massachusetts,1583326,87895,158548,69875,96991,76418,85343,79281,40398,28592,80097,152781,82275,129023,101352,104664,96455,55572,57766
2016,Michigan,2239808,156192,281423,94537,114721,95735,105366,103937,44336,29566,151984,272974,121743,181510,127095,123726,119457,60552,54954
2016,Minnesota,989745,74562,131177,39793,58162,45788,43773,42200,18186,11436,66064,123968,51503,80693,60703,48597,49463,21644,22033
2016,Mississippi,718461,63809,127960,18524,19984,17159,20665,25801,15903,10847,65041,123005,29918,37070,29676,26033,32700,28693,25673
2016,Missouri,881618,89075,145612,22559,24033,26448,29751,33535,20307,13692,79999,144286,36273,47745,34213,36573,40208,31370,25939
2016,Montana,202987,17609,30847,6371,9130,7102,7822,8953,5881,4144,14931,27889,9811,12741,8266,10131,10706,5289,5364
2016,Nebraska,243480,24959,43925,6081,6745,3883,5750,7278,6070,6245,24451,43433,9660,12239,9080,7062,8649,9053,8917
2016,Nevada,569183,44409,80948,17118,29614,22774,20558,24707,14204,7728,45863,79234,25336,37777,30709,28412,31595,14894,13303
2016,New Hampshire,181226,14512,26413,7265,8128,7071,8329,8104,4076,4190,12202,23693,7310,13208,9511,8099,10440,4763,3912
2016,New Jersey,1515963,116377,206054,56259,63714,56031,64442,63949,33041,29135,113913,198160,68362,99076,82302,82413,80049,48928,53758
2016,New Mexico,664772,47016,92310,31366,37353,29716,25288,27137,12717,9698,49802,91888,37793,49835,36203,29543,27099,17012,12996
2016,New York,5128346,320800,575173,230940,290826,224477,240484,245801,119283,93264,307560,550462,269805,391398,313668,301424,291133,176198,185650
2016,North Carolina,1865185,171400,332191,62953,50351,43035,52026,58769,42063,26181,171888,310661,83221,108679,87034,64744,76293,65636,58060
2016,North Dakota,85888,8848,10758,2823,4648,3709,3851,3296,1904,1789,7137,10515,4280,6473,3860,2927,3397,2696,2977
2016,Ohio,2444979,182256,326123,94469,127292,108559,99530,100922,39677,25270,175657,315187,131226,205253,154689,126498,121257,59340,51774
2016,Oklahoma,698323,77057,136367,19164,16801,16715,12391,17897,15678,9704,79537,128392,26903,34775,25013,18779,23869,22247,17034
2016,Oregon,946552,65280,113186,43380,60801,46927,38303,44403,19069,12683,63147,112081,48253,74204,56268,45362,55171,24908,23126
2016,Pennsylvania,2506037,183383,333165,98032,119466,96782,104108,111685,56936,43050,167471,324961,119396,182527,138437,138812,127612,81225,78989
2016,Rhode Island,230059,14772,25090,9838,11347,9394,11801,11632,6214,3999,13460,24324,9206,17011,15250,16842,14135,7903,7841
2016,South Carolina,965856,88378,165266,28288,26839,25825,25640,34358,26608,13860,85094,152290,39960,66540,43371,36009,42787,36837,27906
2016,South Dakota,125450,15235,22729,3797,3241,3196,3258,3458,2891,2531,12564,21552,3941,5503,4729,4606,4033,3589,4597
2016,Tennessee,1411072,120534,212204,50813,48354,46581,43820,54435,31501,20020,116632,203835,72538,99141,80524,59900,67444,45623,37173
2016,Texas,4791757,574200,953419,115121,105219,98767,103755,123442,105644,72906,540655,925932,163178,187086,141094,135313,161179,146158,138689
2016,Utah,341562,35543,59544,10512,14139,11576,9272,8996,6217,5203,34760,52455,13267,22058,15423,11348,11054,9010,11185
2016,Vermont,161860,10545,18984,6981,9172,8022,8281,8872,3916,1831,9299,17285,7901,11456,9258,9432,10298,5511,4816
2016,Virginia,950992,87357,163294,27400,28240,24118,23349,32292,22104,16494,88782,155538,37661,63125,42087,36557,38478,33723,30393
2016,Washington,1518991,109691,218987,62541,85729,63684,56705,62290,27953,22258,110125,204367,77583,110071,81597,71429,75678,42483,35820
2016,West Virginia,519950,32224,64958,21062,28056,24882,26905,23788,9393,5267,33541,59930,26794,40951,30679,32300,32703,14926,11591
2016,Wisconsin,1014020,76705,138219,32025,44993,36134,39479,46757,26034,20050,77343,134608,47550,71664,55792,49628,50503,32925,33611
2016,Wyoming,69560,6023,13039,1260,2111,2967,1814,3260,2256,1153,5021,10818,2562,4174,3162,2246,2436,2739,2519
2017,Alabama,982608,90483,181707,19998,26142,24785,30902,40294,26236,12985,86797,170937,34258,49340,40013,31864,47341,37745,30781
2017,Alaska,162609,13675,26858,5258,9164,6867,4659,6108,2981,1315,13823,22135,7678,11895,7863,6414,7873,4839,3204
2017,Arizona,1554419,117048,224228,55319,74011,64858,59157,62972,35883,22842,116061,217697,80474,103055,84208,73096,78878,44277,40355
2017,Arkansas,806358,68862,133732,24315,31288,28509,28959,32859,15273,11369,61827,128565,37462,43836,43736,35075,36782,22803,21106
2017,California,10382702,688484,1424376,451723,512333,431169,445749,436867,240842,198819,646146,1365612,538232,667576,580318,536429,531048,344006,342973
2017,Colorado,1077943,77453,158587,43447,55787,48407,41135,45077,22997,12979,74060,162407,52823,73769,59470,48963,50742,27636,22204
2017,Connecticut,723997,41946,104566,28053,34567,28700,34421,30478,17731,12969,36789,89818,37013,47357,43779,43909,37113,24925,29863
2017,Delaware,175257,11496,26657,4797,8757,7845,6017,8293,2746,2155,14271,24335,5867,12686,9862,7988,11363,5068,5054
2017,Florida,3850108,343443,628569,78783,98736,111667,114811,141215,122191,111493,323360,620469,125065,187686,169882,134350,170559,178491,189338
