year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2006,Kansas,KS,West North Central,North Central,2764075,1371613,1392462,36.3,high school graduate (includes equivalency),505861,45478,114400,609,NA,330976,495047,70750,0.441,NA,NA,NA,NA,NA,1207391,1969,2.54,1088288,761022,327266,utility gas,776204,190645,923
2006,Kentucky,KY,East South Central,South,4206074,2058789,2147285,37.3,high school graduate (includes equivalency),562395,39372,111000,548,NA,693479,727606,209327,0.46,NA,NA,NA,NA,NA,1888336,1975,2.546,1651911,1167081,484830,electricity,703708,722501,2905
2006,Louisiana,LA,West South Central,South,4287768,2078914,2208854,35.6,high school graduate (includes equivalency),554063,39337,114700,618,NA,793223,603964,367263,0.475,NA,NA,NA,NA,NA,1829933,1976,2.74,1564978,1071667,493311,electricity,625463,850585,3929
2006,Maine,ME,New England,Northeast,1321574,645154,676420,41,high school graduate (includes equivalency),238221,43439,170500,636,NA,165956,259926,67317,0.428,NA,NA,NA,NA,NA,691164,1970,2.411,548247,399076,149171,"fuel oil, kerosene, etc.",18838,28850,467
2006,Maryland,MD,South Atlantic,South,5615727,2715872,2899855,37.3,bachelor's degree or higher,1303097,65144,334700,953,NA,428345,1116382,101102,0.433,NA,NA,NA,NA,NA,2300749,1974,2.688,2089031,1450411,638620,utility gas,944064,760362,6350
2006,Massachusetts,MA,New England,Northeast,6437193,3116536,3320657,38.3,bachelor's degree or higher,1608748,59963,370400,933,NA,620188,1144780,158348,0.461,NA,NA,NA,NA,NA,2709208,1956,2.631,2446485,1588359,858126,utility gas,1143554,309458,5719
2006,Michigan,MI,East North Central,North Central,10095643,4968640,5127003,37.3,high school graduate (includes equivalency),1625462,47182,153300,675,NA,1331833,2008547,377514,0.444,NA,NA,NA,NA,NA,4513502,1968,2.609,3869117,2908273,960844,utility gas,3033588,250360,9322
2006,Minnesota,MN,West North Central,North Central,5167101,2567888,2599213,36.8,some college or associate's degree,1030675,54023,208200,701,NA,491633,1118573,101402,0.43,NA,NA,NA,NA,NA,2282837,1973,2.53,2042297,1558206,484091,utility gas,1393613,263765,9887
2006,Mississippi,MS,East South Central,South,2910540,1412001,1498539,35.4,high school graduate (includes equivalency),345362,34473,88600,584,NA,592743,433951,186727,0.471,NA,NA,NA,NA,NA,1241439,1979,2.706,1075521,760318,315203,electricity,370562,487302,2569
2006,Missouri,MO,West North Central,North Central,5842713,2851831,2990882,37.2,high school graduate (includes equivalency),933510,42841,131900,607,NA,769584,1087651,239092,0.449,NA,NA,NA,NA,NA,2622995,1973,2.535,2305027,1628838,676189,utility gas,1279756,652523,4378
2006,Montana,MT,Mountain,West,944632,471157,473475,39.5,high school graduate (includes equivalency),173007,40627,155500,571,NA,125655,155331,28942,0.426,NA,NA,NA,NA,NA,432080,1973,2.538,372190,260137,112053,utility gas,213544,61718,904
2006,Nebraska,NE,West North Central,North Central,1768331,876751,891580,36,some college or associate's degree,305703,45474,119200,593,NA,197037,308112,47769,0.43,NA,NA,NA,NA,NA,774571,1968,2.523,700888,475899,224989,utility gas,456973,154829,2167
2006,Nevada,NV,Mountain,West,2495529,1272447,1223082,35.6,high school graduate (includes equivalency),341416,52998,315200,917,NA,253713,453471,36069,0.434,NA,NA,NA,NA,NA,1065267,1991,2.664,936828,580705,356123,utility gas,589955,286793,1412
2006,New Hampshire,NH,New England,Northeast,1314895,647282,667613,39.3,bachelor's degree or higher,286416,59683,253200,861,NA,102404,258769,23127,0.417,NA,NA,NA,NA,NA,589840,1974,2.606,504503,363652,140851,"fuel oil, kerosene, etc.",97361,39301,2375
2006,New Jersey,NJ,Middle Atlantic,Northeast,8724560,4260169,4464391,38.2,bachelor's degree or higher,1963714,64470,366600,974,NA,741873,1504931,125306,0.458,NA,NA,NA,NA,NA,3472782,1963,2.783,3135490,2110308,1025182,utility gas,2211102,334156,6376
2006,New Mexico,NM,Mountain,West,1954599,963767,990832,35.2,some college or associate's degree,313826,40629,141200,617,NA,353694,314458,63047,0.457,NA,NA,NA,NA,NA,850153,1979,2.692,726033,505915,220118,utility gas,492787,96306,1584
2006,New York,NY,Middle Atlantic,Northeast,19306183,9349093,9957090,37.4,bachelor's degree or higher,4003965,51384,303400,875,NA,2662199,2583675,681594,0.495,NA,NA,NA,NA,NA,7907514,1954,2.724,7088376,3940942,3147434,utility gas,3667109,619590,30867
2006,North Carolina,NC,South Atlantic,South,8856505,4343478,4513027,36.6,high school graduate (includes equivalency),1451078,42625,137200,656,NA,1261078,1590612,304554,0.458,NA,NA,NA,NA,NA,4026558,1982,2.564,3454068,2350798,1103270,electricity,892590,1829376,8603
2006,North Dakota,ND,West North Central,North Central,635867,317246,318621,37.1,some college or associate's degree,104759,41919,99700,497,NA,69356,99022,16975,0.434,NA,NA,NA,NA,NA,306982,1971,2.335,272352,181666,90686,utility gas,113736,92338,2228
2006,Ohio,OH,East North Central,North Central,11478006,5591589,5886417,37.6,high school graduate (includes equivalency),1744806,44532,135200,627,NA,1486363,2164919,417221,0.449,NA,NA,NA,NA,NA,5045356,1964,2.551,4499506,3150239,1349267,utility gas,3083673,861296,9560
2006,Oklahoma,OK,West South Central,South,3579212,1763175,1816037,36.2,high school graduate (includes equivalency),511983,38770,94500,580,NA,587591,570396,145576,0.46,NA,NA,NA,NA,NA,1607416,1974,2.584,1385300,950407,434893,utility gas,814624,410875,1862
2006,Oregon,OR,Pacific,West,3700758,1833458,1867300,37.6,some college or associate's degree,689016,46230,236600,714,NA,480613,665086,154726,0.444,NA,NA,NA,NA,NA,1586600,1976,2.553,1449662,939123,510539,electricity,557720,681095,2864
2006,Pennsylvania,PA,Middle Atlantic,Northeast,12440621,6043132,6397489,39.6,high school graduate (includes equivalency),2145172,46259,145200,664,NA,1448228,2179484,359597,0.455,NA,NA,NA,NA,NA,5453647,1958,2.567,4845603,3475105,1370498,utility gas,2494468,861668,9699
2006,Rhode Island,RI,New England,Northeast,1067610,514651,552959,38.4,bachelor's degree or higher,210956,51814,295700,840,NA,114066,180009,24388,0.442,NA,NA,NA,NA,NA,449574,1955,2.632,405627,255495,150132,utility gas,193063,30796,284
2006,South Carolina,SC,South Atlantic,South,4321249,2102537,2218712,37.1,high school graduate (includes equivalency),647137,41100,122400,640,NA,656154,756519,165344,0.462,NA,NA,NA,NA,NA,1975816,1982,2.608,1656978,1165464,491514,electricity,418131,1062749,4837
2006,South Dakota,SD,West North Central,North Central,781919,392394,389525,37.3,high school graduate (includes equivalency),125537,42791,112600,522,NA,102184,126239,22515,0.439,NA,NA,NA,NA,NA,352289,1971,2.502,312477,216212,96265,utility gas,156395,68033,1711
2006,Tennessee,TN,East South Central,South,6038803,2950108,3088695,37.2,high school graduate (includes equivalency),874288,40315,123100,613,NA,952256,1053410,293017,0.468,NA,NA,NA,NA,NA,2681320,1979,2.543,2375123,1660152,714971,electricity,881283,1270303,5807
2006,Texas,TX,West South Central,South,23507783,11705673,11802110,33.1,high school graduate (includes equivalency),3595521,44922,114000,711,NA,3868689,3368890,797179,0.474,NA,NA,NA,NA,NA,9224920,1980,2.899,8109388,5291045,2818343,electricity,3262428,4385501,35670
2006,Utah,UT,Mountain,West,2550063,1282354,1267709,28.4,some college or associate's degree,410477,51309,188500,697,NA,265432,435186,44709,0.41,NA,NA,NA,NA,NA,901322,1980,3.133,814028,585929,228099,utility gas,692922,80680,795
2006,Vermont,VT,New England,Northeast,623908,306596,317312,40.6,bachelor's degree or higher,138510,47665,193000,716,NA,62281,123706,22717,0.42,NA,NA,NA,NA,NA,309566,1969,2.458,253808,182389,71419,"fuel oil, kerosene, etc.",35293,9221,1289
2006,Virginia,VA,South Atlantic,South,7642884,3757523,3885361,36.9,bachelor's degree or higher,1659956,56277,244200,846,NA,708568,1483836,174266,0.456,NA,NA,NA,NA,NA,3230821,1978,2.631,2905071,2030284,874787,electricity,1015385,1377419,6625
2006,Washington,WA,Pacific,West,6395798,3184373,3211425,36.7,some college or associate's degree,1296339,52583,267600,779,NA,736963,1193804,206900,0.443,NA,NA,NA,NA,NA,2699658,1977,2.587,2471912,1620052,851860,electricity,870882,1281004,6818
2006,West Virginia,WV,South Atlantic,South,1818470,890990,927480,40.7,high school graduate (includes equivalency),208526,35059,89700,499,NA,307020,273458,91642,0.447,NA,NA,NA,NA,NA,877587,1970,2.447,743064,554791,188273,utility gas,335065,270051,983
2006,Wisconsin,WI,East North Central,North Central,5556506,2758587,2797919,37.6,high school graduate (includes equivalency),925501,48772,163500,658,NA,591850,1081631,131453,0.424,NA,NA,NA,NA,NA,2532958,1969,2.492,2230060,1571129,658931,utility gas,1483450,271472,6337
2006,Wyoming,WY,Mountain,West,515004,259215,255789,37.5,some college or associate's degree,77148,47423,148900,601,NA,46774,87345,10320,0.413,NA,NA,NA,NA,NA,239088,1974,2.484,207302,144117,63185,utility gas,131152,41263,636
