year,state,total,male 5 and under,male 6 to 18,male 19 to 25,male 26 to 34,male 35 to 44,male 45 to 54,male 55 to 64,male 65 to 74,male 75 and older,female 5 and under,female 6 to 18,female 19 to 25,female 26 to 34,female 35 to 44,female 45 to 54,female 55 to 64,female 65 to 74,female 75 and older
2017,New Jersey,1492057,1203,5164,4805,5595,9059,21876,44665,330482,228112,1280,2919,3626,4689,11030,22102,49362,400056,346032
2017,New Mexico,395964,233,1347,1297,2603,4662,6255,16834,92531,58315,18,879,1401,2520,3198,7736,15282,106701,74152
2017,New York,3381200,5195,8077,9357,15816,23904,48009,109141,736895,508008,3253,8220,8306,16016,25241,54015,126329,896795,778623
2017,North Carolina,1833434,398,3244,3684,7710,12473,34250,78808,429144,248310,1090,3178,3520,7146,14347,37346,78371,513336,357079
2017,North Dakota,113965,192,157,475,430,576,812,3211,27688,18758,42,325,82,406,622,1086,3134,29232,26737
2017,Ohio,2126769,2450,7176,6321,11744,18085,35407,76892,486778,307362,2419,4019,3826,11005,16399,40118,85833,560362,450573
2017,Oklahoma,693953,3141,5673,2377,4002,7842,12260,27251,154893,97459,2617,4550,1664,4732,6516,13111,31377,176782,137706
2017,Oregon,776064,568,1841,1537,3779,5158,8158,25578,194871,114850,311,574,1448,2759,6190,10100,28874,218616,150852
2017,Pennsylvania,2506222,3780,7021,5887,14729,22304,40946,85993,557833,373018,1934,6625,4940,14070,24325,47558,101125,640466,553668
2017,Rhode Island,188547,338,280,249,897,1115,2795,5281,43429,26649,368,740,770,1261,1028,3197,8386,48802,42962
2017,South Carolina,987111,831,2635,2244,3347,7588,19143,40337,235324,131429,1705,1305,1615,2361,8264,22585,47877,278785,179736
2017,South Dakota,150004,84,380,405,974,984,2060,3746,38781,22634,162,195,559,262,1058,2180,4538,38846,32156
2017,Tennessee,1231668,2327,4080,2481,4912,11168,26796,51133,281139,165102,3083,5972,2633,5034,15576,28014,56247,329605,236366
2017,Texas,3729666,7006,14264,7658,20292,31745,57264,129613,886940,530293,5123,12751,7982,17030,34050,59038,149000,1021053,738564
2017,Utah,356209,302,868,841,2404,1594,4573,8998,87254,58041,611,317,417,2151,3235,5424,10018,99631,69530
2017,Vermont,130311,403,223,687,1110,1017,2258,4382,32025,18375,36,818,447,706,766,1948,5171,35207,24732
2017,Virginia,1374591,3296,6303,2120,6951,11765,18193,43709,323037,197723,3101,4574,2063,5864,11531,24616,50373,378289,281083
2017,Washington,1211194,1349,3465,1547,5707,9594,14619,42206,301259,175911,778,2933,2462,5076,9654,17447,41377,337999,237811
2017,West Virginia,411024,0,274,578,1391,4952,9612,22742,94950,56015,21,591,476,1787,2772,9378,21323,104837,79325
2017,Wisconsin,1037874,1583,2773,2635,5219,6120,14687,32922,251337,156502,1499,3363,2450,4348,8517,14468,34351,274968,220132
2017,Wyoming,98250,93,132,81,407,593,1034,3288,26173,15025,120,29,18,338,1068,1394,3858,26722,17877
2018,Alabama,985028,1345,2729,2142,5594,8858,23415,46535,215435,129009,742,2825,1812,4035,11140,23708,56856,257426,191422
2018,Alaska,95396,368,130,369,674,1545,1238,3872,27690,12929,155,225,239,527,722,1259,2512,26820,14122
2018,Arizona,1354790,2198,4370,3598,6154,8167,16389,37930,318835,232113,781,3505,2222,4406,6541,17132,40429,367600,282420
2018,Arkansas,605711,1143,3218,2154,3897,7205,13789,29397,131565,84726,1216,2084,1940,4185,7350,17551,30358,151482,112451
2018,California,5948201,6490,21922,18471,28878,36895,65285,165657,1371906,945879,7836,19399,13826,24942,32452,64852,186499,1621355,1315657
2018,Colorado,859405,928,3161,1037,3339,5265,7624,25619,223296,125106,1144,2742,895,3784,6201,8399,29982,245494,165389
2018,Connecticut,633696,924,1498,1775,2636,2963,7127,16327,143720,101308,857,491,1627,2615,3115,9616,19293,167410,150394
2018,Delaware,198342,321,110,477,1663,1906,3010,6389,47340,29978,100,132,202,465,1479,3582,6761,55294,39133
2018,Florida,4631522,4149,15254,8741,17756,23338,52563,132500,1027578,821656,5371,9252,6231,13801,23993,54642,158143,1215079,1041475
2018,Georgia,1643902,1862,8109,6689,7817,16320,25656,64852,377484,217127,3461,7628,5109,8766,13457,31011,73158,462691,312705
2018,Hawaii,264184,83,772,661,892,1152,2707,4478,66608,43494,250,385,483,565,1280,1757,5901,70245,62471
2018,Idaho,314451,311,906,2205,2494,2256,5274,10429,78932,47841,298,941,603,1466,3177,3344,12195,83188,58591
2018,Illinois,2086580,1470,4676,4800,10053,11757,23735,62530,485335,316423,1056,4515,4139,6414,14963,30962,71410,564686,467656
2018,Indiana,1162591,670,2737,2626,7350,10807,17368,46119,269297,164335,1190,2360,2705,4937,9079,18526,50742,310266,241477
2018,Iowa,565650,190,887,1892,2006,3903,5215,16195,133702,90748,985,1467,564,2065,3610,7222,17820,148341,128838
2018,Kansas,497399,696,1889,1523,2524,4598,7050,15371,115561,75358,901,2163,710,2388,4598,7145,18175,129778,106971
2018,Kentucky,865673,1546,3621,3027,4562,8668,19456,45281,192895,113344,677,2885,1902,3989,10318,20520,48734,221364,162884
2018,Louisiana,826735,845,2718,2248,5396,9505,17146,40110,185258,106784,999,2511,2584,6376,8627,15754,43270,217391,159213
2018,Maine,305799,48,391,1138,1181,3895,5626,11185,73836,43416,120,499,381,1110,4020,5539,10764,82554,60096
2018,Maryland,985743,1930,6593,3664,3993,5838,12817,28225,222559,145234,1872,4883,2425,4815,9644,16777,31278,269199,213997
2018,Massachusetts,1187722,194,1487,3080,6263,7354,16237,33154,272009,178292,737,2216,2476,5155,8373,18690,40210,324045,267750
2018,Michigan,1939429,757,3980,4760,9832,16235,30650,79884,450526,282348,1488,3177,3702,6665,16279,35995,88473,510037,394641
2018,Minnesota,928689,67,1395,1552,4183,5883,11257,24765,230565,149504,255,1698,1181,3711,5509,8725,27444,251436,199559
2018,Mississippi,568738,640,2441,1146,3178,4511,10316,30474,124686,70300,755,1315,678,2730,9761,16524,33297,146950,109036
2018,Missouri,1166663,2621,4624,2699,6159,8862,20417,48039,258906,169858,2542,4246,1946,5333,11710,22678,54916,304827,236280
2018,Montana,216502,0,206,669,320,1380,2429,6624,58059,33989,14,385,533,637,1462,3180,8002,58022,40591
2018,Nebraska,319216,207,773,998,1132,2819,4042,8980,75900,50942,101,109,787,1425,2130,3312,9599,86278,69682
2018,Nevada,513960,191,2099,1100,1705,4092,8104,18241,129103,81329,304,856,693,1928,2912,6927,17874,141973,94529
2018,New Hampshire,265382,264,466,596,1864,2499,4486,9579,65320,38871,0,325,631,1154,2173,4367,9874,70530,52383
2018,New Jersey,1499940,1368,4023,5039,5150,6566,17572,43192,331868,236309,1224,3620,2840,6018,8621,17691,49414,407039,352386
2018,New Mexico,412556,502,2030,2372,1934,2726,4832,15635,97608,61512,147,2087,673,2636,5619,6378,16674,109345,79846
2018,New York,3433989,4029,8624,9339,17226,24802,52762,106588,756697,514818,2570,8180,9150,16287,23020,52211,127416,911155,789115
2018,North Carolina,1891335,783,3953,4424,9121,14872,32976,65649,438691,261830,1493,2521,3429,8209,17231,36872,87916,524308,377057
2018,North Dakota,121498,133,718,175,379,1020,1094,2590,29848,19992,94,452,308,439,467,2443,4314,30275,26757
2018,Ohio,2171835,816,4252,5641,11526,18482,31554,79595,501517,319260,1676,5315,3784,10238,17842,36972,83437,577072,462856
2018,Oklahoma,703580,2262,5537,1813,4958,7705,10793,27296,157178,101286,2659,4761,1496,3965,5970,12400,30676,182772,140053
2018,Oregon,797879,451,1191,2462,3430,4558,8131,25116,198947,122117,182,1635,1150,3826,5363,10014,26817,224598,157891
2018,Pennsylvania,2506616,1883,5719,5640,9051,17624,35360,83364,571026,383947,2076,4152,5181,9400,18559,39763,88139,659125,566607
2018,Rhode Island,199087,218,307,473,716,1524,4390,6557,45289,28500,205,405,506,943,1563,3860,7497,51404,44730
2018,South Carolina,1016848,649,1868,1869,4495,8299,16714,39978,241442,139272,1575,1726,2787,3339,5892,19070,46212,288736,192925
2018,South Dakota,154928,155,323,316,378,1691,2531,4589,39861,24089,173,892,364,353,885,1796,5202,40059,31271
2018,Tennessee,1263326,1932,3427,2471,4687,12030,26121,54149,289055,175531,2103,3103,3457,5143,12000,23693,62384,336419,245621
2018,Texas,3868474,7430,19412,9389,20392,29590,57711,128965,916350,559347,7132,14790,7348,19765,34917,59896,143226,1066173,766641
2018,Utah,372833,1115,1519,526,1486,3203,4833,9258,91719,60947,952,1387,615,1614,3601,4036,10953,102496,72573
2018,Vermont,133825,0,199,0,1227,1409,2193,4738,35125,19311,172,0,42,261,788,2303,4349,35683,26025
2018,Virginia,1430606,1819,4308,3821,7036,8843,21706,43392,332015,212360,2131,5326,4185,6337,11362,25799,53389,390933,295844
2018,Washington,1259647,1506,3236,2205,5955,10035,17332,41004,312177,186908,904,2672,2342,5375,8287,17895,43008,353048,245758
2018,West Virginia,423915,369,1051,687,1787,4813,10388,24727,99171,58065,209,1267,1376,1354,2445,7343,21404,107625,79834
2018,Wisconsin,1075136,1991,4314,2220,4218,7355,12660,31911,263713,165391,1638,4359,2044,4540,7275,16839,35563,281866,227239
2018,Wyoming,102183,302,116,51,899,220,1015,2403,28070,15916,17,257,80,661,580,1178,3285,28234,18899
2019,Alabama,1002797,1309,4032,3110,4073,9979,22515,41919,218637,135342,1702,1967,2719,4503,14305,19813,59853,260825,196194
2019,Alaska,98749,447,90,676,256,767,908,3568,28888,12221,189,1351,83,1253,704,1233,2849,28163,15103
2019,Arizona,1413075,3393,6549,4105,5717,11105,13737,37425,328009,247255,3631,6813,1071,4960,9013,13015,42706,380899,293672
2019,Arkansas,613935,513,1581,1653,3292,8074,13150,31695,131432,87151,639,1115,1942,2780,6309,13001,34531,155477,119600
2019,California,6099834,9841,26236,16951,31125,38892,58727,162866,1418874,975968,7419,23921,14906,23760,35638,61270,177898,1670657,1344885
2019,Colorado,885809,834,2354,1792,5366,4847,8795,20736,231017,130427,663,1668,1810,2375,4410,10695,25253,259241,173526
2019,Connecticut,648391,0,835,958,2417,3323,8236,18823,146765,105782,45,745,1307,2791,2876,7619,21427,173190,151252
2019,Delaware,206721,150,413,387,1560,1150,2806,5475,49420,32239,44,312,935,814,2162,2202,6832,58234,41586
2019,Florida,4782128,3923,10807,9081,20220,26771,52742,140488,1049916,856136,4428,10969,5491,15492,26562,57789,157940,1246326,1087047
2019,Georgia,1705477,5601,5844,3042,10080,11738,27487,61992,388969,232036,4975,9022,4537,7504,13931,32976,75261,480463,330019
2019,Hawaii,275116,154,382,252,1420,1199,3286,6103,67960,46508,358,249,116,863,1568,1343,4931,73416,65008
2019,Idaho,316938,314,665,792,1498,2546,3510,12380,80580,50734,0,572,323,556,2244,4501,9880,86326,59517
2019,Illinois,2147220,2166,6299,4412,10647,15094,24468,68362,499126,324916,2351,4243,6125,6827,13363,27390,70700,583409,477322
2019,Indiana,1196696,2198,3490,3009,5781,10245,16492,42883,277516,170271,1841,3176,2257,5394,10597,22477,50539,322914,245616
2019,Iowa,586776,800,1277,1880,1632,3686,6932,18978,141042,92461,267,953,1649,2509,3154,7154,17879,153773,130750
2019,Kansas,507608,496,1553,1473,2137,4274,5102,15194,120828,77746,57,604,720,1867,4224,7413,18306,136795,108819
2019,Kentucky,898979,785,2563,2499,4088,10239,21788,53315,202953,117399,973,2754,2773,5581,8696,20223,47489,231196,163665
2019,Louisiana,848218,492,2372,3719,6773,7604,16673,39804,193071,112740,190,1325,2188,4741,7709,17160,43481,224144,164032
2019,Maine,315077,196,411,1026,2559,2311,4254,12729,76347,46853,57,398,429,1288,2381,5463,13011,84842,60522
2019,Maryland,1018034,2284,5645,2493,6952,7615,14152,27607,227584,150991,4698,5045,1824,5188,10144,13895,33933,279214,218770
2019,Massachusetts,1221010,353,3004,3049,6361,7845,15734,32848,280068,186145,327,1765,2988,6073,10114,18461,38530,332848,274497
2019,Michigan,1988482,2197,4632,4723,10945,15146,32348,77839,463766,289583,1231,3436,4559,8504,18889,36546,82908,528411,402819
2019,Minnesota,955203,467,1546,2496,5245,4862,7287,25746,237818,154415,231,1137,2059,2654,5281,7931,26303,262823,206902
2019,Mississippi,573317,393,1708,1772,2618,8189,12301,25869,125463,75447,387,1726,857,1904,6595,13520,32493,151551,110524
2019,Missouri,1176229,1422,2870,2923,5127,7870,17422,45000,264076,174596,1508,2173,2339,4386,11014,23142,55137,311994,243230
2019,Montana,224014,206,70,663,834,1686,2610,6450,59215,35947,311,97,348,668,1613,3275,6720,61980,41321
2019,Nebraska,325697,597,793,1073,1718,2977,2750,7379,78987,52184,324,446,779,1221,1663,3887,9476,89151,70292
2019,Nevada,531159,476,699,991,2353,3076,6770,15957,134506,86306,130,765,822,2150,2851,5452,17960,149986,99909
2019,New Hampshire,271114,272,694,659,1168,1724,2710,8042,67893,39258,45,215,377,1589,2551,4255,10283,74731,54648
2019,New Jersey,1540209,2311,5734,4208,5419,8419,17662,41376,344462,238613,1970,6287,3388,5820,8700,18963,53645,416166,357066
2019,New Mexico,421672,383,1417,1649,2663,2842,6243,15399,98903,64220,659,1182,917,1382,3160,7105,17166,111858,84524
2019,New York,3471241,2663,8665,8150,18343,24145,44851,107111,767449,535560,2874,5835,9252,15153,23900,44796,120466,926921,805107
2019,North Carolina,1943472,2298,3498,2899,7042,16968,29540,73026,449191,276157,1487,2855,3304,6986,15580,31060,85976,544456,391149
2019,North Dakota,122416,0,386,430,594,690,1052,3205,30779,19154,15,30,157,32,823,1306,3897,31970,27896
2019,Ohio,2203205,2774,4035,3412,10446,17054,30996,77464,515279,326978,907,4380,3572,7564,14405,35867,84747,593741,469584
2019,Oklahoma,723714,3674,8188,2229,3465,7436,12436,27011,158584,105728,3567,5256,2378,4178,6684,13417,31575,185213,142695
2019,Oregon,821972,373,2878,1660,3932,5230,8965,23579,204037,125325,545,1030,1345,3276,3847,10429,24688,236139,164694
2019,Pennsylvania,2567389,1735,6918,5613,10656,16892,34805,85778,587592,390366,1994,4762,4784,9004,22067,39571,93454,679115,572283
2019,Rhode Island,205459,133,1537,850,1609,2001,3720,7610,44680,30181,175,209,269,823,2101,4410,7799,53554,43798
2019,South Carolina,1043459,834,2852,1847,4442,6236,13708,39501,245939,148912,529,2155,1324,3819,5598,17465,50754,297766,199778
2019,South Dakota,162822,0,583,420,1283,982,1499,5576,40979,24347,82,251,118,1099,1216,2825,4681,43418,33463
2019,Tennessee,1269246,1016,3839,2644,5200,9330,19842,51912,294642,181482,186,1979,2993,3850,9344,21153,58183,347546,254105
2019,Texas,4001649,5594,16051,9007,19603,34288,52282,127915,948648,579738,8360,15571,8333,15381,37030,60729,152287,1107241,803591
2019,Utah,384901,250,678,1907,2071,3422,3612,8487,95557,63350,322,529,557,1454,3512,3901,10063,106931,78298
2019,Vermont,138987,497,338,277,1028,856,2132,4179,34892,20186,0,79,767,891,1169,2125,5958,37077,26536
2019,Virginia,1466136,3431,4855,3359,6412,9641,18796,43035,344636,218153,4058,4687,2179,4831,12815,24076,51618,406719,302835
2019,Washington,1284693,665,3918,3816,4701,7942,14415,36021,320127,195893,295,2731,2446,6005,10070,13559,43939,363523,254627
2019,West Virginia,428227,1232,699,897,1810,2575,11952,22143,100540,60441,362,821,670,1467,4586,7634,20339,108545,81514
2019,Wisconsin,1094731,1264,3283,3101,5765,5777,12404,29584,273214,168614,1225,2191,2152,3473,7435,14833,34895,296741,228780
2019,Wyoming,105893,38,336,55,414,1370,1144,3174,29120,16160,66,112,19,315,424,960,3054,29251,19881
