year,state,total,male 4 and under,male 5 to 17,male 18 to 34,male 35 to 64,male 65 to 74,male 75 and older,female 4 and under,female 5 to 17,female 18 to 34,female 35 to 64,female 65 to 74,female 75 and older
2014,Connecticut,60968,559,2036,2658,9319,3645,5935,403,1967,3675,14066,4499,12206
2014,Delaware,19938,139,1081,1412,3277,1274,1470,168,1124,1080,4278,2008,2627
2014,Florida,470141,3016,11423,18268,84882,37911,55072,1811,12508,24847,89710,41696,88997
2014,Georgia,257990,2079,7630,15552,51771,20185,17358,1313,8315,15384,62698,22127,33578
2014,Hawaii,24142,15,524,989,4832,1650,3586,55,713,836,4397,2040,4505
2014,Idaho,36159,74,1276,1569,6277,2729,4121,178,1318,3419,5740,2825,6633
2014,Illinois,257236,1134,9917,12832,43443,17907,24423,2044,8711,15240,54022,21531,46032
2014,Indiana,166034,991,6224,6790,36810,10232,13033,424,6279,8698,37002,12433,27118
2014,Iowa,51659,291,1845,3330,10298,3126,5988,215,1194,3078,9825,3604,8865
2014,Kansas,65161,598,1732,4173,13487,4190,5473,327,3045,4156,13059,5125,9796
2014,Kentucky,145505,1008,4316,7244,31053,12214,11397,863,3329,6522,35845,13637,18077
2014,Louisiana,132185,486,4057,4834,29564,9338,9876,766,3049,8774,31294,12582,17565
2014,Maine,32544,67,582,2171,7066,2248,2781,128,988,1751,6913,1540,6309
2014,Maryland,112979,727,4274,5221,20153,6234,10598,1054,3764,6757,27308,7365,19524
2014,Massachusetts,132081,442,3172,7456,25301,8078,14576,431,3677,5858,28021,10626,24443
2014,Michigan,228827,1698,7123,10523,46014,17839,21485,1786,6889,12586,49022,16559,37303
2014,Minnesota,83536,588,2753,4937,15399,6539,8944,1223,2303,3563,15288,5083,16916
2014,Mississippi,99437,397,3403,4494,21269,8452,9691,187,1750,4662,23351,7632,14149
2014,Missouri,155304,715,4406,8974,30892,12368,14531,1236,4145,9510,34900,11323,22304
2014,Montana,21887,319,645,974,3105,1727,2640,609,362,1746,5412,1289,3059
2014,Nebraska,35775,214,1761,2024,6576,2524,4654,337,1081,1958,6194,2585,5867
2014,Nevada,85941,819,4205,6205,15628,5994,6631,1060,4169,7920,17665,7376,8269
2014,New Hampshire,22718,210,506,1265,4210,2030,2584,0,696,1302,3989,1813,4113
2014,New Jersey,178144,242,6361,8673,34157,11342,17054,881,5774,9296,38084,13358,32922
2014,New Mexico,68621,227,760,5217,13900,4757,6654,99,1973,4666,14484,5637,10247
2014,New York,416123,2223,12322,20740,73000,30055,39365,1660,12359,22574,84953,37825,79047
2014,North Carolina,252522,2065,7604,12417,50921,20412,20585,2078,6782,13338,58166,21923,36231
2014,North Dakota,12226,47,172,960,3327,792,1163,47,79,1477,1606,770,1786
2014,Ohio,271610,2454,7669,12095,57074,18645,24493,503,8176,14477,57756,22854,45414
2014,Oklahoma,130387,652,4224,7065,28773,9939,10473,1006,5014,9146,28195,10174,15726
2014,Oregon,103112,454,1891,6430,22449,5175,9747,496,2916,4830,22622,8717,17385
2014,Pennsylvania,278497,1287,9173,15312,56278,15532,26646,1687,8486,14151,55422,20864,53659
2014,Rhode Island,25809,0,739,1726,3849,1675,2072,0,801,2135,5899,1999,4914
2014,South Carolina,142241,1355,4590,7761,31917,11524,9831,839,3446,7042,30686,11404,21846
2014,South Dakota,17779,309,450,713,3727,773,2348,312,299,1470,3222,730,3426
2014,Tennessee,198027,913,4534,11235,42682,15313,17019,855,5316,10259,46566,18069,25266
2014,Texas,662002,4960,23586,36136,132627,52105,54759,3879,23080,40967,145976,55232,88695
2014,Utah,50206,737,2223,2132,9509,3169,4415,488,1849,4050,10824,3358,7452
2014,Vermont,14284,180,322,572,2688,1298,1138,12,421,594,3348,1017,2694
2014,Virginia,166272,1400,5367,10107,33955,9860,15319,841,4106,8963,35453,12377,28524
2014,Washington,158550,1684,5423,9317,32044,9376,13273,988,4156,9102,34063,12388,26736
2014,West Virginia,80545,167,1996,3985,17325,6636,6096,77,1744,4119,18588,6836,12976
2014,Wisconsin,103991,1141,3936,5917,22520,6654,10056,405,3855,6306,18453,6502,18246
2014,Wyoming,16019,502,235,1883,3636,997,987,0,350,963,3494,1242,1730
2015,Alabama,148940,578,4222,8141,31032,10475,12186,589,3661,7447,37124,11771,21714
2015,Alaska,15372,201,589,1115,3249,1102,1233,66,324,1703,2694,1182,1914
2015,Arizona,163987,1522,5345,6779,27392,13374,18526,1164,5673,8335,32567,15235,28075
2015,Arkansas,98774,363,3244,4358,20047,8380,8196,397,3644,7090,19922,8567,14566
2015,California,768267,4678,23852,44639,147687,54228,80480,3737,21839,41092,150667,64653,130715
2015,Colorado,103511,360,3443,6626,20688,8001,10025,424,3494,5320,20906,8223,16001
2015,Connecticut,60423,386,1566,2022,11355,4086,5884,231,2126,3443,14398,4349,10577
2015,Delaware,20350,0,671,1325,3621,1488,1662,641,774,1341,4467,1367,2993
2015,Florida,489702,3085,11203,22548,89040,38162,59714,2738,11478,21285,92720,38235,99494
2015,Georgia,259790,1518,7346,13231,52412,18941,20445,906,9329,16138,58590,26170,34764
2015,Hawaii,21952,0,172,977,3697,1457,3424,116,457,1318,4210,1776,4348
2015,Idaho,37338,518,1032,2727,7902,3172,3563,38,938,2020,7852,2048,5528
2015,Illinois,238692,1736,9502,11813,45188,18314,22488,1153,7235,12782,48533,19169,40779
2015,Indiana,156891,832,5628,9129,33209,12269,13860,532,4902,8651,32570,12748,22561
2015,Iowa,57891,380,2741,3645,9749,4810,5027,407,2730,2123,12176,3118,10985
2015,Kansas,63189,412,2533,3293,11917,4992,6766,371,2027,4421,12123,4807,9527
2015,Kentucky,141680,503,3697,7068,32353,11913,9600,1074,3028,6359,34557,12090,19438
2015,Louisiana,138025,1062,5478,8334,26163,10467,9458,818,4582,10979,29189,12466,19029
2015,Maine,27417,0,808,1988,6640,1922,3042,432,478,736,4876,2536,3959
2015,Maryland,110457,667,4106,5600,20145,7423,9012,499,2920,6091,24086,10872,19036
2015,Massachusetts,127514,746,3931,7523,21301,8753,11068,718,4005,6306,27235,11662,24266
2015,Michigan,215690,2430,6820,11739,42001,14384,19192,743,5855,11447,49004,17643,34432
2015,Minnesota,84130,635,2059,4170,16846,5878,8435,609,2840,3459,17124,7099,14976
2015,Mississippi,95627,236,2921,4680,19696,7867,6833,41,2163,5779,24102,8795,12514
2015,Missouri,152228,548,4028,9793,29800,11523,14018,1123,4672,8679,34365,11224,22455
2015,Montana,21845,292,402,1808,3323,2071,2224,247,627,932,4657,1754,3508
2015,Nebraska,38339,257,1346,2365,7276,3404,3832,609,1307,1437,7344,3187,5975
2015,Nevada,108054,1145,5798,8797,22377,7699,7555,2117,4896,7371,23549,6388,10362
2015,New Hampshire,24843,188,483,1086,4237,2016,3225,182,342,2299,4590,1436,4759
2015,New Jersey,161587,800,4702,7419,29208,11295,18010,989,4296,8383,32100,13591,30794
2015,New Mexico,65608,499,972,2133,13463,5072,8037,237,1612,3757,12230,7102,10494
2015,New York,394187,2685,10953,19977,71834,27093,40853,2677,11037,19795,81907,31954,73422
2015,North Carolina,270685,993,9993,15123,52888,18599,21978,700,8899,16304,64531,24029,36648
2015,North Dakota,12083,203,547,979,1861,958,1775,11,96,1252,1465,928,2008
2015,Ohio,272503,785,8796,13201,55050,17867,24019,868,8294,13019,65341,21896,43367
2015,Oklahoma,128037,739,4272,7091,26344,9805,10799,1245,3366,7973,31348,9115,15940
2015,Oregon,100070,652,2371,4529,19230,9017,10445,158,2974,8076,19887,7601,15130
2015,Pennsylvania,298382,1122,9478,15345,56082,21149,31243,1632,8711,16497,60886,22250,53987
2015,Rhode Island,18826,447,677,378,3487,1598,1346,233,228,1148,3878,1355,4051
2015,South Carolina,140633,488,4489,7158,30088,11991,12254,762,3979,6301,31376,11521,20226
2015,South Dakota,14977,203,284,925,2406,906,1715,24,430,1153,3221,840,2870
2015,Tennessee,203368,798,6055,9484,43506,15485,17521,1534,6301,12561,44643,17829,27651
2015,Texas,669879,4911,25498,42435,130617,52633,55890,2544,24481,41538,147866,56533,84933
2015,Utah,50941,702,2271,4798,7169,3134,5076,909,1463,4045,10879,2891,7604
2015,Vermont,14530,13,1255,689,3235,1164,1820,0,351,396,2854,632,2121
2015,Virginia,164694,832,5581,8572,32952,10920,14808,1345,4718,9321,32766,15923,26956
2015,Washington,158996,451,4950,9236,34854,11424,14308,994,5418,9378,32154,12985,22844
2015,West Virginia,70659,87,2884,2873,13838,6378,7575,279,1061,2946,15268,6830,10640
2015,Wisconsin,100456,805,3615,5918,20283,6366,9335,539,2789,5160,20137,7103,18406
2015,Wyoming,14000,0,969,1370,2076,1128,1294,92,146,712,2839,799,2575
2016,Alabama,151924,453,4698,6164,30758,11569,14764,792,3670,7669,34269,14822,22296
2016,Alaska,15873,27,360,1032,2820,1312,1138,228,486,981,2726,2141,2622
2016,Arizona,173173,1926,7703,9614,27440,14531,19728,472,5598,8252,32087,18128,27694
2016,Arkansas,101792,181,3948,6600,19549,8565,7563,289,3170,6460,20623,10260,14584
2016,California,799748,5694,28769,43984,148202,61888,81248,4085,25445,43989,151875,69173,135396
2016,Colorado,110334,906,3071,6555,23398,7847,10013,463,2844,8503,22982,8018,15734
2016,Connecticut,61895,123,1998,2895,11841,3476,5638,859,1247,2349,13369,4838,13262
2016,Delaware,19290,44,917,1481,3132,1434,1478,29,485,1227,4572,1731,2760
2016,Florida,543551,1455,12797,28466,93695,41971,68696,1499,13679,27631,105590,49794,98278
2016,Georgia,269766,948,9215,15311,52598,21869,18534,978,9761,19115,61255,24827,35355
2016,Hawaii,24491,0,606,901,4342,2672,3020,132,387,1325,4525,1627,4954
2016,Idaho,41772,11,1311,2927,8179,3244,4524,52,1486,1558,9682,2128,6670
2016,Illinois,254419,1547,7736,13694,45671,20366,23821,981,7596,10882,52627,24551,44947
2016,Indiana,160135,573,5318,9951,33371,11498,13448,1214,4974,8813,32758,14553,23664
2016,Iowa,57579,313,2268,3407,10181,4059,5797,190,2008,4022,10404,4550,10380
2016,Kansas,64958,1053,2073,3882,11028,5019,5864,346,1688,4154,13356,5282,11213
2016,Kentucky,154391,1303,5209,7772,32242,12424,12820,403,3644,7590,40055,13324,17605
2016,Louisiana,156876,690,6809,6969,28940,12704,10884,1094,7032,11929,38842,13288,17695
2016,Maine,29992,0,742,1206,5214,1720,3511,0,370,1606,7474,3035,5114
2016,Maryland,112141,444,3548,4465,22138,7999,9319,330,3400,4584,26907,9284,19723
2016,Massachusetts,128020,661,3734,6733,21808,9308,13676,593,4537,7409,28261,10650,20650
2016,Michigan,227082,2131,9030,11143,45691,17581,19095,1494,6241,13777,45115,18246,37538
2016,Minnesota,86049,702,2911,4663,16217,6935,9233,580,1868,3980,15632,6351,16977
2016,Mississippi,97345,597,3001,6708,20533,8395,6692,157,2842,4626,21330,9559,12905
2016,Missouri,154173,788,3455,7129,33853,11589,15126,619,4606,8464,32708,13413,22423
2016,Montana,21852,266,605,1267,4097,1868,3335,29,325,635,4532,2273,2620
2016,Nebraska,37679,79,2029,2167,6682,2743,3635,446,1406,1849,7936,2378,6329
2016,Nevada,101233,2181,5114,7698,18578,7318,7533,2723,4281,7755,19843,6868,11341
2016,New Hampshire,26410,71,828,867,5632,2011,2758,0,932,872,5952,1954,4533
2016,New Jersey,168808,1003,4332,7517,30277,13252,17602,1176,4630,8093,33640,16474,30812
2016,New Mexico,67313,218,2196,2221,13824,5705,8177,156,1901,2877,12828,6913,10297
2016,New York,422738,1831,15444,22358,71231,31682,41686,2413,13194,23663,86399,40777,72060
2016,North Carolina,282495,2360,9069,14695,56653,23056,23990,2077,6787,16950,61219,25665,39974
2016,North Dakota,15206,0,773,571,3593,628,1426,12,589,1197,3007,741,2669
2016,Ohio,280043,1486,8946,15705,55145,22273,25996,1067,8445,14464,59443,21842,45231
2016,Oklahoma,134679,877,4562,7474,27083,11181,10308,830,4925,9058,29224,12134,17023
2016,Oregon,102323,785,2081,6461,19398,8785,9969,229,2169,5740,21130,10047,15529
2016,Pennsylvania,298935,1077,9868,14040,57414,22822,27622,477,7738,17455,59833,28296,52293
2016,Rhode Island,23069,181,648,1414,4068,1065,1592,324,791,1076,5790,2285,3835
2016,South Carolina,153203,672,5121,7946,30392,11836,11838,1670,4207,10338,36928,12000,20255
2016,South Dakota,16699,144,610,1555,2645,1642,1662,193,231,1448,2849,841,2879
2016,Tennessee,200047,1398,5420,11895,42452,17459,16312,237,5823,11941,44823,15967,26320
2016,Texas,698115,4818,26577,44838,140370,56462,54753,3666,25965,45961,144762,61919,88024
2016,Utah,54042,859,1962,4167,11006,3064,4720,174,1977,4317,10508,3978,7310
2016,Vermont,13629,0,601,1035,2825,1064,1318,288,153,768,2548,1449,1580
2016,Virginia,177319,1524,5324,10222,32936,14108,14184,538,5395,8926,41822,13721,28619
2016,Washington,162762,832,4788,11525,32526,10097,16983,777,4537,8364,33423,14913,23997
2016,West Virginia,73829,873,1220,3369,17745,4891,6231,266,1457,3143,17483,7356,9795
2016,Wisconsin,110007,755,4369,6233,20958,7700,9832,587,3370,4908,23900,8654,18741
2016,Wyoming,14179,84,200,1414,3466,1078,850,0,916,251,2405,783,2732
2017,Alabama,148261,450,4722,7350,29840,13314,10987,848,3316,8273,33888,12783,22490
2017,Alaska,19008,83,853,1409,4024,1250,1258,329,282,1691,4278,1645,1906
2017,Arizona,168593,1585,5607,9349,29772,14655,19447,391,4994,11225,29827,14331,27410
2017,Arkansas,104996,659,3887,7910,19436,9674,7533,141,3516,5638,25514,9281,11807
2017,California,786065,4372,25021,44933,139828,61697,82695,5286,21439,47473,151653,73045,128623
2017,Colorado,109452,1332,4064,7297,20294,7316,10568,533,2963,8921,22982,9309,13873
2017,Connecticut,63809,476,2047,3343,12767,3799,5820,328,1593,4076,12559,4917,12084
2017,Delaware,18890,0,254,558,3526,1013,2057,0,200,2366,4157,1588,3171
2017,Florida,540287,2402,16204,30483,92325,41485,60689,2225,15254,26549,100867,48429,103375
2017,Georgia,252343,1002,7116,11169,52975,20029,18353,1337,8930,15149,57477,22885,35921
2017,Hawaii,26597,0,585,2271,4085,2148,2862,269,1219,1745,4526,1809,5078
2017,Idaho,44912,22,1577,3713,9157,2549,4757,185,1197,3318,9399,3362,5676
2017,Illinois,257193,1080,7715,16637,49940,22062,22465,1961,5616,15228,49511,23445,41533
2017,Indiana,167564,807,6301,11419,33491,12509,13911,528,5680,9144,34772,13226,25776
2017,Iowa,50981,273,1400,1940,10007,3631,5692,449,1922,3062,10352,3183,9070
2017,Kansas,67804,592,2598,3621,13315,4282,6979,849,2158,3760,14255,5039,10356
2017,Kentucky,155832,531,6736,9133,32940,10745,11484,1089,5021,9532,34525,13750,20346
2017,Louisiana,151303,630,4200,6978,31976,10826,11594,204,6872,12045,32459,14972,18547
2017,Maine,29491,280,958,2594,5116,2090,2700,0,543,920,6394,3067,4829
2017,Maryland,108811,191,2900,4172,21395,7560,9157,612,3822,6067,24550,10297,18088
2017,Massachusetts,127723,1558,2307,6841,22081,8948,12884,596,3457,7635,25085,10985,25346
2017,Michigan,221301,1368,6675,13465,43098,15467,19532,1008,7377,13212,47328,17041,35730
2017,Minnesota,92797,880,2896,5271,17373,8866,9791,309,1606,5336,17218,6950,16301
2017,Mississippi,112398,582,3373,5663,23460,8014,9187,218,4826,6838,25610,9884,14743
2017,Missouri,154886,667,5569,5863,30187,12841,14974,692,6524,6958,32197,15309,23105
2017,Montana,22504,90,647,1171,3889,1782,3364,92,487,920,4484,1755,3823
2017,Nebraska,40932,402,1036,2238,7821,4364,5245,220,1473,2102,7061,3583,5387
2017,Nevada,81781,364,1889,5981,14679,8251,7131,746,3350,5646,16816,7380,9548
2017,New Hampshire,25366,305,943,908,5483,2209,2606,51,872,649,4375,2903,4062
2017,New Jersey,165293,1005,5311,9724,29159,10308,16669,813,6478,8378,32824,14219,30405
2017,New Mexico,70090,556,1842,4901,14017,5585,7509,361,1787,4103,13152,5954,10323
2017,New York,410018,1790,15308,24335,72975,24873,38189,2492,15535,21158,84263,36286,72814
2017,North Carolina,257141,695,7830,15116,47777,21365,24716,882,6455,13330,56054,25121,37800
2017,North Dakota,13954,88,180,917,3026,874,2040,206,303,914,2343,991,2072
2017,Ohio,269430,1615,10161,12684,54704,20365,24809,1156,7058,15218,58290,20505,42865
2017,Oklahoma,134419,374,3820,8824,27110,9663,11514,794,4646,10055,30021,11119,16479
2017,Oregon,90963,832,2021,5269,17199,8219,8054,336,2160,4918,19063,8976,13916
2017,Pennsylvania,293273,1572,9476,15067,58301,21232,27252,2960,7587,16813,60843,23495,48675
2017,Rhode Island,20708,376,623,1254,3785,1666,1301,55,401,1267,4853,1892,3235
2017,South Carolina,147917,929,4753,8624,28042,11176,13852,1530,4256,8089,33223,13088,20355
2017,South Dakota,16165,230,470,676,4390,1659,1763,0,257,1086,2326,800,2508
2017,Tennessee,202916,917,4729,11012,40956,15519,16613,364,5396,12023,47266,19311,28810
2017,Texas,684739,3919,28088,44042,128512,53214,55785,4997,29164,43627,137512,64028,91851
2017,Utah,51975,681,2081,4724,8184,4233,4339,446,3106,4040,8683,5646,5812
2017,Vermont,11810,32,295,1023,1998,760,1053,137,184,543,2371,862,2552
2017,Virginia,190317,1060,5551,11534,34101,15088,16072,1556,5990,14675,41989,16574,26127
2017,Washington,156569,844,5771,10965,29174,13092,14374,1349,4128,8859,29142,13440,25431
2017,West Virginia,77913,331,1969,3559,16112,8017,6261,809,2207,3501,17939,6009,11199
2017,Wisconsin,98467,1073,2567,6258,17820,8864,10054,669,3574,6137,19018,7856,14577
2017,Wyoming,12037,0,166,1106,2943,1609,993,0,354,306,2196,932,1432
2018,Alabama,148579,432,4936,7189,29271,11647,13346,259,3204,12318,34521,13700,17756
2018,Alaska,22154,23,567,1253,5009,1816,1842,62,1118,1922,4224,2240,2078
2018,Arizona,179783,819,4900,13391,31162,16275,17776,904,5160,9242,34528,16488,29138
2018,Arkansas,106138,58,4796,4738,20080,8376,9986,280,3532,6778,27477,7755,12282
2018,California,769946,5320,25619,47375,131637,60247,77864,6232,24483,40085,147988,64858,138238
2018,Colorado,108465,380,2914,8159,20515,7191,10819,414,3435,6346,23803,8657,15832
2018,Connecticut,68367,169,2874,4660,11429,4822,6155,137,1374,3185,15488,4906,13168
2018,Delaware,16974,179,864,1037,3381,1508,1480,255,778,463,2948,1421,2660
2018,Florida,530852,1841,12616,27497,86118,43836,67757,1807,12843,23070,101385,50072,102010
2018,Georgia,254482,1419,8045,14151,53256,20783,19441,2282,7780,17457,56969,20441,32458
2018,Hawaii,26132,128,906,1199,3627,3236,1572,352,776,1028,4781,2748,5779
2018,Idaho,44217,545,1566,2877,9745,2804,4696,308,902,2194,9028,3182,6370
2018,Illinois,259357,1582,8052,13166,46589,21184,20735,944,7540,13263,57062,23666,45574
2018,Indiana,161110,640,5034,10481,31133,12536,13281,507,5249,9312,36503,12632,23802
2018,Iowa,58386,303,1923,3452,9773,3950,7407,504,1489,3270,12193,4477,9645
2018,Kansas,67799,507,2350,4348,10431,4319,7774,670,2244,5813,14300,5688,9355
2018,Kentucky,152109,486,5800,8070,29301,12493,10978,407,7184,7997,37134,13896,18363
2018,Louisiana,163295,563,5650,8444,33239,12209,12475,223,8082,9765,39861,13570,19214
2018,Maine,31650,153,596,1413,7290,2829,3396,56,1022,1268,6109,3029,4489
2018,Maryland,112385,246,4244,5140,22859,9203,11672,223,3362,7228,22428,8330,17450
2018,Massachusetts,125927,486,3998,8114,20672,8942,11281,876,2078,8122,25783,10999,24576
2018,Michigan,224968,955,6496,12186,41359,18818,19994,209,7017,13184,52094,19308,33348
2018,Minnesota,92628,1349,3214,4671,16668,6627,10299,602,2362,5461,18271,7455,15649
2018,Mississippi,112508,333,4028,4709,21398,8035,9204,884,4320,5944,28421,10753,14479
2018,Missouri,153783,1342,5068,7571,29425,15810,13961,386,4657,8390,32132,13786,21255
2018,Montana,23476,364,1251,1545,4168,2526,2312,700,375,1278,4021,1630,3306
2018,Nebraska,41285,441,1822,2202,7839,2998,4297,119,1586,2510,7779,3296,6396
2018,Nevada,79771,1041,2688,5917,11848,7091,8213,1877,2522,5271,15509,7462,10332
2018,New Hampshire,25647,308,457,1736,6089,1991,2296,0,365,992,4697,2356,4360
2018,New Jersey,159077,594,5544,8709,29738,9934,15007,613,3644,8576,29131,17112,30475
2018,New Mexico,66678,23,2744,2707,13607,5153,7711,85,2144,4019,12789,4758,10938
2018,New York,392915,1373,11972,21263,63959,32279,37609,930,12688,23776,80452,34595,72019
2018,North Carolina,259345,1726,7131,14112,47695,21696,22078,659,8089,13941,63383,22231,36604
2018,North Dakota,16109,51,325,1595,2414,1159,2418,240,169,1069,2234,1394,3041
2018,Ohio,281443,1142,7345,15839,54830,22039,26466,773,8239,18217,57879,25830,42844
2018,Oklahoma,132470,772,4899,9957,22978,11665,12471,767,5049,8714,26223,11989,16986
2018,Oregon,96733,223,2262,6530,16901,7708,9759,1018,3201,7111,18061,9270,14689
2018,Pennsylvania,301577,2145,8862,16101,55856,20943,27180,1913,8864,19943,63798,25899,50073
2018,Rhode Island,25091,98,817,1833,5293,1445,3119,0,436,2328,4535,1871,3316
2018,South Carolina,145595,418,4834,7401,27407,11708,11575,241,4391,9865,34777,13793,19185
2018,South Dakota,20018,180,883,1994,4388,711,1302,21,371,1846,3778,1622,2922
2018,Tennessee,200579,975,6988,9345,40178,17841,17158,421,5881,11101,46861,16164,27666
2018,Texas,705106,5866,25730,45612,133800,56928,57113,5480,25605,46085,154636,57168,91083
2018,Utah,46382,233,1280,1624,7455,3281,3960,222,2082,3616,10436,4105,8088
2018,Vermont,14804,97,838,400,2305,1466,1240,16,405,972,3177,1463,2425
2018,Virginia,187500,2163,5987,9240,31896,14706,19899,819,6241,11964,38302,16407,29876
2018,Washington,158948,528,5421,9076,30580,12322,12871,822,5999,11533,31122,14159,24515
2018,West Virginia,74653,0,2172,2816,16169,6873,7914,221,1910,2997,17366,7052,9163
2018,Wisconsin,103421,248,3496,5481,19839,9146,9860,638,3563,5444,19330,8555,17821
2018,Wyoming,12204,54,21,713,2540,913,1522,0,326,739,1966,590,2820
2019,Alabama,150989,320,4035,6608,30845,11640,12217,364,3432,11009,32548,13974,23997
2019,Alaska,14339,240,343,511,2887,1798,835,49,705,607,3533,1491,1340
2019,Arizona,178769,929,5203,12127,28115,15872,18936,1083,7207,13325,33699,13832,28441
2019,Arkansas,101638,587,3184,4629,22251,7836,9477,344,2459,5350,22802,9734,12985
2019,California,747867,5129,19719,50989,124842,61407,80526,3215,21370,45967,134030,68841,131832
2019,Colorado,109868,2022,3820,6154,19662,9325,12232,363,3622,6625,22993,8780,14270
2019,Connecticut,65651,260,2152,3264,10150,5547,5610,955,2765,4157,14431,5796,10564
2019,Delaware,19896,165,733,1456,3105,1083,2283,337,370,1254,4647,1151,3312
2019,Florida,538105,2356,14216,26241,93823,42534,67181,1329,11290,26819,93472,51977,106867
2019,Georgia,255907,2821,6629,17651,42532,20513,20357,1444,8735,17361,59687,24778,33399
2019,Hawaii,25381,0,601,710,4116,2269,3319,0,314,947,4907,3558,4640
2019,Idaho,41207,455,1124,3107,7750,3668,3928,505,1156,2197,9088,2653,5576
2019,Illinois,258935,445,8233,13444,51039,21266,26662,632,6394,15910,51258,21439,42213
2019,Indiana,157096,1014,4367,9304,34321,14570,13557,439,4840,10421,29168,11408,23687
2019,Iowa,54449,434,1497,2883,10353,4842,5856,130,2011,3483,8727,4887,9346
2019,Kansas,70275,478,2680,5254,12665,4341,6717,239,2842,5468,14202,5490,9899
2019,Kentucky,161551,409,4239,11330,33599,12666,12438,792,4506,11276,37485,14798,18013
2019,Louisiana,173757,325,6340,10531,32226,13565,14134,1507,8933,11475,41070,15583,18068
2019,Maine,24995,56,851,1394,4578,1759,2788,78,815,1698,4590,2435,3953
2019,Maryland,111669,264,3801,6653,18652,9121,11634,377,4857,6434,20076,10564,19236
2019,Massachusetts,112017,472,3719,6834,15992,9613,11752,390,3784,8017,20463,8215,22766
2019,Michigan,224302,969,6005,15297,42746,16571,20727,1363,6600,13187,46142,20395,34300
2019,Minnesota,84900,689,2471,5152,14844,6525,8584,736,3738,5314,14534,6398,15915
2019,Mississippi,109074,589,2643,7055,21134,8667,8407,229,4805,6830,24593,11084,13038
2019,Missouri,158184,461,5242,9670,28268,14333,13669,777,4735,11861,34017,14221,20930
2019,Montana,24146,278,1226,1473,4554,2164,2742,27,844,671,3923,2342,3902
2019,Nebraska,38381,54,2932,1547,6369,2387,4468,153,2140,2623,6431,3271,6006
2019,Nevada,68615,464,2861,4704,11324,5847,7592,399,2352,3426,12611,5582,11453
2019,New Hampshire,25969,17,618,1749,5350,2229,2559,214,903,1474,5310,2046,3500
2019,New Jersey,167689,972,6371,9389,26915,13737,15145,267,6246,9804,34399,14236,30208
2019,New Mexico,76108,606,3099,3983,14099,6847,7685,358,2295,4586,14218,7207,11125
2019,New York,388524,1847,11888,22496,69222,29199,39503,2118,10993,25290,70456,34116,71396
2019,North Carolina,244982,1751,6671,10485,44637,19620,23763,724,6014,15074,53567,24072,38604
2019,North Dakota,14844,23,153,1897,2446,1272,1530,0,307,997,2878,991,2350
2019,Ohio,266651,1318,9362,14389,51895,21295,23672,800,9486,17645,53410,24261,39118
2019,Oklahoma,133942,551,4251,7797,28092,10611,12104,1093,4827,9968,26896,10348,17404
2019,Oregon,101405,0,2697,6692,19413,7819,11299,412,2716,5670,16604,9879,18204
2019,Pennsylvania,291394,844,10052,15300,53109,22016,25800,922,9276,18182,62474,24764,48655
2019,Rhode Island,20216,68,1337,1856,3862,1932,1488,0,401,799,2886,1670,3917
2019,South Carolina,147752,881,2640,6724,30060,12431,13320,1127,4556,8816,33091,12190,21916
2019,South Dakota,19266,45,352,2098,3110,1814,2079,55,171,1401,4159,1509,2473
2019,Tennessee,206380,1352,4808,10947,43710,19068,17660,1549,8060,12288,41337,17797,27804
2019,Texas,695054,6813,29361,40155,136952,56205,55557,3664,23501,49455,138633,62124,92634
2019,Utah,45489,240,2376,4659,5671,2651,5357,71,2949,3510,7043,3726,7236
2019,Vermont,15123,173,450,708,2696,1275,1290,0,634,1090,3305,891,2611
2019,Virginia,184978,436,5330,11738,34005,12515,16572,943,4910,11611,37359,18701,30858
2019,Washington,145299,391,5831,8958,24672,12174,14114,992,5694,8507,28501,13472,21993
2019,West Virginia,68981,25,1264,2162,16189,6613,6341,211,933,2994,14048,7285,10916
2019,Wisconsin,96271,474,3264,4848,16228,8088,10833,349,3440,5006,17896,9116,16729
2019,Wyoming,15118,28,1474,779,2709,1424,1137,104,203,261,2353,1443,3203
