year,state,total,male 4 and under,male 5 to 17,male 18 to 34,male 35 to 64,male 65 to 74,male 75 and older,female 4 and under,female 5 to 17,female 18 to 34,female 35 to 64,female 65 to 74,female 75 and older
2011,Arizona,125881,1065,4627,8721,20552,8101,15577,1792,3852,7346,21926,9532,22790
2011,Arkansas,98991,1376,3419,4730,19825,7324,8341,459,3127,7339,23230,6471,13350
2011,California,711121,5409,27029,40594,132865,41592,74790,6907,23800,37778,137208,49054,134095
2011,Colorado,93370,355,4334,4862,18714,5322,10589,409,3174,4715,16697,7162,17037
2011,Connecticut,58582,535,2244,2851,9889,2601,6222,184,1876,2832,13143,3904,12301
2011,Delaware,18384,220,709,699,3113,1512,1956,102,421,353,4928,1415,2956
2011,Florida,427753,1343,11694,17725,75382,29503,57063,2375,9341,16862,79661,33684,93120
2011,Georgia,241911,2779,8342,12148,52057,15620,19011,1238,8756,15086,55337,17998,33539
2011,Hawaii,23131,207,1223,985,5350,1380,3217,119,566,682,3362,2326,3714
2011,Idaho,35539,684,716,1167,5930,2463,4560,307,1682,1779,7457,3529,5265
2011,Illinois,219495,2500,8311,10536,41286,13270,23146,1714,7678,8717,43556,15983,42798
2011,Indiana,141148,985,4763,7074,28113,8764,12843,1610,4864,6711,31864,10004,23553
2011,Iowa,48313,448,1139,3168,10409,3287,4952,93,1462,2263,8367,3271,9454
2011,Kansas,59225,75,1894,3806,13152,2766,5384,673,1835,4678,10793,4312,9857
2011,Kentucky,128549,1067,3517,6265,26873,8464,10770,535,3265,6594,32517,10170,18512
2011,Louisiana,140751,1329,4096,7440,30493,8494,11508,730,4868,8003,35616,10492,17682
2011,Maine,28227,209,857,1516,6131,1824,2147,81,813,1461,4569,2319,6300
2011,Maryland,98837,1517,3398,4878,15385,6728,8657,719,2718,4369,23388,8080,19000
2011,Massachusetts,117721,1528,3763,6506,20721,6825,12718,334,3638,5772,23043,8473,24400
2011,Michigan,213521,1356,6908,11009,43817,12603,17253,1082,6480,11828,47424,14606,39155
2011,Minnesota,75739,1121,3796,3724,15043,4192,8521,747,2328,2640,13253,4939,15435
2011,Mississippi,99002,553,2253,4975,21541,7010,7843,200,2532,3383,24506,8376,15830
2011,Missouri,145721,1478,5307,7223,28234,8498,13578,1030,3565,8491,34023,9989,24305
2011,Montana,22196,285,491,904,4149,1642,2810,471,815,868,3857,1608,4296
2011,Nebraska,27359,279,682,1537,5709,1330,3970,61,578,1101,4262,1815,6035
2011,Nevada,56275,889,1631,2920,12134,2727,4711,983,1834,2863,15032,3354,7197
2011,New Hampshire,21165,57,981,701,3642,1449,2492,155,338,1224,3759,2393,3974
2011,New Jersey,169589,1035,4724,6546,29870,8701,15606,916,5202,10878,35026,13727,37358
2011,New Mexico,63602,402,1928,3718,14078,3216,5990,869,1766,2613,13793,4797,10432
2011,New York,352368,2323,10104,18376,62527,21093,34530,1758,10222,16430,70810,28350,75845
2011,North Carolina,238447,1484,7640,13160,52941,15507,20103,1310,7126,11894,50872,18252,38158
2011,North Dakota,10881,20,101,745,1883,882,1917,0,154,410,1126,574,3069
2011,Ohio,245507,1655,7518,10166,50499,13738,23069,1591,7524,14031,51894,18174,45648
2011,Oklahoma,109833,1295,2336,6775,23234,9280,9998,490,4031,7457,23370,7482,14085
2011,Oregon,82133,515,3708,3509,16848,6082,7768,148,1892,3936,18586,4966,14175
2011,Pennsylvania,258083,2321,7975,13663,44804,15475,28172,1157,7308,11800,50586,22044,52778
2011,Rhode Island,18700,77,337,1550,2893,1252,1462,76,228,1020,4907,1740,3158
2011,South Carolina,115673,692,2447,5326,24501,7497,10586,993,2584,6063,26609,10233,18142
2011,South Dakota,16301,167,283,816,3731,1120,1590,31,478,648,3069,541,3827
2011,Tennessee,182024,1338,5400,10638,38487,13051,14013,879,5135,9774,42214,13344,27751
2011,Texas,621104,4766,24946,36864,130434,40723,51474,6070,21599,33683,138105,47355,85085
2011,Utah,38025,444,1117,2025,8685,2245,3791,609,1853,2158,6745,1546,6807
2011,Vermont,11581,119,420,424,2230,537,1001,92,422,525,1837,808,3166
2011,Virginia,143748,1308,4611,5684,29357,9020,13799,1519,3968,6819,28544,11160,27959
2011,Washington,129909,982,3520,5661,25446,8138,12707,1051,4175,8041,26410,8077,25701
2011,West Virginia,63074,142,1579,2630,16434,4271,5297,346,845,1768,13811,5172,10779
2011,Wisconsin,99727,913,4344,5026,21293,5450,9670,589,3819,5166,18519,6120,18818
2011,Wyoming,9190,92,360,153,2008,276,1234,87,47,552,1818,461,2102
2012,Alabama,149123,939,3256,7482,32026,10441,11631,181,3695,6689,36438,12271,24074
2012,Alaska,15569,51,310,867,3766,1403,1878,166,137,744,3353,758,2136
2012,Arizona,132623,868,4311,7962,25572,10442,15417,1339,4373,6641,24544,8879,22275
2012,Arkansas,91986,1076,3816,4332,20849,7207,7982,428,2149,4876,19047,8161,12063
2012,California,705941,5835,27133,36245,129993,42543,71918,5941,22333,40218,137472,57194,129116
2012,Colorado,88318,1806,1979,5518,19902,5051,9356,726,3462,5013,16530,4887,14088
2012,Connecticut,58064,450,2292,1452,10347,3328,6628,466,2896,3319,10349,4287,12250
2012,Delaware,18560,115,320,951,4136,616,2353,341,316,950,3384,1371,3707
2012,Florida,437118,2683,11403,18446,79527,33903,51355,2263,9612,16324,86758,34938,89906
2012,Georgia,240243,2468,8568,14104,53966,16553,15908,2100,7959,12999,55066,18818,31734
2012,Hawaii,23568,23,739,406,4683,2347,3852,51,548,908,4222,2116,3673
2012,Idaho,33935,240,1792,1720,6233,2366,3321,83,1046,1426,7156,2062,6490
2012,Illinois,248262,2618,9919,14553,44082,14632,22690,1932,8430,12924,49312,21128,46042
2012,Indiana,144239,1304,4989,8438,32122,9250,12802,1720,4389,6376,30683,11578,20588
2012,Iowa,49311,201,1397,2536,10547,2552,5053,203,1734,2312,8941,3695,10140
2012,Kansas,50191,891,1831,2771,9311,2744,5600,519,1059,2224,10813,2952,9476
2012,Kentucky,126533,630,4072,6030,29505,8726,11005,494,3312,7420,28150,9994,17195
2012,Louisiana,144787,1110,4004,8345,30540,9597,10693,1084,4526,9110,33675,13917,18186
2012,Maine,28627,0,533,1843,6509,1843,3590,87,467,1290,4425,2486,5554
2012,Maryland,95648,280,2771,4400,20338,5290,8744,1096,2617,5338,19356,6994,18424
2012,Massachusetts,121193,1288,4132,6292,20960,7174,13297,158,3622,6920,22405,9392,25553
2012,Michigan,203826,1806,6602,9557,43732,14152,17563,1781,5278,8965,43763,15728,34899
2012,Minnesota,74817,482,3123,5282,14022,4061,8802,530,2436,3372,11644,5957,15106
2012,Mississippi,101600,261,2713,5193,21473,7128,7518,456,3357,5752,25839,9127,12783
2012,Missouri,140443,757,6623,6082,28208,10298,13641,1038,4328,7090,30330,9078,22970
2012,Montana,20436,89,662,1186,3243,1985,2325,51,636,946,4484,1002,3827
2012,Nebraska,30618,185,1116,1349,5932,1759,3629,88,1010,1713,5650,1516,6671
2012,Nevada,64522,932,1740,4535,11010,5130,4554,577,2421,3559,14503,6930,8631
2012,New Hampshire,19819,160,428,606,3286,932,2731,0,268,1033,3753,1930,4692
2012,New Jersey,167717,968,6944,10217,28764,9902,15261,1070,5271,9568,34681,12255,32816
2012,New Mexico,65242,376,2336,3271,14452,4416,7329,239,2274,2648,11825,5913,10163
2012,New York,358850,3735,9214,18715,64950,22089,36676,2444,9459,15703,72924,28326,74615
2012,North Carolina,236068,1838,6691,10526,49965,17294,18390,1622,6529,11212,54736,19441,37824
2012,North Dakota,10517,94,254,472,2927,408,1547,133,167,366,1766,381,2002
2012,Ohio,239467,2100,8851,11396,49332,14403,20782,1268,6500,11150,53320,18044,42321
2012,Oklahoma,113410,1579,3520,6450,22128,7281,9774,1925,4153,7120,24960,8420,16100
2012,Oregon,87561,821,1808,4053,17879,5497,9157,1087,1928,5637,19172,6318,14204
2012,Pennsylvania,266887,1411,8725,12428,50449,15508,25050,1428,8829,13073,54280,20096,55610
2012,Rhode Island,20629,0,590,1245,4150,1120,2498,0,786,1114,4181,1038,3907
2012,South Carolina,124388,569,2838,5667,25026,9591,11581,248,4239,7699,26126,12737,18067
2012,South Dakota,16817,516,234,1239,3599,959,1863,105,641,1023,2479,1314,2845
2012,Tennessee,179074,948,5409,7758,41835,11050,13681,1001,5181,9102,44067,13808,25234
2012,Texas,627183,6834,29866,39883,124404,40713,50531,6325,27017,35414,138358,47741,80097
2012,Utah,40505,329,1417,3413,6656,2618,4914,295,1659,3216,7292,1859,6837
2012,Vermont,13050,37,334,715,3015,376,1475,429,278,238,2588,1129,2436
2012,Virginia,145767,759,4071,8357,26249,10138,13644,571,3550,8937,27839,12483,29169
2012,Washington,128047,1277,3056,9545,25344,7898,12602,1370,3982,5989,25154,8317,23513
2012,West Virginia,70509,539,1875,2858,17502,5230,5922,611,1611,2858,14527,5493,11483
2012,Wisconsin,94585,862,3244,5897,19060,4455,10899,230,2600,5242,17433,5702,18961
2012,Wyoming,10800,0,520,495,1924,626,1741,36,203,545,2117,649,1944
2013,Alabama,143177,773,4496,7646,29650,10214,12683,402,3371,6937,34313,12008,20684
2013,Alaska,14573,479,603,388,3947,1415,945,102,377,748,2258,1162,2149
2013,Arizona,159252,113,3999,11196,28146,11229,17142,1269,4581,11654,31377,13558,24988
2013,Arkansas,93931,801,3014,5404,18903,6775,7356,300,4104,6926,20086,6993,13269
2013,California,789001,6172,27238,44208,145406,52043,81189,3857,25663,40062,160859,64404,137900
2013,Colorado,108599,753,3589,7570,23968,6583,9089,656,3139,7383,21988,6293,17588
2013,Connecticut,64190,127,1354,2308,10881,4165,6574,473,2336,3273,14728,4685,13286
2013,Delaware,19850,178,336,1830,4421,1341,1825,110,534,763,3744,1809,2959
2013,Florida,494997,3210,14734,21376,92411,35161,61637,2127,11688,20820,98387,39666,93780
2013,Georgia,258192,897,7605,10876,54540,16987,19288,1618,9228,16956,64585,23228,32384
2013,Hawaii,25593,289,965,806,5526,2001,2801,173,431,914,4038,2185,5464
2013,Idaho,42202,0,1941,2390,8233,3335,4211,0,1150,3233,7432,2950,7327
2013,Illinois,263654,1838,8254,16565,49862,17376,29347,1864,9292,13898,54796,18416,42146
2013,Indiana,162873,1012,6013,9261,33523,10554,12872,1150,4988,9614,35983,11405,26498
2013,Iowa,54445,128,964,2464,10436,3464,7179,615,1441,2575,10240,3378,11561
2013,Kansas,57506,504,2448,2604,10591,3608,6002,687,1641,3396,11760,4222,10043
2013,Kentucky,137061,506,4699,6331,31177,11016,11514,902,3228,7618,33213,9666,17191
2013,Louisiana,142850,1670,5785,8134,29200,10750,10276,1093,4594,9976,33020,11671,16681
2013,Maine,28116,159,624,904,5624,1798,3344,90,991,1885,6028,1880,4789
2013,Maryland,114101,813,3332,5556,22439,6914,9336,326,4106,6043,24438,9704,21094
2013,Massachusetts,136087,899,4480,6046,23973,7576,14155,1192,2894,6902,28011,10351,29608
2013,Michigan,228077,1515,7148,11864,50619,13889,20605,1695,6844,12404,49434,17265,34795
2013,Minnesota,81821,467,2818,3689,15689,5589,7845,799,2061,4686,15093,5304,17781
2013,Mississippi,104949,134,4498,4533,22472,7593,8406,572,1791,7049,25387,8551,13963
2013,Missouri,146592,1095,4136,9599,31916,9141,13841,382,4501,6914,30719,11308,23040
2013,Montana,22777,95,456,1513,4868,1847,2664,420,929,1134,3906,1236,3709
2013,Nebraska,36410,304,1073,1788,7557,2791,4503,560,628,1755,7166,2208,6077
2013,Nevada,81828,841,4106,5477,16577,5065,5709,99,2951,4994,17898,8417,9694
2013,New Hampshire,22219,99,955,612,4571,1865,2221,183,380,803,4625,2335,3570
2013,New Jersey,181923,1412,6803,9668,35427,11384,17244,910,5329,9991,34880,14756,34119
2013,New Mexico,69565,371,3712,3742,12716,5251,6767,709,1142,3619,14495,6967,10074
2013,New York,397536,3499,13703,22825,69659,27168,39033,3390,10782,22536,76055,31606,77280
2013,North Carolina,254305,1453,7279,13075,50274,20424,22362,1957,7669,11096,58157,20562,39997
2013,North Dakota,13553,18,54,753,3483,695,1623,0,180,1073,2101,714,2859
2013,Ohio,266900,2042,8501,14324,58093,17986,21933,1426,8656,14060,59430,18887,41562
2013,Oklahoma,125054,710,4084,7241,25417,11006,11794,714,4461,6942,25350,11515,15820
2013,Oregon,104234,1503,3581,5481,22578,6971,9045,1695,2478,5620,21566,7839,15877
2013,Pennsylvania,277781,2824,8329,13697,50033,18874,26988,1204,9611,14884,58229,21014,52094
2013,Rhode Island,23539,0,853,1498,3773,1883,2179,223,915,1778,5014,1373,4050
2013,South Carolina,134245,929,4973,5584,29959,10093,9361,661,4320,6863,31172,11701,18629
2013,South Dakota,20708,135,572,1208,4807,1074,2087,175,296,1734,4263,1002,3355
2013,Tennessee,199375,559,6035,10225,41102,15055,16145,1237,6277,10022,47496,17464,27758
2013,Texas,633494,4292,21135,36886,126709,47525,51317,4367,22697,41418,135037,57505,84606
2013,Utah,46185,699,1567,4620,8087,3273,4526,120,1901,3408,7972,3098,6914
2013,Vermont,12842,48,343,480,2834,683,1319,0,496,573,2619,723,2724
2013,Virginia,156442,1159,5094,7405,29968,11438,14876,1762,3974,7257,34455,11860,27194
2013,Washington,150782,861,5616,9080,31215,9650,14169,1120,3468,9449,28749,12450,24955
2013,West Virginia,73418,470,1703,3157,15612,5776,6828,398,1665,2570,17538,5983,11718
2013,Wisconsin,109101,774,3978,4751,21068,6375,10448,738,3734,6767,21078,8551,20839
2013,Wyoming,12096,216,371,993,2587,898,970,36,419,585,2088,1146,1787
2014,Alabama,139756,173,3561,6933,28057,11370,12539,207,3468,7777,31454,11016,23201
2014,Alaska,13940,291,584,635,2581,1486,1471,236,308,698,2527,1177,1946
2014,Arizona,162541,765,6794,8527,27001,14777,16936,591,4634,7576,31406,14398,29136
2014,Arkansas,96188,2001,2663,4604,19102,7780,9211,822,2314,5726,21238,8583,12144
2014,California,768602,5883,25862,46657,147070,53753,80077,3283,26195,38039,147462,63262,131059
2014,Colorado,101965,1384,4004,8375,20169,6876,10316,70,3066,6564,18951,6836,15354
