year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2014,South Carolina,SC,South Atlantic,South,4832482,2351359,2481123,38.8,high school graduate (includes equivalency),856973,45238,140000,791,187866,843860,728958,261770,0.4687,642878,4090864,457689,886576,922282,2188258,1986,2.645,1826914,1243177,583737,electricity,413456,1291881,7687
2014,South Dakota,SD,West North Central,North Central,853175,427381,425794,36.6,some college or associate's degree,154216,50979,142300,647,17960,116843,124813,36621,0.4468,98847,736556,74545,136875,118349,376347,1975,2.551,334475,228010,106465,utility gas,160121,97069,2019
2014,Tennessee,TN,East South Central,South,6549352,3190199,3359153,38.6,high school graduate (includes equivalency),1118307,44361,142900,770,245980,1171307,994895,441196,0.4811,832827,5615910,608716,1149131,1289548,2869419,1981,2.61,2509665,1659797,849868,electricity,822736,1508176,9576
2014,Texas,TX,West South Central,South,26956958,13384317,13572641,34.3,some college or associate's degree,4749029,53035,139600,896,799519,4523708,3307196,1219570,0.4827,3044245,23441593,2312492,3419013,4587739,10426760,1985,2.906,9277197,5674241,3602956,electricity,3418610,5460578,40231
2014,Utah,UT,Mountain,West,2942902,1479527,1463375,30.5,some college or associate's degree,530203,60922,223200,886,71359,339900,451224,74801,0.4283,322456,2593847,237846,325372,310476,1022593,1985,3.204,918370,635163,283207,utility gas,779071,99264,1522
2014,Vermont,VT,New England,Northeast,626562,308516,318046,42.8,bachelor's degree or higher,152901,54166,214600,917,18746,73149,113356,36791,0.4406,76626,543827,53428,121955,160694,325774,1973,2.436,257229,180184,77045,"fuel oil, kerosene, etc.",43091,11250,372
2014,Virginia,VA,South Atlantic,South,8326289,4092671,4233618,37.7,bachelor's degree or higher,2066339,64902,247800,1116,260537,953395,1407755,304111,0.4658,1132096,6982788,832368,1253543,928396,3446585,1981,2.7,3083820,2014812,1069008,electricity,1023682,1653956,10398
2014,Washington,WA,Pacific,West,7061530,3529597,3531933,37.5,some college or associate's degree,1584776,61366,266200,1032,232125,913619,1142142,377963,0.4542,910443,6044363,666552,1096115,1301760,2963293,1980,2.635,2679601,1654620,1024981,electricity,922363,1472236,12938
2014,West Virginia,WV,South Atlantic,South,1850326,914686,935640,41.9,high school graduate (includes equivalency),248257,41059,103900,656,55257,327764,245645,120486,0.4546,199378,1621458,132216,398261,455637,884574,1974,2.516,735375,530755,204620,electricity,306187,321049,1779
2014,Wisconsin,WI,East North Central,North Central,5757564,2857982,2899582,39.2,high school graduate (includes equivalency),1108094,52622,164700,782,163484,738270,1000272,302988,0.4397,695553,4989172,496161,966945,982694,2648342,1972,2.495,2307685,1536893,770792,utility gas,1509961,346409,12372
2014,Wyoming,WY,Mountain,West,584153,297181,286972,36.6,some college or associate's degree,103333,57055,201000,792,13477,63774,90411,15496,0.427,71302,503496,57306,86100,71757,268205,1978,2.511,232594,155617,76977,utility gas,138875,53400,670
