year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2010,Missouri,MO,West North Central,North Central,5996231,2932383,3063848,38,high school graduate (includes equivalency),1019819,44301,139000,682,NA,888570,1067865,313472,0.455,570430,5309434,359737,957947,881224,2714017,1975,2.551,2350628,1621371,729257,utility gas,1235745,765714,4629
2010,Montana,MT,Mountain,West,990898,499235,491663,40.1,some college or associate's degree,193860,42666,181200,642,NA,140969,165561,37192,0.435,88867,886695,59505,161213,123959,483006,1975,2.46,402747,280633,122114,utility gas,224327,79763,708
2010,Nebraska,NE,West North Central,North Central,1830429,906540,923889,36.3,some college or associate's degree,339071,48408,127600,669,NA,229923,309474,65852,0.432,161373,1640676,104092,260622,238913,797677,1969,2.545,719304,484649,234655,utility gas,455836,181557,2471
2010,Nevada,NV,Mountain,West,2704642,1365498,1339144,36.3,some college or associate's degree,388125,51001,174800,952,NA,398027,429984,97141,0.448,215453,2453513,130836,358711,293715,1175070,1993,2.732,989811,565869,423942,utility gas,638719,288359,2551
2010,New Hampshire,NH,New England,Northeast,1316759,647349,669410,41.3,bachelor's degree or higher,297481,61042,243000,951,NA,105786,257120,42581,0.425,112419,1190220,71316,199678,137668,614996,1975,2.555,515431,369448,145983,"fuel oil, kerosene, etc.",100857,41909,2505
2010,New Jersey,NJ,Middle Atlantic,Northeast,8801624,4284049,4517575,39,bachelor's degree or higher,2113316,67681,339200,1114,NA,884789,1496628,214973,0.464,779825,7913716,475696,1254010,1146146,3554909,1965,2.774,3172421,2106728,1065693,utility gas,2344455,343112,7747
2010,New Mexico,NM,Mountain,West,2065932,1020996,1044936,36.7,some college or associate's degree,335076,42090,161200,699,NA,413851,316301,99329,0.464,187912,1844787,125439,309147,463875,902242,1981,2.7,765183,519864,245319,utility gas,520740,110797,855
2010,New York,NY,Middle Atlantic,Northeast,19392283,9387534,10004749,38,bachelor's degree or higher,4259792,54148,296500,1020,NA,2821470,2537133,997131,0.499,1926982,17207299,1273507,2825541,4058015,8108211,1955,2.695,7196427,3904123,3292304,utility gas,3961085,676262,36791
2010,North Carolina,NC,South Atlantic,South,9561558,4657156,4904402,37.3,some college or associate's degree,1673319,43326,154200,731,NA,1627602,1656792,482298,0.464,877369,8483292,556983,1436831,1576583,4333479,1985,2.605,3670859,2465551,1205308,electricity,915058,2133012,10836
2010,North Dakota,ND,West North Central,North Central,674499,343445,331054,37.4,some college or associate's degree,122299,48670,123000,583,NA,84895,100295,22964,0.433,51915,608696,30442,102998,61402,318099,1973,2.405,280412,187673,92739,utility gas,112756,104750,2469
2010,Ohio,OH,East North Central,North Central,11536182,5630118,5906064,38.9,high school graduate (includes equivalency),1900790,45090,134400,685,NA,1779032,2101565,637612,0.452,1065413,10293227,607547,1795241,1853366,5128113,1966,2.549,4525066,3095197,1429869,utility gas,3078580,927014,14244
2010,Oklahoma,OK,West South Central,South,3761702,1856245,1905457,36.3,high school graduate (includes equivalency),560541,42072,111400,659,NA,616610,585362,195883,0.454,358369,3318837,231327,580553,617260,1666205,1976,2.625,1432959,971378,461581,utility gas,799757,476597,1961
2010,Oregon,OR,Pacific,West,3838957,1902185,1936772,38.5,some college or associate's degree,751803,46560,244500,816,NA,596408,659197,269533,0.449,363199,3435908,231407,596927,552123,1676476,1977,2.547,1507137,942674,564463,electricity,575902,735319,4407
2010,Pennsylvania,PA,Middle Atlantic,Northeast,12709630,6192105,6517525,40.2,high school graduate (includes equivalency),2343485,49288,165500,763,NA,1648184,2169055,564362,0.461,1332585,11173415,848434,2132143,2089189,5568820,1960,2.575,4936030,3461678,1474352,utility gas,2530446,997925,12407
2010,Rhode Island,RI,New England,Northeast,1052886,508198,544688,39.6,bachelor's degree or higher,214586,52254,254500,868,NA,142188,178372,58475,0.467,101457,935286,66293,169429,172414,463416,1956,2.617,402295,244516,157779,utility gas,197703,35706,1223
2010,South Carolina,SC,South Atlantic,South,4636312,2253035,2383277,37.8,high school graduate (includes equivalency),754491,42018,138100,728,NA,815755,760782,255795,0.461,498951,4037884,332722,750052,778312,2140337,1985,2.632,1761393,1210160,551233,electricity,414416,1207780,4626
2010,South Dakota,SD,West North Central,North Central,816463,411170,405293,37.3,some college or associate's degree,139786,45904,129700,591,NA,113760,126942,32558,0.442,71558,726583,47919,126721,106617,364031,1974,2.56,318955,216821,102134,utility gas,155638,85447,2116
2010,Tennessee,TN,East South Central,South,6356897,3095030,3261867,38,high school graduate (includes equivalency),980364,41461,139000,697,NA,1095466,1043349,415861,0.468,601683,5657863,379863,1028395,1185110,2815087,1981,2.605,2440663,1662768,777895,electricity,826781,1427914,4307
2010,Texas,TX,West South Central,South,25257114,12531720,12725394,33.6,some college or associate's degree,4091770,48615,128100,801,NA,4414481,3475274,1123649,0.469,2009675,22769775,1323865,2913258,4172579,9996209,1983,2.89,8738664,5555903,3182761,electricity,3315579,4989013,38283
2010,Utah,UT,Mountain,West,2776469,1397849,1378620,29.2,some college or associate's degree,465141,54744,217200,796,NA,359242,457098,78187,0.419,220555,2529799,139388,274979,317109,981821,1984,3.155,880025,615142,264883,utility gas,751818,89581,770
2010,Vermont,VT,New England,Northeast,625960,308172,317788,41.5,bachelor's degree or higher,144831,49406,216800,823,NA,76352,121323,33981,0.444,54089,565797,32265,105549,151102,322698,1972,2.436,256922,180847,76075,"fuel oil, kerosene, etc.",41357,13667,859
2010,Virginia,VA,South Atlantic,South,8024617,3941957,4082660,37.5,bachelor's degree or higher,1835618,60674,249100,1019,NA,861969,1458444,256388,0.459,772992,7034424,481003,1107837,807350,3368674,1979,2.681,2992732,2025240,967492,electricity,1027967,1514678,8345
2010,Washington,WA,Pacific,West,6744496,3358423,3386073,37.2,some college or associate's degree,1399238,55631,271800,908,NA,888718,1192765,346450,0.441,615804,6022277,395576,913447,1058923,2888594,1979,2.587,2606863,1644939,961924,electricity,924131,1384990,6801
2010,West Virginia,WV,South Atlantic,South,1853973,913160,940813,41.2,high school graduate (includes equivalency),226845,38218,95100,571,NA,326507,274978,114433,0.451,155170,1668202,80836,366539,344628,882213,1973,2.499,741940,553429,188511,utility gas,317757,302804,1048
2010,Wisconsin,WI,East North Central,North Central,5691047,2826199,2864848,38.5,high school graduate (includes equivalency),1001353,49001,169400,715,NA,731479,1064180,249977,0.43,529702,5083700,325477,845006,976382,2625477,1971,2.497,2279532,1566039,713493,utility gas,1488259,320964,9090
2010,Wyoming,WY,Mountain,West,564460,287053,277407,36.7,some college or associate's degree,89474,53512,180100,693,NA,61577,93523,13874,0.423,44675,510335,29333,74064,70844,262286,1976,2.533,222803,155278,67525,utility gas,142370,42659,402
