year,state,total,male 4 and under,male 5 to 17,male 18 to 34,male 35 to 64,male 65 to 74,male 75 and older,female 4 and under,female 5 to 17,female 18 to 34,female 35 to 64,female 65 to 74,female 75 and older
2013,West Virginia,115075,618,1663,4147,29118,19577,17426,124,814,1611,13783,7226,18968
2013,Wisconsin,201405,1109,2397,4897,44391,28512,39361,700,1984,5453,22359,11188,39054
2013,Wyoming,26611,103,895,747,7198,4324,4116,59,656,476,2637,1379,4021
2014,Alabama,204967,536,3442,6302,42736,33527,34377,624,2272,4275,23514,16535,36827
2014,Alaska,29417,259,154,1208,8001,6056,3718,236,77,343,4208,2063,3094
2014,Arizona,265375,953,5795,8039,38388,44481,57797,620,3948,4479,26608,22618,51649
2014,Arkansas,144108,683,2371,3978,30103,25658,25120,1171,1347,2392,15936,10915,24434
2014,California,1127034,6161,18472,41652,185769,141107,234378,4389,16907,27285,123760,80277,246877
2014,Colorado,186557,1014,2198,5804,40745,28284,35405,585,2273,5264,20359,11438,33188
2014,Connecticut,103584,783,1966,3254,15771,13150,21140,352,1366,1990,9757,9050,25005
2014,Delaware,28511,102,329,676,4629,4660,6149,411,330,826,2421,2986,4992
2014,Florida,754775,3986,8832,16004,113375,110167,183072,1940,7277,15583,68517,56442,169580
2014,Georgia,319528,1908,5313,13086,65790,49138,48579,1380,5185,8031,40787,26250,54081
2014,Hawaii,55133,114,861,1132,8468,6117,12408,46,1149,1456,5202,3319,14861
2014,Idaho,73948,822,1673,2713,13590,13467,15201,217,1941,1519,5496,4064,13245
2014,Illinois,375431,2467,7104,10625,64413,50013,73851,2133,5368,8954,43687,25624,81192
2014,Indiana,264114,1645,4680,5931,58906,37811,45780,1823,4019,7747,32891,16554,46327
2014,Iowa,111866,618,1319,3553,21767,17931,23016,508,1504,2105,11707,7004,20834
2014,Kansas,112395,1081,1216,4639,23987,15971,19613,402,1880,3294,13112,6936,20264
2014,Kentucky,210082,449,3922,5868,48725,34304,33551,375,3046,4504,27463,16644,31231
2014,Louisiana,168027,826,2313,5360,37307,25990,26338,192,2829,4561,23776,12109,26426
2014,Maine,63412,108,799,1971,13125,10303,11740,101,1046,1539,7834,3248,11598
2014,Maryland,158193,1165,2979,3764,26318,19697,30061,1117,2211,4232,21541,11486,33622
2014,Massachusetts,223939,1308,2381,6944,40990,25603,42758,191,2561,5091,25753,16399,53960
2014,Michigan,380361,1645,7899,10676,72276,58783,69199,1854,5402,9221,46822,25451,71133
2014,Minnesota,182767,714,2569,6193,36530,28677,37674,884,2527,4149,18894,11408,32548
2014,Mississippi,124039,896,939,3097,28308,22044,20689,171,1066,2882,15220,7698,21029
2014,Missouri,235017,306,5171,7639,47540,40238,45575,828,2547,4600,26363,15457,38753
2014,Montana,47842,386,564,1526,10701,9273,8637,208,511,328,5863,2650,7195
2014,Nebraska,72349,319,1007,2498,13412,12103,16001,197,1371,1568,7276,4295,12302
2014,Nevada,115037,739,2685,3672,23120,16332,19410,976,1753,4104,16337,9392,16517
2014,New Hampshire,50143,232,1051,1200,10410,7570,9255,288,603,456,5332,3572,10174
2014,New Jersey,237524,1030,3136,7849,35200,25914,51024,759,3308,4217,28376,16753,59958
2014,New Mexico,101086,177,1118,4829,19473,16585,18359,148,723,2733,11276,7513,18152
2014,New York,570404,3587,9909,18797,91010,70815,107404,2464,7744,15696,68426,41668,132884
2014,North Carolina,363855,2968,4930,10935,71586,55412,64497,2334,4339,8676,41215,27591,69372
2014,North Dakota,26886,220,510,544,6299,4003,5250,45,215,444,2579,1566,5211
2014,Ohio,425698,2171,7169,13846,83878,58185,77595,1751,4874,8800,53845,30713,82871
2014,Oklahoma,192474,1067,3296,6295,45023,30687,34386,898,3999,5058,19549,13276,28940
2014,Oregon,189924,1064,1893,6643,38634,30264,38261,299,2893,3576,18593,13597,34207
2014,Pennsylvania,478176,1363,8006,15924,90246,67426,93240,1000,4738,9125,50350,31955,104803
2014,Rhode Island,40941,0,1014,1266,7236,5095,7139,0,438,2139,5343,2324,8947
2014,South Carolina,187226,1118,2341,4379,39057,31590,32523,495,1803,3989,20823,14647,34461
2014,South Dakota,34281,194,382,1523,6925,5643,7018,57,200,1372,2656,1491,6820
2014,Tennessee,275303,730,4117,9236,58151,43731,46049,1291,3976,7848,34545,19989,45640
2014,Texas,895108,8240,18408,34668,186941,129310,151163,4708,15213,27039,111106,67866,140446
2014,Utah,89061,677,2608,2929,18291,13499,17308,270,1635,3166,9367,5679,13632
2014,Vermont,30197,180,285,1194,5684,4300,4971,0,693,871,4353,1951,5715
2014,Virginia,255211,2082,2995,8861,49470,33864,49963,632,2344,6932,30698,18222,49148
2014,Washington,297132,1282,4869,11465,63815,43326,56653,1032,3388,9141,33847,23573,44741
2014,West Virginia,118473,127,1341,2688,28211,19370,19674,0,1598,1639,14727,10404,18694
2014,Wisconsin,202922,942,3508,5679,42326,32637,39208,505,2451,4439,21160,11084,38983
2014,Wyoming,24685,429,148,1152,7208,4460,3680,0,238,501,2244,1559,3066
2015,Alabama,204941,926,2900,6487,41039,35983,35528,811,1874,3528,24312,16840,34713
2015,Alaska,31913,449,1009,1766,8145,5010,4039,553,731,1139,3653,2429,2990
2015,Arizona,281341,1438,4365,9050,43146,44207,62207,963,6034,5272,27095,25098,52466
2015,Arkansas,143854,603,1719,3832,30905,26263,24427,520,2004,2274,16572,11483,23252
2015,California,1127675,5392,19776,35390,179153,153127,236382,6058,14371,28811,122953,83255,243007
2015,Colorado,186071,997,3642,6949,39770,31251,33392,583,2289,3985,18049,13193,31971
2015,Connecticut,108789,1090,2090,2922,18793,12909,22560,466,1846,2754,12002,6239,25118
2015,Delaware,29949,292,241,429,4028,4781,7053,549,234,1050,2997,2659,5636
2015,Florida,761271,4275,7792,15575,107584,112994,188925,2452,10151,12030,69087,52726,177680
2015,Georgia,311720,2321,5587,9390,61193,49601,50191,1453,6602,6257,39533,26014,53578
2015,Hawaii,50272,222,370,2054,7274,7058,12720,227,489,777,2994,3262,12825
2015,Idaho,72553,417,934,2398,15342,13190,15443,0,1084,2554,6572,3799,10820
2015,Illinois,357773,2145,6550,11112,59546,50201,71139,1131,4072,7759,43292,23420,77406
2015,Indiana,260875,1170,4400,8698,53817,40630,47285,372,3154,6736,28127,18200,48286
2015,Iowa,123105,497,2009,4286,23066,19447,25423,687,2157,2435,12486,7583,23029
2015,Kansas,113388,780,1920,3045,23279,18444,23022,370,1736,3332,12170,7130,18160
2015,Kentucky,204432,719,2734,6228,46203,34224,30716,694,2206,4840,27455,15430,32983
2015,Louisiana,171865,940,3927,5708,38407,27257,28283,694,2106,5049,20706,11966,26822
2015,Maine,66823,595,780,1179,14434,10623,11421,66,288,1892,7319,5250,12976
2015,Maryland,160544,596,3636,5234,31439,19247,28589,268,2002,4101,17591,13903,33938
2015,Massachusetts,219626,1259,3029,5763,30977,29261,43506,1136,3406,5195,26532,16722,52840
2015,Michigan,384421,2030,6201,10505,72356,59911,71571,1164,5020,8292,43944,28237,75190
2015,Minnesota,193380,699,2488,6657,37704,32707,41752,853,2013,3831,19310,12335,33031
2015,Mississippi,116231,379,2108,4741,27823,17432,18632,23,1586,4074,12998,7378,19057
2015,Missouri,246013,1178,2694,8284,54141,41228,45508,901,3304,4906,25122,14904,43843
2015,Montana,48364,344,456,2150,9599,8647,10006,223,377,1043,4751,3190,7578
2015,Nebraska,73662,422,1962,3089,14831,11161,15033,388,1039,971,7134,5280,12352
2015,Nevada,126831,1277,3905,7107,26124,18119,17922,2074,3759,5691,17462,7218,16173
2015,New Hampshire,53231,124,677,1448,10408,7943,10428,100,998,1140,6345,4338,9282
2015,New Jersey,231400,1757,3802,5573,34794,27009,46927,1515,2842,3719,25008,18162,60292
2015,New Mexico,103827,609,691,2786,18614,16167,20904,0,2296,3422,11169,8851,18318
2015,New York,546562,3500,10144,18732,88709,63473,106837,3210,6708,12606,64767,41203,126673
2015,North Carolina,365605,1230,5068,14276,67087,57213,64085,1482,5044,7383,46105,28348,68284
2015,North Dakota,27672,247,375,889,6372,4466,5079,82,56,550,2726,1766,5064
2015,Ohio,427956,1639,7361,15075,79286,65357,79884,1137,5684,9295,53228,31981,78029
2015,Oklahoma,189396,1441,3255,6832,42802,32911,32030,672,2416,4549,21423,12908,28157
2015,Oregon,192274,1091,2253,5704,39926,33693,36462,769,2141,3870,21799,12139,32427
2015,Pennsylvania,476671,2052,5595,14312,82287,69382,95617,957,5778,11519,50617,35097,103458
2015,Rhode Island,36956,119,528,1076,6337,4537,6787,325,173,1143,4787,2487,8657
2015,South Carolina,183831,720,2583,5544,32650,30088,35664,618,1999,3529,20490,15420,34526
2015,South Dakota,34295,77,433,1923,6175,6244,7129,126,148,490,4133,1905,5512
2015,Tennessee,283986,1281,4585,8935,56033,46662,49644,1286,2622,6726,33507,24979,47726
2015,Texas,911586,6081,18183,41016,183822,143533,156882,3196,13032,27205,106919,68707,143010
2015,Utah,92836,1117,2574,2640,18943,13514,18771,786,1621,2520,8742,5802,15806
2015,Vermont,31075,323,1143,1027,5754,4701,6017,0,86,611,3994,1956,5463
2015,Virginia,258729,1819,3537,7717,48909,38626,48192,949,3468,5431,31720,19467,48894
2015,Washington,286096,953,3865,11161,57873,48737,54757,1361,2222,6649,30312,20063,48143
2015,West Virginia,113674,203,1711,3181,24815,21260,20497,14,713,2218,13760,7933,17369
2015,Wisconsin,200922,889,2696,5810,40484,30752,40165,742,1946,5174,21147,13048,38069
2015,Wyoming,28552,325,350,862,6723,5836,4333,92,433,720,3119,1101,4658
2016,Alabama,200630,1045,2401,4607,40571,35477,37271,595,866,6154,22849,15134,33660
2016,Alaska,33653,9,750,2740,10217,5581,3415,34,381,1705,3290,1859,3672
2016,Arizona,281647,810,4261,9250,46125,46290,62689,425,3631,5684,27260,21474,53748
2016,Arkansas,139858,287,2986,4393,29126,22346,25974,623,1637,3304,15278,11490,22414
2016,California,1166083,8638,20256,41980,187108,162001,240559,5236,16681,24440,121302,84856,253026
2016,Colorado,186874,585,2716,6754,36590,28897,35951,655,2650,4576,21715,14076,31709
2016,Connecticut,110120,219,1992,1858,16480,13358,21992,544,1529,2549,12945,8175,28479
2016,Delaware,26466,178,660,486,3900,4780,4101,0,373,797,3135,2501,5555
2016,Florida,780070,3449,8395,18237,106711,119140,187712,985,8632,16765,76081,58445,175518
2016,Georgia,336943,2013,6317,13110,66860,50661,52892,1123,6525,9765,41894,29408,56375
2016,Hawaii,50469,265,839,1334,7899,8621,10965,132,393,1259,3762,2544,12456
2016,Idaho,77575,373,672,1644,17162,13634,15834,128,298,1860,8234,4529,13207
2016,Illinois,375850,2055,6066,9832,65024,54503,72672,1286,5917,8878,38677,29364,81576
2016,Indiana,257701,1019,4002,8731,51851,42608,45237,934,2573,5300,29793,20351,45302
2016,Iowa,113523,603,2541,3525,20958,18268,24543,124,1726,1997,11455,6526,21257
2016,Kansas,112417,1361,1667,3404,22234,19307,20848,258,1427,2318,12870,6357,20366
2016,Kentucky,219713,509,4056,5873,46127,36785,36675,916,1174,5553,29941,18113,33991
2016,Louisiana,184026,881,4762,7603,35068,29900,31526,1060,2122,4645,24134,13115,29210
2016,Maine,65007,110,682,1073,11662,10571,14389,65,240,1353,7654,4824,12384
2016,Maryland,156067,502,2260,5498,27046,20933,29030,688,2975,4238,19643,11172,32082
2016,Massachusetts,220817,796,2233,5485,33402,32199,41408,916,3609,5249,26695,17754,51071
2016,Michigan,391014,1822,6240,11197,71157,58471,73533,1834,4960,9883,42661,32747,76509
2016,Minnesota,191382,759,2855,5376,36824,31065,40257,1034,2959,4406,21668,11404,32775
2016,Mississippi,117227,297,2398,3986,24445,19464,17901,0,2577,2843,14168,9440,19708
2016,Missouri,246373,1057,2260,6993,50400,40051,46463,788,2694,6884,28762,17332,42689
2016,Montana,52821,240,781,1780,11864,9838,10153,83,927,1455,4987,3250,7463
2016,Nebraska,78763,44,783,3169,18012,13001,15193,238,1109,2022,7337,5124,12731
2016,Nevada,130661,1977,3853,7023,25254,19083,20073,2257,2041,6847,15603,9069,17581
2016,New Hampshire,52001,160,640,1572,11436,8288,9649,0,412,1322,5984,3386,9152
2016,New Jersey,228862,769,3581,5671,32221,31626,42923,625,3288,5142,26616,19067,57333
2016,New Mexico,103483,642,1216,2960,18492,15574,22948,382,1200,1852,11884,7689,18644
2016,New York,537244,1304,10833,16809,87691,62204,109778,2781,7244,14354,59875,42060,122311
2016,North Carolina,379124,2188,5537,11869,68370,57936,66426,1425,3984,10245,48733,31745,70666
2016,North Dakota,28861,0,571,830,5661,4348,6171,0,284,734,3166,1781,5315
2016,Ohio,436147,1636,8203,16238,82056,64467,82799,864,6236,11259,47918,32573,81898
2016,Oklahoma,192790,811,2640,7584,41183,32091,33712,757,3045,4658,23508,14787,28014
2016,Oregon,192978,625,2905,5743,35770,35816,37715,263,1415,4016,20086,15733,32891
2016,Pennsylvania,481389,1372,6710,15254,80536,73963,98451,1379,5740,9914,52200,35598,100272
2016,Rhode Island,35544,638,446,923,6093,3477,6946,162,714,710,4220,3015,8200
2016,South Carolina,198875,1167,4960,5994,37660,33793,35121,1678,1575,6093,21010,16160,33664
2016,South Dakota,36974,413,362,2155,8008,6266,7308,132,371,1299,2991,1945,5724
2016,Tennessee,280478,1327,3455,9440,54637,48100,47986,582,2842,6541,36005,20795,48768
2016,Texas,916566,6371,16496,37000,173767,140264,167253,3972,14715,27751,109603,73613,145761
2016,Utah,88630,555,2357,2658,19358,13107,15257,901,1882,2348,9778,5742,14687
2016,Vermont,27180,0,417,993,6520,4035,4528,11,348,590,2737,2326,4675
2016,Virginia,261410,1510,3836,7215,50871,37563,48849,451,3587,6742,32804,20556,47426
2016,Washington,285267,541,3549,10353,56668,47099,55442,950,4082,5163,31017,21165,49238
2016,West Virginia,108600,527,1648,2830,23885,18464,19044,423,717,2064,13097,9312,16589
2016,Wisconsin,203259,640,3420,5231,39201,31885,42411,830,2316,3209,24410,11907,37799
2016,Wyoming,29553,84,919,780,7851,6063,4509,0,243,703,2371,1427,4603
2017,Alabama,195612,600,3169,5068,39729,35051,34713,414,1313,4665,19616,16659,34615
2017,Alaska,33682,101,414,976,9708,6426,4568,40,120,1189,3841,3057,3242
2017,Arizona,280805,1793,3656,9499,40902,50614,64369,543,2189,6361,28100,20751,52028
2017,Arkansas,149466,923,1295,6059,28588,26082,26319,298,3446,3146,17198,13604,22508
2017,California,1172155,6489,19235,39541,179652,156229,250958,4812,15529,31625,121866,90571,255648
2017,Colorado,199624,975,3049,7902,37079,34570,36835,395,2981,5307,21890,15378,33263
2017,Connecticut,103282,389,1721,2591,16394,13673,21071,783,1011,1835,11497,9411,22906
2017,Delaware,28570,20,273,292,4708,3751,5921,0,142,1726,2781,2466,6490
2017,Florida,809890,2872,9592,23996,114694,118553,197385,1604,8478,13314,72465,68388,178549
2017,Georgia,330261,1739,5545,12530,60916,54100,53650,1489,5753,8148,42932,28800,54659
2017,Hawaii,48731,418,406,1720,5967,6971,11837,396,626,761,4170,2243,13216
2017,Idaho,80436,119,1354,3984,16023,14307,16699,325,813,1786,9448,4944,10634
2017,Illinois,382255,1501,6840,14707,65378,55491,75042,1265,3897,7834,40022,28580,81698
2017,Indiana,261209,593,5217,9429,48394,40342,47503,817,5110,5296,28774,21981,47753
2017,Iowa,108654,663,1448,2837,17768,17311,22724,438,1787,3497,11059,6496,22626
2017,Kansas,117908,828,1545,4237,23750,17532,22993,886,1227,3648,13276,7962,20024
2017,Kentucky,228451,1979,3114,8256,51685,37894,35055,803,2135,4316,29245,18287,35682
2017,Louisiana,185186,762,3283,5397,37895,31003,31205,697,2219,4573,23768,13846,30538
2017,Maine,66620,102,937,1273,11746,13125,12492,25,681,910,6728,5230,13371
2017,Maryland,160075,410,2298,4618,29387,21124,32179,164,3392,4100,18523,13110,30770
2017,Massachusetts,229711,2437,2478,7735,34756,34044,44037,625,1419,5750,23972,17488,54970
2017,Michigan,379710,1763,6264,10539,67864,62224,74979,1079,5569,8745,42622,24258,73804
2017,Minnesota,198311,717,3327,7180,34435,35571,40912,383,2196,4661,19858,12696,36375
2017,Mississippi,122245,134,1386,4657,26226,22532,20885,524,1916,2203,11572,9005,21205
2017,Missouri,261547,616,4406,8290,50764,43247,49724,568,4920,5564,28631,21022,43795
2017,Montana,51816,213,420,1839,11227,10140,11528,0,892,822,3857,2704,8174
2017,Nebraska,72625,127,1314,2471,13759,13369,15199,40,769,1458,7232,5173,11714
2017,Nevada,112113,410,1070,4947,20808,21384,19874,570,909,2883,13558,8326,17374
2017,New Hampshire,55851,225,990,1102,10780,8814,11285,69,429,1197,5229,4631,11100
2017,New Jersey,221680,1249,2356,5833,33268,27192,48398,571,2877,4853,23630,16075,55378
2017,New Mexico,106840,865,1815,2577,21267,15351,21759,849,1486,2815,10916,8802,18338
2017,New York,547468,2747,8865,18500,85292,66245,113321,3049,7149,12301,59679,42541,127779
2017,North Carolina,378331,1536,3705,14405,63778,61094,71221,840,4030,8783,43625,34556,70758
2017,North Dakota,27039,186,624,696,6539,4368,5711,0,217,424,2025,1262,4987
2017,Ohio,438414,1783,8140,12494,79950,63569,85125,736,6661,10335,52123,32578,84920
2017,Oklahoma,193407,896,2796,6979,43145,33832,33485,844,2643,5318,21435,13010,29024
2017,Oregon,187720,863,1766,6849,34400,34602,37643,403,1449,4993,20338,13510,30904
2017,Pennsylvania,489438,2015,6742,14854,87897,73187,99492,1624,4554,9284,51123,34556,104110
2017,Rhode Island,37947,0,357,1923,7243,6409,5809,113,408,1239,3996,2540,7910
2017,South Carolina,188138,1139,2802,4167,33185,32888,33304,1475,1812,3871,21358,16487,35650
2017,South Dakota,33829,80,242,759,8249,5983,6890,82,224,471,2547,2553,5749
2017,Tennessee,286076,1278,3150,8539,58334,48145,49162,756,3644,7304,36647,22967,46150
2017,Texas,899495,6521,16471,37607,172288,141180,161848,5137,10819,21881,104403,70808,150532
2017,Utah,93511,624,1908,3284,17142,15692,18224,418,1796,4533,8957,7290,13643
2017,Vermont,28419,105,417,915,5158,3983,5460,150,276,686,3740,1811,5718
2017,Virginia,264278,862,4303,8350,48920,42085,48575,1326,3008,8529,26946,23105,48269
2017,Washington,294799,1455,3005,8164,56694,51497,57823,2209,2972,6762,32526,20755,50937
2017,West Virginia,118506,137,1824,3673,26451,22664,19806,809,714,2458,13463,8469,18038
2017,Wisconsin,204102,1227,2186,5597,43198,32677,41367,875,1681,4184,20239,15152,35719
2017,Wyoming,32900,153,421,1003,8539,6009,6200,166,378,514,3194,2666,3657
2018,Alabama,208996,783,4491,5908,38574,34968,35800,287,2204,5499,26282,18848,35352
2018,Alaska,31778,112,240,937,7826,6757,4680,62,650,1023,3437,2366,3688
2018,Arizona,297702,2089,3368,10470,47088,54309,65597,1641,3817,5005,27058,22880,54380
2018,Arkansas,148069,533,3494,5903,31135,23041,29111,392,1716,2775,15492,10360,24117
2018,California,1143218,6769,19336,34832,170488,150350,249024,6520,16604,25800,118390,87758,257347
2018,Colorado,199635,206,2414,9663,37203,33621,36502,992,2013,5963,22287,14771,34000
2018,Connecticut,108311,604,2510,4688,14319,14863,22305,110,1425,2048,11586,6637,27216
2018,Delaware,29372,257,610,525,3608,5815,6059,41,33,764,2718,3619,5323
2018,Florida,820999,3767,9809,20894,110539,118518,203908,1722,6632,16885,79909,64488,183928
2018,Georgia,332254,3173,5968,9949,63473,53002,59139,1111,4448,8133,38728,28574,56556
2018,Hawaii,52447,0,519,1035,8838,8608,11735,251,198,1182,4078,2937,13066
2018,Idaho,85265,114,1004,3919,17090,16122,16281,392,976,1624,8774,5568,13401
2018,Illinois,372221,1456,5664,10631,61384,56420,74612,1582,4526,9876,39644,29192,77234
2018,Indiana,253253,694,3747,8203,47759,41871,47023,877,3210,5715,29182,21334,43638
2018,Iowa,117723,488,1898,2166,20044,19175,26782,335,1840,2847,11154,7720,23274
2018,Kansas,128978,1353,2169,3657,26809,20673,25160,481,2216,3406,12296,9426,21332
2018,Kentucky,215248,744,2193,5067,47416,34672,36956,588,3559,4729,28683,16483,34158
2018,Louisiana,179934,275,3702,6598,39759,29183,30943,149,2093,2649,19510,14134,30939
2018,Maine,68509,114,625,1826,11328,10866,14307,248,796,1422,7036,5548,14393
2018,Maryland,175483,467,2987,4939,29513,22651,34960,1136,2784,5476,21294,14116,35160
2018,Massachusetts,209621,808,2683,6029,27929,30573,40048,743,2761,3609,24956,19081,50401
2018,Michigan,385037,937,5086,12078,65598,64521,77064,1206,4899,7816,40936,32152,72744
2018,Minnesota,192945,931,3178,4716,34278,32127,42946,852,2166,4805,20605,12620,33721
2018,Mississippi,116298,589,1006,3484,23419,20508,21051,496,1795,2562,14371,6277,20740
2018,Missouri,255292,1402,2899,8542,49210,44382,51385,301,2342,5345,27269,20282,41933
2018,Montana,50136,489,1295,1416,9682,10271,11181,484,157,1292,4042,2914,6913
2018,Nebraska,72233,503,1248,2623,14597,12577,16144,163,651,1052,5125,4294,13256
2018,Nevada,117060,1548,1605,5590,19839,18791,23369,1819,1679,2564,13065,9397,17794
2018,New Hampshire,55018,607,595,1969,9757,9040,12125,0,366,1383,4962,4093,10121
2018,New Jersey,225791,1145,2947,5892,32998,28517,48248,824,2633,3592,22047,18942,58006
2018,New Mexico,109709,504,1617,4544,17818,17792,22614,231,926,2204,11221,9008,21230
2018,New York,525065,2476,8278,15104,76216,68123,111683,1710,5211,14757,60796,39251,121460
2018,North Carolina,388120,2892,6585,13629,69076,63761,71634,960,4629,8609,43466,31946,70933
2018,North Dakota,29075,0,378,410,6022,4653,6561,197,382,602,2019,2189,5662
2018,Ohio,436336,1519,6751,15841,76907,65914,82931,1380,3936,12364,51911,33836,83046
2018,Oklahoma,196689,834,1999,6027,40294,36975,38336,764,2220,4507,20552,14670,29511
2018,Oregon,192266,619,2471,9207,33265,32317,39478,549,974,6820,21135,13840,31591
2018,Pennsylvania,486292,2076,6846,13134,79022,69373,97239,1435,5587,11153,59062,36512,104853
2018,Rhode Island,40418,0,580,522,8191,6014,6045,0,351,1466,4546,3762,8941
2018,South Carolina,189434,190,1497,5883,33386,33113,38410,851,3454,3110,21264,15437,32839
2018,South Dakota,30837,224,198,1202,5683,6453,5315,86,256,1155,3025,1750,5490
2018,Tennessee,288427,1506,4715,11205,54949,54043,49129,833,1707,6174,33595,21738,48833
2018,Texas,928066,7420,15972,32786,183306,147032,163878,4821,12707,26404,111505,67265,154970
2018,Utah,91451,303,2220,3311,18332,14090,19930,213,2265,2219,8278,6056,14234
2018,Vermont,30706,91,128,1461,4683,5728,5867,0,775,741,3367,2762,5103
2018,Virginia,276240,1772,3241,10261,45258,43178,57353,797,3696,5605,28551,21120,55408
2018,Washington,291944,1922,3172,8192,57998,50240,55751,325,3987,6959,31386,25637,46375
2018,West Virginia,106525,33,768,2369,22309,20704,18719,178,745,1403,12344,8099,18854
2018,Wisconsin,202800,240,3656,5140,37188,35531,42354,572,2574,3374,20058,13280,38833
2018,Wyoming,28600,0,150,1311,5688,6079,6312,111,320,909,2438,1842,3440
2019,Alabama,212724,371,2825,6040,41723,36844,39865,61,1315,6169,25394,17491,34626
2019,Alaska,32831,259,624,880,9304,6054,4127,187,434,394,4647,2878,3043
2019,Arizona,288727,1103,4629,9475,45376,46620,73502,921,3882,5497,24567,21762,51393
2019,Arkansas,148621,728,2621,2734,30692,25360,28114,220,1060,4204,17050,12238,23600
2019,California,1147657,8479,17549,39969,173480,156423,246670,5297,14666,31235,112049,87998,253842
2019,Colorado,195679,1167,4027,7371,39402,33053,36557,401,2507,4591,19169,15846,31588
2019,Connecticut,104850,244,1830,3039,14806,13522,22027,1049,1646,2432,12752,7411,24092
2019,Delaware,33973,0,94,1430,4824,5972,6058,82,398,338,5222,2993,6562
2019,Florida,824672,3184,8124,22516,117725,121131,199481,3149,10227,13331,78147,68104,179553
2019,Georgia,331658,2698,4932,12770,60842,50458,62335,1319,2685,7847,38883,26648,60241
2019,Hawaii,55383,185,836,1017,8214,8305,13282,621,541,629,4281,4856,12616
2019,Idaho,82842,103,1410,2985,16894,15024,19938,0,537,1226,6229,5086,13410
2019,Illinois,382148,1335,5410,11178,63440,54522,79540,984,3216,9828,43351,30707,78637
2019,Indiana,246951,1441,4546,7847,49703,38958,46222,894,1479,4955,28730,18545,43631
2019,Iowa,114835,682,767,2964,19273,20252,24214,66,1307,2054,10379,10217,22660
2019,Kansas,123974,456,2428,5809,25750,17502,23973,150,929,3718,14102,8008,21149
2019,Kentucky,220662,500,2528,8309,46480,35898,38756,776,2165,3832,29481,16382,35555
2019,Louisiana,187638,732,2585,5408,33601,30228,35296,894,4476,3795,23516,14351,32756
2019,Maine,70062,220,773,1411,11842,12604,15938,54,894,1331,7687,4975,12333
2019,Maryland,155985,333,2379,4503,25350,18711,30960,1019,2581,3949,19606,12446,34148
2019,Massachusetts,211104,1117,3770,7100,27326,29935,45600,892,3039,4882,18431,18908,50104
2019,Michigan,383401,726,6605,11412,68574,61398,74499,794,3374,9330,42086,32556,72047
2019,Minnesota,185533,1266,2163,5645,30714,32369,38602,791,2324,3512,18361,13350,36436
2019,Mississippi,121246,1614,1518,3965,21927,19525,22173,220,2372,3385,13858,9109,21580
2019,Missouri,259027,384,3659,6931,50602,43557,53209,708,2820,5379,27076,20693,44009
2019,Montana,54747,304,1154,1307,10268,11108,12285,16,729,1003,4575,4422,7576
2019,Nebraska,76217,112,2087,3521,14316,12706,16568,136,606,2188,7264,5187,11526
2019,Nevada,110450,392,1503,3290,19535,19673,21674,354,1209,2187,12759,8126,19748
2019,New Hampshire,49159,17,914,2051,9113,8377,10125,272,196,592,5328,3707,8467
2019,New Jersey,219567,1710,3584,6507,28977,30089,44094,496,3301,4716,23088,16509,56496
2019,New Mexico,107081,622,2395,4023,19259,16329,22440,246,1617,932,13562,7464,18192
2019,New York,528626,3059,6187,16928,79184,68108,106068,2310,5089,14563,60039,45820,121271
2019,North Carolina,366978,2686,6652,7667,63516,58018,74342,701,3624,8487,40429,30058,70798
2019,North Dakota,29854,196,258,1123,6175,5873,5530,0,293,622,3344,1013,5427
2019,Ohio,427190,1341,5901,13071,75894,66089,85118,882,6158,10171,48574,35407,78584
2019,Oklahoma,200635,1480,3110,6619,42797,33773,36796,984,1575,4143,23475,15520,30363
2019,Oregon,192152,698,2621,6228,33609,34755,41306,483,1436,5246,17610,14306,33854
2019,Pennsylvania,475002,1043,6689,14417,81038,71305,95745,1130,5808,10143,50702,37218,99764
2019,Rhode Island,37619,174,355,1536,7248,4327,7282,869,592,713,3990,3809,6724
2019,South Carolina,191449,772,2460,5162,33376,32289,39103,77,1557,3739,21500,17662,33752
2019,South Dakota,39451,23,519,2170,8078,6544,8713,0,236,1109,3568,2322,6169
2019,Tennessee,302136,1243,2423,8186,61320,48845,53007,1090,3914,8497,38273,24065,51273
2019,Texas,918299,6832,18950,33173,171463,146858,166681,4031,13867,24987,101138,72855,157464
2019,Utah,89890,577,2563,3616,16866,12722,19344,335,2333,2992,8284,4755,15503
2019,Vermont,28137,275,350,704,5334,5790,5609,0,135,729,2705,2998,3508
2019,Virginia,287640,874,4781,8371,56122,38882,55493,1240,3706,7802,31347,21648,57374
2019,Washington,284255,1073,4294,8424,54886,46041,61034,1018,3008,5479,29484,21911,47603
2019,West Virginia,111577,278,960,3115,22380,18815,20844,88,369,1935,14743,9675,18375
2019,Wisconsin,204173,857,1877,7235,36162,34464,43594,871,1624,3711,20219,16729,36830
2019,Wyoming,27398,78,836,1469,5908,5031,5444,201,114,387,1935,1661,4334
