year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2011,Iowa,IA,West North Central,North Central,3062309,1512251,1550058,38.1,high school graduate (includes equivalency),523099,49427,123400,643,98648,378864,547912,131640,0.434,303263,2714202,200763,491076,470407,1340588,1965,2.517,1216765,880368,336397,utility gas,776366,228200,5146
2011,Kansas,KS,West North Central,North Central,2871238,1423188,1448050,36.3,some college or associate's degree,558107,48964,128300,709,111601,383467,472920,107137,0.4442,246192,2567338,159902,415323,365102,1237738,1972,2.606,1101701,747079,354622,utility gas,741873,245189,1359
2011,Kentucky,KY,East South Central,South,4369356,2143745,2225611,38.2,high school graduate (includes equivalency),616025,41141,120600,626,213707,811277,696506,290470,0.4709,410003,3874354,249643,741567,808762,1932731,1978,2.613,1672134,1151479,520655,electricity,653976,824169,3047
2011,Louisiana,LA,West South Central,South,4574836,2236117,2338719,35.9,high school graduate (includes equivalency),627940,41734,139400,747,201340,908375,618525,279937,0.4836,395126,4077942,253572,677880,970027,1978974,1978,2.688,1702030,1130694,571336,electricity,600835,1037631,3678
2011,Maine,ME,New England,Northeast,1328188,651076,677112,43.2,high school graduate (includes equivalency),267551,46033,171600,747,60432,182448,254013,96409,0.4509,124377,1189744,78095,248339,301647,725650,1973,2.406,552051,391697,160354,"fuel oil, kerosene, etc.",27427,24723,1421
2011,Maryland,MD,South Atlantic,South,5828289,2820212,3008077,38,bachelor's degree or higher,1444372,70004,287100,1153,282496,571887,1093872,212016,0.4466,573165,5163423,347676,781162,839031,2391508,1975,2.73,2134517,1437447,697070,utility gas,941650,856488,5710
2011,Massachusetts,MA,New England,Northeast,6587536,3187794,3399742,39.3,bachelor's degree or higher,1762510,62859,326300,1034,334933,738514,1132340,307473,0.4771,716797,5790799,471006,986699,1366576,2819028,1958,2.602,2532067,1573279,958788,utility gas,1242643,354007,5169
2011,Michigan,MI,East North Central,North Central,9876187,4848677,5027510,39.2,some college or associate's degree,1688269,45981,118100,739,629735,1693294,1750985,683932,0.4612,1037767,8724539,595770,1617232,1950279,4525654,1969,2.618,3772433,2706280,1066153,utility gas,2921386,296289,13726
2011,Minnesota,MN,West North Central,North Central,5344861,2656471,2688390,37.6,some college or associate's degree,1152851,56954,183500,787,226336,621970,1065984,179303,0.4436,502412,4784316,337373,752593,773480,2354075,1975,2.549,2096477,1525449,571028,utility gas,1398239,335268,11861
2011,Mississippi,MS,East South Central,South,2978512,1446634,1531878,36.1,some college or associate's degree,379625,36919,99900,689,151170,650524,409463,186626,0.4735,256418,2655393,167009,485773,679033,1281760,1981,2.755,1080991,754663,326328,electricity,330395,591471,1950
2011,Missouri,MO,West North Central,North Central,6010688,2945756,3064932,38,high school graduate (includes equivalency),1044982,45247,136900,708,284895,920118,1042163,328652,0.4611,566672,5332296,365323,981624,867425,2723449,1975,2.567,2341074,1593031,748043,utility gas,1220931,781226,3563
2011,Montana,MT,Mountain,West,998199,500311,497888,39.7,some college or associate's degree,190918,44222,184100,650,41325,144054,159673,43998,0.4351,94641,888573,60507,168407,129971,489183,1975,2.469,404250,274570,129680,utility gas,223151,85153,769
2011,Nebraska,NE,West North Central,North Central,1842641,912496,930145,36.3,some college or associate's degree,334127,50296,127400,673,63231,234710,305164,66679,0.4467,152726,1661662,97483,269506,239110,801182,1970,2.546,723800,484308,239492,utility gas,462089,182958,1802
2011,Nevada,NV,Mountain,West,2723322,1372750,1350572,36.7,some college or associate's degree,406875,48927,158000,936,174677,426741,407138,105596,0.4526,228037,2458952,140966,372501,317474,1183917,1993,2.772,982352,552991,429361,utility gas,605079,320235,2291
2011,New Hampshire,NH,New England,Northeast,1318194,651060,667134,41.5,bachelor's degree or higher,305313,62647,237500,939,50560,112715,259962,42705,0.4347,114063,1189805,70328,206922,146499,617702,1976,2.552,516454,369070,147384,"fuel oil, kerosene, etc.",100958,40613,3015
2011,New Jersey,NJ,Middle Atlantic,Northeast,8821155,4298542,4522613,39.2,bachelor's degree or higher,2118903,67458,324900,1135,509682,897376,1447682,252112,0.4694,815706,7897276,509637,1281038,1198643,3562720,1965,2.785,3167629,2060480,1107149,utility gas,2342608,360855,8415
2011,New Mexico,NM,Mountain,West,2082224,1036558,1045666,36.6,some college or associate's degree,345995,41963,159000,729,109626,439914,310502,117904,0.4821,201335,1845907,136175,319608,493109,908168,1981,2.714,767285,523004,244281,utility gas,519168,118622,1320
2011,New York,NY,Middle Atlantic,Northeast,19465197,9438007,10027190,38.1,bachelor's degree or higher,4345667,55246,285300,1058,948435,3027342,2464911,1090747,0.5033,1957230,17251189,1295436,2891941,4282591,8119804,1956,2.708,7187938,3851687,3336251,utility gas,4014222,707016,37568
2011,North Carolina,NC,South Atlantic,South,9656401,4687843,4968558,37.7,some college or associate's degree,1722474,43916,153700,745,555887,1680963,1647194,543033,0.4716,873295,8587723,533613,1489540,1653115,4362956,1985,2.622,3683364,2449902,1233462,electricity,913246,2181593,10821
2011,North Dakota,ND,West North Central,North Central,683932,343944,339988,36.6,some college or associate's degree,117900,51704,128600,626,12011,80882,102589,24881,0.4448,56455,612970,36518,101660,69573,320888,1974,2.413,283440,186254,97186,utility gas,116695,107612,2208
2011,Ohio,OH,East North Central,North Central,11544951,5641528,5903423,39.1,high school graduate (includes equivalency),1910745,45749,129600,692,606934,1845800,2041379,687866,0.4594,1092895,10276207,632781,1834306,1906513,5133528,1966,2.544,4538555,3039713,1498842,utility gas,3047262,988313,13278
2011,Oklahoma,OK,West South Central,South,3791508,1877843,1913665,36.3,high school graduate (includes equivalency),588085,43225,112600,675,136930,633298,569832,205876,0.4613,343531,3366837,219447,598425,631551,1674724,1976,2.628,1442731,966998,475733,utility gas,787024,504418,1796
2011,Oregon,OR,Pacific,West,3871859,1914116,1957743,38.7,some college or associate's degree,775821,46816,232900,840,232635,662283,633548,286711,0.4586,389245,3443395,249708,616690,644578,1684244,1977,2.552,1516979,922012,594967,electricity,579429,743350,3503
2011,Pennsylvania,PA,Middle Atlantic,Northeast,12742886,6216838,6526048,40.3,high school graduate (includes equivalency),2349673,50228,164800,786,605594,1695996,2142717,627156,0.4611,1363694,11176063,889539,2180834,2131838,5579394,1961,2.581,4937333,3431023,1506310,utility gas,2516883,1019764,13436
2011,Rhode Island,RI,New England,Northeast,1051302,508396,542906,39.5,bachelor's degree or higher,221812,53636,245500,875,58581,148819,177698,60367,0.4674,107301,927816,69050,173722,180758,464741,1957,2.55,412259,249754,162505,utility gas,209106,34511,933
2011,South Carolina,SC,South Atlantic,South,4679230,2274282,2404948,38,high school graduate (includes equivalency),748675,42367,136000,741,266294,856938,759498,273282,0.4648,482119,4097112,307650,785775,805018,2157063,1985,2.645,1768834,1223474,545360,electricity,419203,1212210,4948
2011,South Dakota,SD,West North Central,North Central,824082,410505,413577,37.1,some college or associate's degree,141634,48321,131400,612,24107,110681,130058,34242,0.4324,67976,737529,41913,129027,111222,366521,1974,2.55,323215,221382,101833,utility gas,156765,89439,2135
2011,Tennessee,TN,East South Central,South,6403353,3118951,3284402,38.3,high school graduate (includes equivalency),1013898,41693,138300,715,328545,1142299,1028144,435209,0.4756,606133,5696218,378457,1051212,1211331,2829125,1981,2.595,2467428,1660076,807352,electricity,824727,1455110,5085
2011,Texas,TX,West South Central,South,25674681,12741162,12933519,33.7,some college or associate's degree,4247679,49392,127700,813,1065274,4628758,3425023,1205123,0.4771,2014631,23182822,1324911,3015446,4354398,10099242,1984,2.901,8850370,5568300,3282070,electricity,3298684,5144371,33998
2011,Utah,UT,Mountain,West,2817222,1417639,1399583,29.6,some college or associate's degree,478566,55869,207500,822,109279,374859,448161,87628,0.4249,229851,2559797,153276,288825,319401,993125,1984,3.186,884253,613499,270754,utility gas,761814,84352,747
2011,Vermont,VT,New England,Northeast,626431,308393,318038,42,bachelor's degree or higher,153890,52776,213700,849,22416,69075,122457,35258,0.4308,55547,564612,31958,107348,151532,324385,1973,2.434,257358,183452,73906,"fuel oil, kerosene, etc.",39163,10855,178
2011,Virginia,VA,South Atlantic,South,8096604,3978779,4117825,37.6,bachelor's degree or higher,1903494,61882,243100,1062,315567,905914,1438099,287378,0.4632,787362,7099802,485123,1137318,857515,3387801,1980,2.707,2990650,2013595,977055,electricity,1015166,1544516,8134
2011,Washington,WA,Pacific,West,6830038,3408061,3421977,37.3,some college or associate's degree,1461004,56835,256300,930,359745,929258,1185543,382422,0.4449,593764,6123058,358775,962221,1073710,2907605,1980,2.594,2632621,1653712,978909,electricity,933332,1408123,6823
2011,West Virginia,WV,South Atlantic,South,1855364,914474,940890,41.4,high school graduate (includes equivalency),239041,38482,99300,599,72809,334885,262304,117950,0.4721,170178,1656307,94656,374683,360577,881821,1973,2.523,735408,531392,204016,electricity,304399,311821,1122
2011,Wisconsin,WI,East North Central,North Central,5711767,2835132,2876635,38.7,high school graduate (includes equivalency),1014313,50395,166700,739,250654,725797,1032279,289996,0.437,534830,5099233,340335,868134,1033384,2634806,1971,2.51,2275352,1543908,731444,utility gas,1484849,333466,7552
2011,Wyoming,WY,Mountain,West,568158,289416,278742,36.8,some college or associate's degree,92848,56322,179900,759,15553,62629,96851,13161,0.4081,43644,515188,27801,80184,64256,265554,1977,2.553,222539,157223,65316,utility gas,130525,51264,28
