year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2008,Kansas,KS,West North Central,North Central,2802134,1389348,1412786,36.2,some college or associate's degree,534955,50177,125700,654,NA,307478,511339,77397,0.442,269302,2469444,NA,NA,NA,1226429,1971,2.523,1110829,771197,339632,utility gas,782702,206989,1519
2008,Kentucky,KY,East South Central,South,4269245,2086782,2182463,37.8,high school graduate (includes equivalency),565288,41538,118400,578,NA,720586,733454,230255,0.467,418543,3769296,NA,NA,NA,1920533,1976,2.532,1686277,1172529,513748,electricity,696439,790805,3154
2008,Louisiana,LA,West South Central,South,4410796,2139612,2271184,35.9,high school graduate (includes equivalency),573850,43733,132400,698,NA,744218,640261,263094,0.477,445225,3867666,NA,NA,NA,1883134,1976,2.714,1625153,1113926,511227,electricity,631606,924672,3372
2008,Maine,ME,New England,Northeast,1316456,640629,675827,41.9,high school graduate (includes equivalency),235518,46581,180200,702,NA,157553,258300,74863,0.436,133533,1165755,NA,NA,NA,700550,1971,2.427,542363,391262,151101,"fuel oil, kerosene, etc.",19578,24946,1592
2008,Maryland,MD,South Atlantic,South,5633597,2728031,2905566,37.6,bachelor's degree or higher,1316442,70545,341200,1074,NA,442994,1124667,115167,0.438,631666,4898347,NA,NA,NA,2333250,1974,2.692,2092692,1453733,638959,utility gas,942581,782008,3694
2008,Massachusetts,MA,New England,Northeast,6497967,3152206,3345761,38.7,bachelor's degree or higher,1675267,65401,353600,991,NA,626670,1157318,190354,0.471,804349,5594438,NA,NA,NA,2735645,1957,2.634,2467323,1592324,874999,utility gas,1165085,325999,5510
2008,Michigan,MI,East North Central,North Central,10003422,4918443,5084979,38,some college or associate's degree,1640173,48591,151300,706,NA,1410276,1939644,465600,0.451,1132171,8733968,NA,NA,NA,4535568,1968,2.625,3810801,2819355,991446,utility gas,2971865,267215,10047
2008,Minnesota,MN,West North Central,North Central,5220393,2596324,2624069,37.4,some college or associate's degree,1089354,57288,213800,734,NA,490911,1120095,116066,0.445,531633,4618984,NA,NA,NA,2331203,1973,2.498,2089449,1559939,529510,utility gas,1426500,286459,11459
2008,Mississippi,MS,East South Central,South,2938618,1427841,1510777,35.5,some college or associate's degree,361051,37790,99700,638,NA,601617,433469,143847,0.478,288659,2578860,NA,NA,NA,1267191,1979,2.686,1094208,766976,327232,electricity,366817,542341,2009
2008,Missouri,MO,West North Central,North Central,5911605,2885591,3026014,37.6,high school graduate (includes equivalency),979207,46867,141500,657,NA,768092,1098358,259041,0.448,612945,5182219,NA,NA,NA,2664062,1973,2.537,2330040,1633448,696592,utility gas,1283847,695399,3076
2008,Montana,MT,Mountain,West,967440,481256,486184,39.1,some college or associate's degree,175831,43654,180300,631,NA,139707,146203,30821,0.449,108349,842065,NA,NA,NA,438337,1974,2.576,375598,257354,118244,utility gas,215072,71264,837
2008,Nebraska,NE,West North Central,North Central,1783432,883051,900381,36.3,some college or associate's degree,312412,49693,126500,626,NA,186727,318688,47250,0.427,169512,1580337,NA,NA,NA,785841,1969,2.533,704143,487991,216152,utility gas,460539,161447,1617
2008,Nevada,NV,Mountain,West,2600167,1324346,1275821,35.9,some college or associate's degree,373815,56361,271500,1011,NA,290197,441669,50005,0.431,243716,2324395,NA,NA,NA,1127100,1992,2.729,952856,568425,384431,utility gas,598464,299985,1473
2008,New Hampshire,NH,New England,Northeast,1315809,647416,668393,40.3,bachelor's degree or higher,300887,63731,264700,914,NA,97158,264064,26480,0.419,133309,1166047,NA,NA,NA,597088,1974,2.604,505286,365450,139836,"fuel oil, kerosene, etc.",99636,35651,3461
2008,New Jersey,NJ,Middle Atlantic,Northeast,8682661,4251963,4430698,38.7,bachelor's degree or higher,2017624,70378,364100,1068,NA,741472,1519326,149269,0.462,937190,7620089,NA,NA,NA,3515923,1964,2.753,3154012,2113974,1040038,utility gas,2293931,324941,8723
2008,New Mexico,NM,Mountain,West,1984356,979396,1004960,36,some college or associate's degree,315930,43508,165100,668,NA,332769,314542,66569,0.46,208867,1742999,NA,NA,NA,871721,1979,2.677,741399,512854,228545,utility gas,510636,101252,1139
2008,New York,NY,Middle Atlantic,Northeast,19490297,9461978,10028319,38,bachelor's degree or higher,4173189,56033,318900,953,NA,2581491,2582904,754827,0.503,2112555,17094502,NA,NA,NA,7977383,1954,2.731,7137482,3946375,3191107,utility gas,3777474,617232,43575
2008,North Carolina,NC,South Atlantic,South,9222414,4511067,4711347,37,some college or associate's degree,1586081,46549,154500,694,NA,1301929,1685967,344069,0.463,946147,8058295,NA,NA,NA,4200447,1983,2.565,3595175,2451157,1144018,electricity,920542,2012711,10227
2008,North Dakota,ND,West North Central,North Central,641481,322965,318516,37,some college or associate's degree,112643,45685,112500,534,NA,73622,102265,19605,0.451,59843,564127,NA,NA,NA,313018,1973,2.335,274743,182992,91751,utility gas,120838,92969,2439
2008,Ohio,OH,East North Central,North Central,11485910,5600023,5885887,38.2,high school graduate (includes equivalency),1847054,47988,140200,667,NA,1492154,2156314,449544,0.45,1184040,10112160,NA,NA,NA,5080242,1965,2.547,4508871,3113343,1395528,utility gas,3077329,908296,12350
2008,Oklahoma,OK,West South Central,South,3642361,1794927,1847434,36.3,high school graduate (includes equivalency),523057,42822,105500,614,NA,561666,577859,154168,0.458,382585,3167513,NA,NA,NA,1637213,1974,2.587,1407933,946699,461234,utility gas,815542,435241,1744
2008,Oregon,OR,Pacific,West,3790060,1884732,1905328,38,some college or associate's degree,725153,50169,273300,780,NA,506145,673175,171867,0.447,411629,3334691,NA,NA,NA,1628902,1976,2.57,1474755,948798,525957,electricity,579687,701207,3947
2008,Pennsylvania,PA,Middle Atlantic,Northeast,12448279,6056221,6392058,40,high school graduate (includes equivalency),2225655,50713,164700,726,NA,1458394,2216155,437768,0.457,1456000,10753227,NA,NA,NA,5496509,1959,2.538,4904554,3474817,1429737,utility gas,2533794,932063,9609
2008,Rhode Island,RI,New England,Northeast,1050788,506854,543934,38.8,bachelor's degree or higher,212880,55701,286000,850,NA,118556,180369,31911,0.46,116585,913699,NA,NA,NA,451770,1957,2.633,399107,249139,149968,utility gas,196604,32681,672
2008,South Carolina,SC,South Atlantic,South,4479800,2179245,2300555,37.6,high school graduate (includes equivalency),700496,44625,138700,675,NA,679584,761654,184139,0.464,507081,3866309,NA,NA,NA,2056179,1983,2.632,1702300,1201508,500792,electricity,433651,1111818,5362
2008,South Dakota,SD,West North Central,North Central,804194,401590,402604,37.6,some college or associate's degree,131050,46032,126200,569,NA,96490,132590,26852,0.446,82280,701251,NA,NA,NA,361455,1972,2.514,319926,221395,98531,utility gas,158249,81815,1519
2008,Tennessee,TN,East South Central,South,6214888,3026666,3188222,37.7,high school graduate (includes equivalency),954737,43614,138600,660,NA,938077,1084909,311287,0.471,668190,5445201,NA,NA,NA,2758261,1980,2.553,2434683,1700137,734546,electricity,869489,1370481,4841
2008,Texas,TX,West South Central,South,24326974,12147242,12179732,33.2,some college or associate's degree,3832100,50043,126800,768,NA,3760431,3508174,797298,0.474,2103988,21723340,NA,NA,NA,9599073,1981,2.888,8422249,5465854,2956395,electricity,3344430,4652006,34302
2008,Utah,UT,Mountain,West,2736424,1379910,1356514,28.7,some college or associate's degree,451739,56633,236000,784,NA,257649,451889,47842,0.411,255156,2449709,NA,NA,NA,944475,1982,3.203,854244,612671,241573,utility gas,739031,79874,403
2008,Vermont,VT,New England,Northeast,621270,305282,315988,41.5,high school graduate (includes equivalency),138088,52104,214700,797,NA,63288,122388,21828,0.434,69961,545128,NA,NA,NA,312618,1971,2.485,249986,180387,69599,"fuel oil, kerosene, etc.",37047,9824,265
2008,Virginia,VA,South Atlantic,South,7769089,3822265,3946824,37.5,bachelor's degree or higher,1736982,61233,269600,934,NA,768031,1481789,194701,0.46,840407,6679843,NA,NA,NA,3306473,1978,2.624,2961083,2034269,926814,electricity,1023507,1451064,6786
2008,Washington,WA,Pacific,West,6549224,3267498,3281726,37.3,some college or associate's degree,1347084,58078,308100,874,NA,728323,1223446,220716,0.442,696765,5731470,NA,NA,NA,2791765,1978,2.571,2547663,1663174,884489,electricity,923762,1321135,6164
2008,West Virginia,WV,South Atlantic,South,1814468,888173,926295,40.6,high school graduate (includes equivalency),216204,37989,95900,528,NA,300670,289450,95856,0.453,176994,1610716,NA,NA,NA,886419,1971,2.421,749586,552651,196935,utility gas,328387,299004,426
2008,Wisconsin,WI,East North Central,North Central,5627968,2797965,2830003,38.2,high school graduate (includes equivalency),965664,52094,173300,704,NA,569090,1089377,147549,0.426,580038,4959971,NA,NA,NA,2568752,1970,2.502,2249630,1577623,672007,utility gas,1492976,285056,7616
2008,Wyoming,WY,Mountain,West,532668,269287,263381,36.6,some college or associate's degree,82557,53207,188200,636,NA,48776,92629,8709,0.441,48458,474970,NA,NA,NA,246418,1975,2.553,208613,146222,62391,utility gas,131957,40112,539
